round,date,home_team,away_team,home_score,away_score,stadium,stage
1,04/10/2021,Landskrona BoIS,IFK Värnamo,,,Landskrona IP A-plan,
1,04/10/2021,Falkenbergs FF,GAIS,,,Falcon Alkoholfri Arena,
1,04/11/2021,Örgryte IS Fotboll,Östers IF,,,Gamla Ullevi,
1,04/11/2021,Akropolis IF,IK Brage,,,Grimsta IP 1,
1,04/11/2021,Jönköpings Södra IF,Vasalund,,,Stadsparksvallen,
1,04/11/2021,Trelleborgs FF,Norrby IF,,,"Vångavallen, Trelleborg A-plan",
1,04/12/2021,Västerås SK FK,Athletic Eskilstuna,,,Iver Arena,
1,04/13/2021,GIF Sundsvall,Helsingborgs IF,,,NP3 Arena,
2,04/17/2021,Athletic Eskilstuna,Akropolis IF,,,Tunavallen,
2,04/17/2021,GAIS,Västerås SK FK,,,Gamla Ullevi,
2,04/17/2021,IK Brage,Falkenbergs FF,,,Domnarvsvallen,
2,04/17/2021,Vasalund,Trelleborgs FF,,,Skytteholms IP 1,
2,04/18/2021,Östers IF,Landskrona BoIS,,,Visma Arena,
2,04/18/2021,IFK Värnamo,GIF Sundsvall,,,Finnvedsvallen,
2,04/19/2021,Norrby IF,Jönköpings Södra IF,,,Borås Arena,
2,04/20/2021,Helsingborgs IF,Örgryte IS Fotboll,,,"Olympia, Helsingborg",
3,04/24/2021,Trelleborgs FF,Örgryte IS Fotboll,,,"Vångavallen, Trelleborg A-plan",
3,04/24/2021,IFK Värnamo,IK Brage,,,Finnvedsvallen,
3,04/24/2021,GIF Sundsvall,Norrby IF,,,NP3 Arena,
3,04/24/2021,Östers IF,Falkenbergs FF,,,Visma Arena,
3,04/25/2021,Landskrona BoIS,Akropolis IF,,,Landskrona IP A-plan,
3,04/25/2021,Athletic Eskilstuna,GAIS,,,Tunavallen,
3,04/26/2021,Västerås SK FK,Vasalund,,,Iver Arena,
3,04/27/2021,Jönköpings Södra IF,Helsingborgs IF,,,Stadsparksvallen,
4,05/01/2021,Norrby IF,Landskrona BoIS,,,Borås Arena,
4,05/01/2021,Falkenbergs FF,IFK Värnamo,,,Falcon Alkoholfri Arena,
4,05/01/2021,Akropolis IF,GIF Sundsvall,,,Grimsta IP 1,
4,05/01/2021,Örgryte IS Fotboll,Västerås SK FK,,,Gamla Ullevi,
4,05/02/2021,Vasalund,IK Brage,,,Skytteholms IP 1,
4,05/02/2021,Helsingborgs IF,Athletic Eskilstuna,,,"Olympia, Helsingborg",
4,05/03/2021,Jönköpings Södra IF,Trelleborgs FF,,,Stadsparksvallen,
4,05/04/2021,GAIS,Östers IF,,,Gamla Ullevi,
5,05/08/2021,Landskrona BoIS,Athletic Eskilstuna,,,Landskrona IP A-plan,
5,05/08/2021,Falkenbergs FF,Örgryte IS Fotboll,,,Falcon Alkoholfri Arena,
5,05/08/2021,Västerås SK FK,Jönköpings Södra IF,,,Iver Arena,
5,05/09/2021,Vasalund,Norrby IF,,,Skytteholms IP 1,
5,05/09/2021,IK Brage,Helsingborgs IF,,,Domnarvsvallen,
5,05/10/2021,Trelleborgs FF,Akropolis IF,,,"Vångavallen, Trelleborg A-plan",
5,05/10/2021,IFK Värnamo,GAIS,,,Finnvedsvallen,
5,05/11/2021,Östers IF,GIF Sundsvall,,,Visma Arena,
6,05/15/2021,Akropolis IF,Örgryte IS Fotboll,,,Grimsta IP 1,
6,05/15/2021,GIF Sundsvall,Vasalund,,,NP3 Arena,
6,05/15/2021,IK Brage,Norrby IF,,,Domnarvsvallen,
6,05/15/2021,Helsingborgs IF,Östers IF,,,"Olympia, Helsingborg",
6,05/16/2021,Athletic Eskilstuna,Jönköpings Södra IF,,,Tunavallen,
6,05/17/2021,Västerås SK FK,IFK Värnamo,,,Iver Arena,
6,05/18/2021,Landskrona BoIS,Falkenbergs FF,,,Landskrona IP A-plan,
