round,date,home_team,away_team,home_score,away_score,stadium,stage
1,04/10/2021,Malmö FF,Hammarby,,,Eleda Stadion,
1,04/10/2021,Örebro,IFK Göteborg,,,Behrn Arena,
1,04/11/2021,Mjällby AIF,Varbergs BoIS FC,,,Strandvallen A-plan,
1,04/11/2021,Halmstad,BK Häcken,,,Örjans Vall,
1,04/11/2021,IFK Norrköping FK,IK Sirius FK,,,Platinum Car Arena,
1,04/11/2021,IF Elfsborg,Djurgården,,,Borås Arena,
1,04/12/2021,AIK,Degerfors IF,,,"Nationalarenan, Friends Arena",
1,04/12/2021,Kalmar FF,Östersund,,,Guldfågeln Arena,
2,04/17/2021,Hammarby,Mjällby AIF,,,Tele2 Arena,
2,04/18/2021,Degerfors IF,Kalmar FF,,,Stora Valla,
2,04/18/2021,Östersund,Örebro,,,Jämtkraft Arena,
2,04/18/2021,BK Häcken,Malmö FF,,,Bravida Arena,
2,04/18/2021,Djurgården,IFK Norrköping FK,,,Tele2 Arena,
2,04/18/2021,IK Sirius FK,Halmstad,,,Studenternas,
2,04/19/2021,Varbergs BoIS FC,IF Elfsborg,,,Varberg Energi Arena,
2,04/19/2021,IFK Göteborg,AIK,,,Gamla Ullevi,
3,04/24/2021,BK Häcken,IK Sirius FK,,,Bravida Arena,
3,04/25/2021,Varbergs BoIS FC,Djurgården,,,Varberg Energi Arena,
3,04/25/2021,IFK Norrköping FK,Halmstad,,,Platinum Car Arena,
3,04/25/2021,Kalmar FF,Örebro,,,Guldfågeln Arena,
3,04/25/2021,AIK,Hammarby,,,"Nationalarenan, Friends Arena",
3,04/25/2021,Malmö FF,Östersund,,,Eleda Stadion,
3,04/26/2021,IFK Göteborg,Degerfors IF,,,Gamla Ullevi,
3,04/26/2021,IF Elfsborg,Mjällby AIF,,,Borås Arena,
4,05/01/2021,IK Sirius FK,Kalmar FF,,,Studenternas,
4,05/02/2021,Östersund,Varbergs BoIS FC,,,Jämtkraft Arena,
4,05/02/2021,Örebro,IFK Norrköping FK,,,Behrn Arena,
4,05/02/2021,Halmstad,IFK Göteborg,,,Örjans Vall,
4,05/02/2021,AIK,IF Elfsborg,,,"Nationalarenan, Friends Arena",
4,05/02/2021,Hammarby,BK Häcken,,,Tele2 Arena,
4,05/03/2021,Mjällby AIF,Degerfors IF,,,Strandvallen A-plan,
4,05/03/2021,Djurgården,Malmö FF,,,Tele2 Arena,
5,05/08/2021,IFK Göteborg,BK Häcken,,,Gamla Ullevi,
5,05/08/2021,Hammarby,IK Sirius FK,,,Tele2 Arena,
5,05/08/2021,IF Elfsborg,Kalmar FF,,,Borås Arena,
5,05/08/2021,Örebro,Halmstad,,,Behrn Arena,
5,05/09/2021,Degerfors IF,Djurgården,,,Stora Valla,
5,05/09/2021,Mjällby AIF,Östersund,,,Strandvallen A-plan,
5,05/09/2021,Malmö FF,Varbergs BoIS FC,,,Eleda Stadion,
5,05/10/2021,IFK Norrköping FK,AIK,,,Platinum Car Arena,
6,05/12/2021,Varbergs BoIS FC,Hammarby,,,Varberg Energi Arena,
6,05/12/2021,Djurgården,Östersund,,,Tele2 Arena,
6,05/12/2021,IK Sirius FK,IF Elfsborg,,,Studenternas,
6,05/12/2021,BK Häcken,Örebro,,,Bravida Arena,
6,05/12/2021,Kalmar FF,IFK Göteborg,,,Guldfågeln Arena,
6,05/13/2021,Halmstad,Mjällby AIF,,,Örjans Vall,
6,05/13/2021,IFK Norrköping FK,Degerfors IF,,,Platinum Car Arena,
6,05/13/2021,AIK,Malmö FF,,,"Nationalarenan, Friends Arena",
7,05/16/2021,Hammarby,Djurgården,,,Tele2 Arena,
7,05/16/2021,Degerfors IF,Örebro,,,Stora Valla,
7,05/16/2021,IF Elfsborg,Halmstad,,,Borås Arena,
7,05/17/2021,Mjällby AIF,BK Häcken,,,Strandvallen A-plan,
7,05/17/2021,Varbergs BoIS FC,IFK Norrköping FK,,,Varberg Energi Arena,
7,05/17/2021,IFK Göteborg,IK Sirius FK,,,Gamla Ullevi,
7,05/17/2021,Östersund,AIK,,,Jämtkraft Arena,
7,05/17/2021,Malmö FF,Kalmar FF,,,Eleda Stadion,
8,05/22/2021,AIK,Mjällby AIF,,,"Nationalarenan, Friends Arena",
8,05/22/2021,Östersund,IK Sirius FK,,,Jämtkraft Arena,
8,05/23/2021,Halmstad,Degerfors IF,,,Örjans Vall,
8,05/23/2021,Kalmar FF,Hammarby,,,Guldfågeln Arena,
8,05/23/2021,Djurgården,IFK Göteborg,,,Tele2 Arena,
8,05/23/2021,BK Häcken,Varbergs BoIS FC,,,Bravida Arena,
8,05/24/2021,IF Elfsborg,IFK Norrköping FK,,,Borås Arena,
8,05/24/2021,Örebro,Malmö FF,,,Behrn Arena,
9,07/04/2021,IFK Göteborg,IF Elfsborg,,,Gamla Ullevi,
9,07/04/2021,Djurgården,Örebro,,,Tele2 Arena,
9,07/04/2021,IFK Norrköping FK,Malmö FF,,,Platinum Car Arena,
9,07/04/2021,IK Sirius FK,Mjällby AIF,,,Studenternas,
9,07/04/2021,Hammarby,Halmstad,,,Tele2 Arena,
9,07/04/2021,BK Häcken,AIK,,,Bravida Arena,
9,07/04/2021,Varbergs BoIS FC,Kalmar FF,,,Varberg Energi Arena,
9,07/04/2021,Degerfors IF,Östersund,,,Stora Valla,
10,07/11/2021,Östersund,IFK Göteborg,,,Jämtkraft Arena,
10,07/11/2021,Kalmar FF,BK Häcken,,,Guldfågeln Arena,
10,07/11/2021,Mjällby AIF,IFK Norrköping FK,,,Strandvallen A-plan,
10,07/11/2021,Halmstad,Djurgården,,,Örjans Vall,
10,07/11/2021,AIK,Varbergs BoIS FC,,,"Nationalarenan, Friends Arena",
10,07/11/2021,IF Elfsborg,Örebro,,,Borås Arena,
10,07/11/2021,Hammarby,Degerfors IF,,,Tele2 Arena,
10,07/11/2021,Malmö FF,IK Sirius FK,,,Eleda Stadion,
11,07/18/2021,IFK Göteborg,Mjällby AIF,,,Gamla Ullevi,
11,07/18/2021,AIK,Kalmar FF,,,"Nationalarenan, Friends Arena",
11,07/18/2021,IFK Norrköping FK,BK Häcken,,,Platinum Car Arena,
11,07/18/2021,Halmstad,Varbergs BoIS FC,,,Örjans Vall,
11,07/18/2021,IF Elfsborg,Östersund,,,Borås Arena,
11,07/18/2021,Degerfors IF,Malmö FF,,,Stora Valla,
11,07/18/2021,Djurgården,IK Sirius FK,,,Tele2 Arena,
11,07/18/2021,Örebro,Hammarby,,,Behrn Arena,
12,07/25/2021,Varbergs BoIS FC,IFK Göteborg,,,Varberg Energi Arena,
12,07/25/2021,IK Sirius FK,Degerfors IF,,,Studenternas,
12,07/25/2021,Hammarby,IFK Norrköping FK,,,Tele2 Arena,
12,07/25/2021,Kalmar FF,Djurgården,,,Guldfågeln Arena,
12,07/25/2021,Östersund,Halmstad,,,Jämtkraft Arena,
12,07/25/2021,Mjällby AIF,Malmö FF,,,Strandvallen A-plan,
12,07/25/2021,BK Häcken,IF Elfsborg,,,Bravida Arena,
12,07/25/2021,Örebro,AIK,,,Behrn Arena,
13,05/20/2021,Malmö FF,IF Elfsborg,,,Eleda Stadion,
13,08/01/2021,Degerfors IF,Varbergs BoIS FC,,,Stora Valla,
13,08/01/2021,IK Sirius FK,Örebro,,,Studenternas,
13,08/01/2021,IFK Göteborg,IFK Norrköping FK,,,Gamla Ullevi,
13,08/01/2021,Östersund,Hammarby,,,Jämtkraft Arena,
13,08/01/2021,Djurgården,BK Häcken,,,Tele2 Arena,
13,08/01/2021,Kalmar FF,Mjällby AIF,,,Guldfågeln Arena,
13,08/01/2021,AIK,Halmstad,,,"Nationalarenan, Friends Arena",
14,08/08/2021,Varbergs BoIS FC,IK Sirius FK,,,Varberg Energi Arena,
14,08/08/2021,IFK Göteborg,Hammarby,,,Gamla Ullevi,
14,08/08/2021,Örebro,Mjällby AIF,,,Behrn Arena,
14,08/08/2021,IFK Norrköping FK,Kalmar FF,,,Platinum Car Arena,
14,08/08/2021,IF Elfsborg,Degerfors IF,,,Borås Arena,
14,08/08/2021,BK Häcken,Östersund,,,Bravida Arena,
14,08/08/2021,Halmstad,Malmö FF,,,Örjans Vall,
14,08/08/2021,Djurgården,AIK,,,Tele2 Arena,
15,08/15/2021,Degerfors IF,BK Häcken,,,Stora Valla,
15,08/15/2021,Hammarby,IF Elfsborg,,,Tele2 Arena,
15,08/15/2021,IK Sirius FK,AIK,,,Studenternas,
15,08/15/2021,Östersund,IFK Norrköping FK,,,Jämtkraft Arena,
15,08/15/2021,Mjällby AIF,Djurgården,,,Strandvallen A-plan,
15,08/15/2021,Varbergs BoIS FC,Örebro,,,Varberg Energi Arena,
15,08/15/2021,Kalmar FF,Halmstad,,,Guldfågeln Arena,
15,08/15/2021,Malmö FF,IFK Göteborg,,,Eleda Stadion,
16,08/22/2021,Halmstad,IFK Norrköping FK,,,Örjans Vall,
