round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/24/2002,AC Sparta Praha,FK Teplice,1,0,Generali Česká pojišťovna Arena,
1,07/27/2002,SK Sigma Olomouc,FC Slovan Liberec,0,0,Andrův stadión,
1,07/28/2002,FK Chmel Blšany,FK Viktoria Žižkov,1,1,Stadion FK Chmel Blšany,
1,07/28/2002,FC Tescoma Zlín,FC Baník Ostrava,1,1,Letná,
1,07/28/2002,FC Marila Příbram,1. FC Brno,0,0,Stadion Na Litavce,
1,07/28/2002,FC Bohemians Praha,SK České Budějovice,2,3,Ďolíček,
1,07/29/2002,SK Hradec Králové,SK Slavia Praha,1,1,Všesportovní stadion,
1,07/31/2002,FK Jablonec 97,1. FC Synot,2,1,Střelnice,
2,08/03/2002,SK České Budějovice,AC Sparta Praha,1,3,Střelecký ostrov,
2,08/03/2002,FK Viktoria Žižkov,FC Tescoma Zlín,1,0,Stadion Viktoria Žižkov,
2,08/04/2002,FK Jablonec 97,FC Marila Příbram,1,0,Střelnice,
2,08/04/2002,FK Chmel Blšany,SK Hradec Králové,1,0,Stadion FK Chmel Blšany,
2,08/04/2002,1. FC Synot,SK Sigma Olomouc,1,1,Městský fotbalový stadion Miroslava Valenty,
2,08/04/2002,1. FC Brno,FC Slovan Liberec,0,1,Městský fotbalový stadión,
2,08/04/2002,FC Baník Ostrava,FK Teplice,5,1,Bazaly,
2,08/05/2002,SK Slavia Praha,FC Bohemians Praha,4,1,Stadion Evžena Rošického,
3,08/10/2002,AC Sparta Praha,FC Baník Ostrava,3,0,Generali Česká pojišťovna Arena,
3,08/10/2002,FC Slovan Liberec,1. FC Synot,2,0,Stadión U Nisy,
3,08/11/2002,SK Hradec Králové,FK Viktoria Žižkov,2,3,Všesportovní stadion,
3,08/11/2002,FC Tescoma Zlín,FK Jablonec 97,1,1,Letná,
3,08/11/2002,SK Sigma Olomouc,FK Chmel Blšany,1,0,Andrův stadión,
3,08/11/2002,FC Bohemians Praha,1. FC Brno,2,3,Ďolíček,
3,08/12/2002,FK Teplice,SK České Budějovice,2,1,Na Stínadlech,
3,08/28/2002,FC Marila Příbram,SK Slavia Praha,2,1,Stadion Na Litavce,
4,08/23/2002,AC Sparta Praha,1. FC Synot,3,0,Generali Česká pojišťovna Arena,
4,08/24/2002,FC Bohemians Praha,FC Slovan Liberec,0,1,Ďolíček,
4,08/24/2002,FK Teplice,SK Slavia Praha,1,3,Na Stínadlech,
4,08/25/2002,FK Jablonec 97,FK Viktoria Žižkov,2,1,Střelnice,
4,08/25/2002,FC Tescoma Zlín,SK Hradec Králové,1,1,Letná,
4,08/25/2002,FC Marila Příbram,FK Chmel Blšany,1,2,Stadion Na Litavce,
4,08/25/2002,SK Sigma Olomouc,1. FC Brno,1,2,Andrův stadión,
4,08/26/2002,SK České Budějovice,FC Baník Ostrava,2,1,Střelecký ostrov,
5,08/31/2002,1. FC Brno,AC Sparta Praha,1,2,Městský fotbalový stadión,
5,08/31/2002,FK Viktoria Žižkov,SK Sigma Olomouc,2,2,Stadion Viktoria Žižkov,
5,09/01/2002,FK Chmel Blšany,FK Jablonec 97,0,0,Stadion FK Chmel Blšany,
5,09/01/2002,SK Hradec Králové,FC Bohemians Praha,1,1,Všesportovní stadion,
5,09/01/2002,1. FC Synot,SK České Budějovice,2,0,Městský fotbalový stadion Miroslava Valenty,
5,09/01/2002,FC Baník Ostrava,FC Marila Příbram,1,0,Bazaly,
5,09/01/2002,SK Slavia Praha,FC Tescoma Zlín,5,1,Stadion Evžena Rošického,
