round,date,home_team,away_team,home_score,away_score,stadium,stage
1,08/05/2005,SK Slavia Praha,FC Vysočina Jihlava,1,1,Stadion Evžena Rošického,
1,08/06/2005,FC Viktoria Plzeň,AC Sparta Praha,1,2,Doosan Aréna,
1,08/06/2005,FC Tescoma Zlín,FK Chmel Blšany,0,1,Letná,
1,08/07/2005,FK Jablonec 97,1.FC Slovácko,2,1,Střelnice,
1,08/07/2005,FC Marila Příbram,1. FC Brno,2,1,Stadion Na Litavce,
1,08/07/2005,FK Mladá Boleslav,FC Slovan Liberec,2,4,Městský stadion Mladá Boleslav,
1,08/07/2005,FK SIAD Most,FK Teplice,2,1,Stadion Josefa Masopusta,
1,08/08/2005,SK Sigma Olomouc,FC Baník Ostrava,1,0,Andrův stadión,
2,08/13/2005,AC Sparta Praha,FK SIAD Most,2,1,Generali Česká pojišťovna Arena,
2,08/13/2005,FC Baník Ostrava,FC Tescoma Zlín,4,1,Bazaly,
2,08/14/2005,FK Jablonec 97,SK Sigma Olomouc,1,2,Střelnice,
2,08/14/2005,FC Vysočina Jihlava,FC Marila Příbram,2,3,Stadion v Jiráskově ulici,
2,08/14/2005,FK Chmel Blšany,FC Viktoria Plzeň,0,3,Stadion FK Chmel Blšany,
2,08/14/2005,FK Teplice,SK Slavia Praha,1,0,Na Stínadlech,
2,08/15/2005,1. FC Brno,FC Slovan Liberec,0,1,Městský fotbalový stadión,
2,09/01/2005,1.FC Slovácko,FK Mladá Boleslav,1,1,Městský fotbalový stadion Miroslava Valenty,
3,08/20/2005,SK Slavia Praha,FK Jablonec 97,3,2,Stadion Evžena Rošického,
3,08/20/2005,FC Slovan Liberec,AC Sparta Praha,2,0,Stadión U Nisy,
3,08/21/2005,FC Viktoria Plzeň,SK Sigma Olomouc,1,0,Doosan Aréna,
3,08/21/2005,FC Marila Příbram,FK Teplice,1,1,Stadion Na Litavce,
3,08/21/2005,FK Mladá Boleslav,FK Chmel Blšany,4,1,Městský stadion Mladá Boleslav,
3,08/21/2005,1. FC Brno,FC Vysočina Jihlava,1,2,Městský fotbalový stadión,
3,08/22/2005,FC Tescoma Zlín,1.FC Slovácko,3,1,Letná,
3,08/22/2005,FK SIAD Most,FC Baník Ostrava,4,0,Stadion Josefa Masopusta,
4,08/27/2005,SK Sigma Olomouc,SK Slavia Praha,4,3,Andrův stadión,
4,08/27/2005,1.FC Slovácko,FK SIAD Most,2,1,Městský fotbalový stadion Miroslava Valenty,
4,08/27/2005,FC Baník Ostrava,FK Mladá Boleslav,1,3,Bazaly,
4,08/28/2005,FK Jablonec 97,FC Viktoria Plzeň,3,1,Střelnice,
