round,date,home_team,away_team,home_score,away_score,stadium,stage
1,08/09/1975 15:30,Hannover 96,Borussia Mönchengladbach,3,3,Niedersachsenstadion,
1,08/09/1975 15:30,Bayern München,Eintracht Braunschweig,1,1,Olympiastadion,
1,08/09/1975 15:30,1. FC Kaiserslautern,Kickers Offenbach,2,2,Betzenbergstadion,
1,08/09/1975 15:30,Hamburger SV,FC Schalke 04,4,1,Volksparkstadion,
1,08/09/1975 15:30,VfL Bochum,SV Werder Bremen,0,3,Stadion an der Castroper Straße,
1,08/09/1975 15:30,MSV Duisburg,Fortuna Düsseldorf,2,2,Wedaustadion,
1,08/09/1975 15:30,Rot-Weiss Essen,FC Bayer 05 Uerdingen,2,1,Georg-Melches-Stadion,
1,08/09/1975 15:30,Hertha BSC,1. FC Köln,2,1,Olympiastadion,
1,08/09/1975 15:30,Eintracht Frankfurt,Karlsruher SC,0,2,Waldstadion,
2,08/15/1975 20:00,SV Werder Bremen,Eintracht Frankfurt,1,2,Weserstadion,
2,08/15/1975 20:00,Kickers Offenbach,Hamburger SV,3,2,Bieberer Berg,
2,08/16/1975 15:30,Eintracht Braunschweig,Hertha BSC,5,2,Eintracht-Stadion,
2,08/16/1975 15:30,Borussia Mönchengladbach,1. FC Kaiserslautern,3,0,Bökelbergstadion,
2,08/16/1975 15:30,FC Schalke 04,MSV Duisburg,5,1,Parkstadion,
2,08/16/1975 15:30,FC Bayer 05 Uerdingen,VfL Bochum,0,0,Grotenburg-Kampfbahn,
2,08/16/1975 15:30,Fortuna Düsseldorf,Rot-Weiss Essen,5,2,Paul-Janes-Stadion,
2,08/16/1975 15:30,1. FC Köln,Hannover 96,2,1,Radstadion Köln,
2,08/16/1975 15:30,Karlsruher SC,Bayern München,1,2,Wildparkstadion,
3,08/22/1975 20:00,1. FC Kaiserslautern,Hannover 96,2,2,Betzenbergstadion,
3,08/22/1975 20:00,Bayern München,SV Werder Bremen,4,0,Olympiastadion,
3,08/23/1975 15:30,Hamburger SV,Borussia Mönchengladbach,0,0,Volksparkstadion,
3,08/23/1975 15:30,Hertha BSC,Karlsruher SC,1,1,Olympiastadion,
3,08/23/1975 15:30,MSV Duisburg,Kickers Offenbach,6,2,Wedaustadion,
3,08/23/1975 15:30,Eintracht Frankfurt,FC Bayer 05 Uerdingen,3,1,Waldstadion,
3,08/23/1975 15:30,Rot-Weiss Essen,FC Schalke 04,0,0,Georg-Melches-Stadion,
3,08/23/1975 15:30,VfL Bochum,Fortuna Düsseldorf,0,1,Stadion an der Castroper Straße,
3,08/23/1975 15:30,Eintracht Braunschweig,1. FC Köln,0,0,Eintracht-Stadion,
4,08/26/1975 20:00,Borussia Mönchengladbach,MSV Duisburg,3,0,Bökelbergstadion,
4,08/27/1975 20:00,SV Werder Bremen,Hertha BSC,3,2,Weserstadion,
4,08/27/1975 20:00,Kickers Offenbach,Rot-Weiss Essen,0,4,Bieberer Berg,
4,08/27/1975 20:00,Fortuna Düsseldorf,Eintracht Frankfurt,1,1,Paul-Janes-Stadion,
4,08/27/1975 20:00,FC Schalke 04,VfL Bochum,1,1,Parkstadion,
4,08/27/1975 20:00,FC Bayer 05 Uerdingen,Bayern München,2,1,Grotenburg-Kampfbahn,
4,08/27/1975 20:00,Hannover 96,Hamburger SV,1,0,Niedersachsenstadion,
4,08/27/1975 20:00,Karlsruher SC,Eintracht Braunschweig,0,2,Wildparkstadion,
4,08/27/1975 20:00,1. FC Köln,1. FC Kaiserslautern,1,1,Radstadion Köln,
5,08/30/1975 15:30,Rot-Weiss Essen,Borussia Mönchengladbach,1,3,Georg-Melches-Stadion,
5,08/30/1975 15:30,Hertha BSC,FC Bayer 05 Uerdingen,5,0,Olympiastadion,
5,08/30/1975 15:30,VfL Bochum,Kickers Offenbach,5,1,Stadion an der Castroper Straße,
5,08/30/1975 15:30,Eintracht Frankfurt,FC Schalke 04,2,1,Waldstadion,
5,08/30/1975 15:30,Bayern München,Fortuna Düsseldorf,5,0,Olympiastadion,
5,08/30/1975 15:30,MSV Duisburg,Hannover 96,4,3,Wedaustadion,
5,08/30/1975 15:30,Eintracht Braunschweig,SV Werder Bremen,3,2,Eintracht-Stadion,
5,08/30/1975 15:30,Hamburger SV,1. FC Kaiserslautern,2,0,Volksparkstadion,
5,08/30/1975 15:30,Karlsruher SC,1. FC Köln,3,1,Wildparkstadion,
6,09/06/1975 15:30,Borussia Mönchengladbach,VfL Bochum,1,1,Bökelbergstadion,
6,09/06/1975 15:30,1. FC Köln,Hamburger SV,1,1,Radstadion Köln,
6,09/06/1975 15:30,Fortuna Düsseldorf,Hertha BSC,2,1,Paul-Janes-Stadion,
6,09/06/1975 15:30,SV Werder Bremen,Karlsruher SC,1,0,Weserstadion,
6,09/06/1975 15:30,Hannover 96,Rot-Weiss Essen,0,0,Niedersachsenstadion,
6,09/06/1975 15:30,FC Bayer 05 Uerdingen,Eintracht Braunschweig,0,0,Grotenburg-Kampfbahn,
6,09/06/1975 15:30,1. FC Kaiserslautern,MSV Duisburg,3,0,Betzenbergstadion,
6,09/06/1975 15:30,Kickers Offenbach,Eintracht Frankfurt,2,1,Bieberer Berg,
6,09/06/1975 15:30,FC Schalke 04,Bayern München,2,2,Parkstadion,
7,09/12/1975 20:00,MSV Duisburg,Hamburger SV,1,1,Wedaustadion,
7,09/13/1975 15:30,Hertha BSC,FC Schalke 04,2,1,Olympiastadion,
7,09/13/1975 15:30,Bayern München,Kickers Offenbach,3,1,Olympiastadion,
7,09/13/1975 15:30,VfL Bochum,Hannover 96,2,0,Stadion an der Castroper Straße,
7,09/13/1975 15:30,Eintracht Frankfurt,Borussia Mönchengladbach,1,1,Waldstadion,
7,09/13/1975 15:30,Rot-Weiss Essen,1. FC Kaiserslautern,5,1,Georg-Melches-Stadion,
7,09/13/1975 15:30,Karlsruher SC,FC Bayer 05 Uerdingen,1,0,Wildparkstadion,
7,09/13/1975 15:30,Eintracht Braunschweig,Fortuna Düsseldorf,3,1,Eintracht-Stadion,
7,09/13/1975 15:30,SV Werder Bremen,1. FC Köln,3,2,Weserstadion,
8,09/19/1975 20:00,1. FC Kaiserslautern,VfL Bochum,2,1,Betzenbergstadion,
8,09/20/1975 15:30,Kickers Offenbach,Hertha BSC,2,1,Bieberer Berg,
8,09/20/1975 15:30,Hannover 96,Eintracht Frankfurt,3,2,Niedersachsenstadion,
8,09/20/1975 15:30,FC Schalke 04,Eintracht Braunschweig,5,1,Parkstadion,
8,09/20/1975 15:30,Borussia Mönchengladbach,Bayern München,4,1,Bökelbergstadion,
8,09/20/1975 15:30,Fortuna Düsseldorf,Karlsruher SC,0,2,Paul-Janes-Stadion,
8,09/20/1975 15:30,Hamburger SV,Rot-Weiss Essen,4,1,Volksparkstadion,
8,09/20/1975 15:30,FC Bayer 05 Uerdingen,SV Werder Bremen,2,1,Grotenburg-Kampfbahn,
8,09/20/1975 15:30,1. FC Köln,MSV Duisburg,3,2,Radstadion Köln,
9,09/27/1975 15:30,Eintracht Braunschweig,Kickers Offenbach,5,1,Eintracht-Stadion,
9,09/27/1975 15:30,FC Bayer 05 Uerdingen,1. FC Köln,1,1,Grotenburg-Kampfbahn,
9,09/27/1975 15:30,Bayern München,Hannover 96,3,1,Olympiastadion,
9,09/27/1975 15:30,Karlsruher SC,FC Schalke 04,2,2,Wildparkstadion,
9,09/27/1975 15:30,SV Werder Bremen,Fortuna Düsseldorf,3,0,Weserstadion,
9,09/27/1975 15:30,Rot-Weiss Essen,MSV Duisburg,5,2,Georg-Melches-Stadion,
9,09/27/1975 15:30,Eintracht Frankfurt,1. FC Kaiserslautern,1,1,Waldstadion,
9,09/27/1975 15:30,VfL Bochum,Hamburger SV,0,3,Stadion an der Castroper Straße,
9,09/27/1975 19:30,Hertha BSC,Borussia Mönchengladbach,3,0,Olympiastadion,
10,10/04/1975 15:30,Borussia Mönchengladbach,Eintracht Braunschweig,0,0,Bökelbergstadion,
10,10/04/1975 15:30,Hannover 96,Hertha BSC,2,6,Niedersachsenstadion,
10,10/04/1975 15:30,Kickers Offenbach,Karlsruher SC,0,0,Bieberer Berg,
10,10/04/1975 15:30,Hamburger SV,Eintracht Frankfurt,4,2,Volksparkstadion,
10,10/04/1975 15:30,FC Schalke 04,SV Werder Bremen,4,2,Parkstadion,
10,10/04/1975 15:30,MSV Duisburg,VfL Bochum,1,1,Wedaustadion,
10,10/04/1975 15:30,Fortuna Düsseldorf,FC Bayer 05 Uerdingen,2,0,Rheinstadion,
10,10/04/1975 15:30,1. FC Köln,Rot-Weiss Essen,3,0,Radstadion Köln,
10,10/04/1975 15:30,1. FC Kaiserslautern,Bayern München,2,1,Betzenbergstadion,
11,10/24/1975 20:00,VfL Bochum,Rot-Weiss Essen,2,1,Stadion an der Castroper Straße,
11,10/25/1975 14:30,FC Bayer 05 Uerdingen,FC Schalke 04,3,2,Grotenburg-Kampfbahn,
11,10/25/1975 15:30,Bayern München,Hamburger SV,1,0,Olympiastadion,
11,10/25/1975 15:30,Eintracht Braunschweig,Hannover 96,3,2,Eintracht-Stadion,
11,10/25/1975 15:30,SV Werder Bremen,Kickers Offenbach,3,1,Weserstadion,
11,10/25/1975 15:30,Fortuna Düsseldorf,1. FC Köln,0,0,Rheinstadion,
11,10/25/1975 15:30,Hertha BSC,1. FC Kaiserslautern,3,0,Olympiastadion,
11,10/25/1975 15:30,Eintracht Frankfurt,MSV Duisburg,1,1,Waldstadion,
11,10/26/1975 15:30,Karlsruher SC,Borussia Mönchengladbach,2,4,Wildparkstadion,
12,10/31/1975 20:00,MSV Duisburg,Bayern München,1,1,Wedaustadion,
12,10/31/1975 20:00,Borussia Mönchengladbach,SV Werder Bremen,3,0,Bökelbergstadion,
12,10/31/1975 20:00,Rot-Weiss Essen,Eintracht Frankfurt,4,3,Georg-Melches-Stadion,
12,10/31/1975 20:00,FC Schalke 04,Fortuna Düsseldorf,2,0,Parkstadion,
12,10/31/1975 20:00,1. FC Köln,VfL Bochum,1,0,Radstadion Köln,
12,11/01/1975 15:30,Kickers Offenbach,FC Bayer 05 Uerdingen,2,3,Bieberer Berg,
12,11/01/1975 15:30,Hamburger SV,Hertha BSC,2,1,Volksparkstadion,
12,11/01/1975 15:30,Hannover 96,Karlsruher SC,2,0,Niedersachsenstadion,
