round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/28/2000,FK Teplice,SK Sigma Olomouc,0,0,Na Stínadlech,
1,07/29/2000,1. FC Synot,SK Slavia Praha,1,1,Městský fotbalový stadion Miroslava Valenty,
1,07/30/2000,FK Drnovice,FK Chmel Blšany,1,3,Sportovní areál Drnovice,
1,07/30/2000,FC Viktoria Plzeň,SK České Budějovice,2,2,Doosan Aréna,
1,07/30/2000,CU Bohemians Praha,FK Jablonec 97,1,1,Ďolíček,
1,07/30/2000,FC Slovan Liberec,FK Viktoria Žižkov,4,2,Stadión U Nisy,
1,07/30/2000,FC Baník Ostrava,FC Stavo Artikel Brno,2,1,Bazaly,
1,07/30/2000,AC Sparta Praha,FC Marila Příbram,3,0,Generali Česká pojišťovna Arena,
2,08/04/2000,FC Stavo Artikel Brno,AC Sparta Praha,1,2,Za Lužánkami,
2,08/05/2000,FK Chmel Blšany,SK Sigma Olomouc,0,0,Stadion FK Chmel Blšany,
2,08/05/2000,FK Viktoria Žižkov,FC Baník Ostrava,1,2,Stadion Viktoria Žižkov,
2,08/05/2000,FK Drnovice,1. FC Synot,0,2,Sportovní areál Drnovice,
2,08/06/2000,FC Marila Příbram,FK Teplice,0,1,Stadion Na Litavce,
2,08/06/2000,FK Jablonec 97,FC Slovan Liberec,1,3,Střelnice,
2,08/06/2000,SK České Budějovice,CU Bohemians Praha,0,1,Střelecký ostrov,
2,08/06/2000,SK Slavia Praha,FC Viktoria Plzeň,2,1,Stadion Evžena Rošického,
3,08/11/2000,FC Slovan Liberec,SK České Budějovice,2,0,Stadión U Nisy,
3,08/12/2000,1. FC Synot,FK Chmel Blšany,1,0,Městský fotbalový stadion Miroslava Valenty,
3,08/12/2000,FC Baník Ostrava,FK Jablonec 97,1,1,Bazaly,
3,08/12/2000,AC Sparta Praha,FK Viktoria Žižkov,1,0,Generali Česká pojišťovna Arena,
3,08/12/2000,FK Teplice,FC Stavo Artikel Brno,1,1,Na Stínadlech,
3,08/12/2000,SK Sigma Olomouc,FC Marila Příbram,3,2,Andrův stadión,
3,08/13/2000,FC Viktoria Plzeň,FK Drnovice,2,1,Doosan Aréna,
3,08/13/2000,CU Bohemians Praha,SK Slavia Praha,1,1,Ďolíček,
4,08/18/2000,FC Stavo Artikel Brno,SK Sigma Olomouc,0,2,Za Lužánkami,
4,08/18/2000,SK Slavia Praha,FC Slovan Liberec,1,0,Stadion Evžena Rošického,
4,08/18/2000,1. FC Synot,FC Viktoria Plzeň,5,0,Městský fotbalový stadion Miroslava Valenty,
4,08/19/2000,FK Viktoria Žižkov,FK Teplice,2,1,Stadion Viktoria Žižkov,
4,08/19/2000,FK Jablonec 97,AC Sparta Praha,0,3,Střelnice,
4,08/20/2000,FK Chmel Blšany,FC Marila Příbram,1,1,Stadion FK Chmel Blšany,
4,08/20/2000,SK České Budějovice,FC Baník Ostrava,1,0,Střelecký ostrov,
4,08/20/2000,FK Drnovice,CU Bohemians Praha,2,1,Sportovní areál Drnovice,
5,08/25/2000,FC Baník Ostrava,SK Slavia Praha,1,3,Bazaly,
5,08/27/2000,FC Viktoria Plzeň,FK Chmel Blšany,1,1,Doosan Aréna,
5,08/27/2000,CU Bohemians Praha,1. FC Synot,1,1,Ďolíček,
5,08/27/2000,AC Sparta Praha,SK České Budějovice,5,1,Generali Česká pojišťovna Arena,
5,08/27/2000,FK Teplice,FK Jablonec 97,2,1,Na Stínadlech,
5,08/27/2000,SK Sigma Olomouc,FK Viktoria Žižkov,4,1,Andrův stadión,
5,08/27/2000,FC Marila Příbram,FC Stavo Artikel Brno,3,0,Stadion Na Litavce,
5,08/28/2000,FC Slovan Liberec,FK Drnovice,2,0,Stadión U Nisy,
6,09/08/2000,FK Drnovice,FC Baník Ostrava,3,0,Sportovní areál Drnovice,
6,09/08/2000,1. FC Synot,FC Slovan Liberec,2,2,Městský fotbalový stadion Miroslava Valenty,
6,09/09/2000,FK Viktoria Žižkov,FC Marila Příbram,2,1,Stadion Viktoria Žižkov,
6,09/10/2000,FK Jablonec 97,SK Sigma Olomouc,2,1,Střelnice,
6,09/10/2000,FC Viktoria Plzeň,CU Bohemians Praha,1,1,Doosan Aréna,
6,10/18/2000,SK České Budějovice,FK Teplice,2,2,Střelecký ostrov,
6,12/01/2000,SK Slavia Praha,AC Sparta Praha,1,3,Stadion Evžena Rošického,
6,12/03/2000,FK Chmel Blšany,FC Stavo Artikel Brno,0,1,Stadion FK Chmel Blšany,
7,09/15/2000,CU Bohemians Praha,FK Chmel Blšany,4,0,Ďolíček,
7,09/15/2000,AC Sparta Praha,FK Drnovice,3,0,Generali Česká pojišťovna Arena,
7,09/17/2000,FC Slovan Liberec,FC Viktoria Plzeň,2,0,Stadión U Nisy,
7,09/17/2000,FC Baník Ostrava,1. FC Synot,0,0,Bazaly,
7,09/17/2000,FC Marila Příbram,FK Jablonec 97,1,0,Stadion Na Litavce,
7,11/29/2000,FC Stavo Artikel Brno,FK Viktoria Žižkov,1,2,Za Lužánkami,
7,11/30/2000,SK Sigma Olomouc,SK České Budějovice,2,1,Andrův stadión,
7,03/07/2001,FK Teplice,SK Slavia Praha,2,0,Na Stínadlech,
8,09/22/2000,FK Drnovice,FK Teplice,3,1,Sportovní areál Drnovice,
8,09/24/2000,FK Chmel Blšany,FK Viktoria Žižkov,0,1,Stadion FK Chmel Blšany,
8,09/24/2000,FC Viktoria Plzeň,FC Baník Ostrava,1,1,Doosan Aréna,
8,09/24/2000,CU Bohemians Praha,FC Slovan Liberec,0,0,Ďolíček,
8,11/01/2000,FK Jablonec 97,FC Stavo Artikel Brno,2,1,Střelnice,
8,11/01/2000,SK České Budějovice,FC Marila Příbram,0,0,Střelecký ostrov,
8,11/22/2000,1. FC Synot,AC Sparta Praha,2,1,Městský fotbalový stadion Miroslava Valenty,
8,12/11/2000,SK Slavia Praha,SK Sigma Olomouc,2,2,Stadion Evžena Rošického,
9,09/29/2000,SK Sigma Olomouc,FK Drnovice,2,0,Andrův stadión,
9,09/30/2000,FK Viktoria Žižkov,FK Jablonec 97,2,2,Stadion Viktoria Žižkov,
9,10/01/2000,FC Baník Ostrava,CU Bohemians Praha,1,1,Bazaly,
9,10/01/2000,AC Sparta Praha,FC Viktoria Plzeň,5,1,Generali Česká pojišťovna Arena,
9,10/01/2000,FK Teplice,1. FC Synot,2,1,Na Stínadlech,
9,10/01/2000,FC Marila Příbram,SK Slavia Praha,2,1,Stadion Na Litavce,
9,10/01/2000,FC Stavo Artikel Brno,SK České Budějovice,3,0,Za Lužánkami,
9,10/02/2000,FC Slovan Liberec,FK Chmel Blšany,2,0,Stadión U Nisy,
10,10/13/2000,SK České Budějovice,FK Viktoria Žižkov,2,2,Střelecký ostrov,
10,10/14/2000,SK Slavia Praha,FC Stavo Artikel Brno,2,1,Stadion Evžena Rošického,
10,10/14/2000,CU Bohemians Praha,AC Sparta Praha,4,2,Ďolíček,
10,10/15/2000,FK Chmel Blšany,FK Jablonec 97,4,0,Stadion FK Chmel Blšany,
10,10/15/2000,FK Drnovice,FC Marila Příbram,0,1,Sportovní areál Drnovice,
10,10/15/2000,1. FC Synot,SK Sigma Olomouc,3,1,Městský fotbalový stadion Miroslava Valenty,
10,10/15/2000,FC Viktoria Plzeň,FK Teplice,0,2,Doosan Aréna,
10,10/15/2000,FC Slovan Liberec,FC Baník Ostrava,3,0,Stadión U Nisy,
11,10/20/2000,FK Viktoria Žižkov,SK Slavia Praha,1,2,Stadion Viktoria Žižkov,
11,10/21/2000,AC Sparta Praha,FC Slovan Liberec,4,1,Generali Česká pojišťovna Arena,
11,10/22/2000,FC Baník Ostrava,FK Chmel Blšany,1,1,Bazaly,
11,10/22/2000,FK Teplice,CU Bohemians Praha,3,0,Na Stínadlech,
11,10/22/2000,SK Sigma Olomouc,FC Viktoria Plzeň,4,0,Andrův stadión,
11,10/22/2000,FC Marila Příbram,1. FC Synot,4,1,Stadion Na Litavce,
11,10/22/2000,FC Stavo Artikel Brno,FK Drnovice,0,0,Za Lužánkami,
11,10/22/2000,FK Jablonec 97,SK České Budějovice,1,1,Střelnice,
12,10/27/2000,CU Bohemians Praha,SK Sigma Olomouc,2,2,Ďolíček,
12,10/28/2000,FC Baník Ostrava,AC Sparta Praha,1,5,Bazaly,
12,10/29/2000,FK Chmel Blšany,SK České Budějovice,3,1,Stadion FK Chmel Blšany,
12,10/29/2000,SK Slavia Praha,FK Jablonec 97,0,0,Stadion Evžena Rošického,
12,10/29/2000,FK Drnovice,FK Viktoria Žižkov,2,2,Sportovní areál Drnovice,
12,10/29/2000,1. FC Synot,FC Stavo Artikel Brno,2,1,Městský fotbalový stadion Miroslava Valenty,
12,10/29/2000,FC Viktoria Plzeň,FC Marila Příbram,1,1,Doosan Aréna,
12,10/30/2000,FC Slovan Liberec,FK Teplice,0,3,Stadión U Nisy,
