round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/27/2001 18:15,FK Teplice,SK Sigma Olomouc,0,1,Na Stínadlech,
1,07/28/2001 16:30,FK Jablonec 97,SK Hradec Králové,5,1,Střelnice,
1,07/28/2001 16:30,FC Baník Ostrava,FK Viktoria Žižkov,2,1,Bazaly,
1,07/28/2001 16:30,FC Stavo Artikel Brno,FC Marila Příbram,2,1,Městský fotbalový stadión,
1,07/28/2001 19:00,SK Slavia Praha,FK Drnovice,4,3,Stadion Evžena Rošického,
1,07/29/2001,FC Bohemians Praha,Slezský FC Opava,2,0,Ďolíček,
1,07/29/2001,1. FC Synot,FC Slovan Liberec,0,2,Městský fotbalový stadion Miroslava Valenty,
1,07/29/2001,FK Chmel Blšany,AC Sparta Praha,3,0,Stadion FK Chmel Blšany,
2,08/03/2001,FK Jablonec 97,SK Slavia Praha,3,1,Střelnice,
2,08/04/2001,SK Hradec Králové,AC Sparta Praha,0,5,Všesportovní stadion,
2,08/04/2001,FK Viktoria Žižkov,FK Teplice,3,0,Stadion Viktoria Žižkov,
2,08/04/2001,FK Drnovice,FC Baník Ostrava,1,2,Sportovní areál Drnovice,
2,08/05/2001,FC Slovan Liberec,FK Chmel Blšany,2,0,Stadión U Nisy,
2,08/05/2001,Slezský FC Opava,1. FC Synot,1,2,Městský stadion Opava,
2,08/05/2001,FC Marila Příbram,FC Bohemians Praha,1,5,Stadion Na Litavce,
2,08/05/2001,SK Sigma Olomouc,FC Stavo Artikel Brno,0,0,Andrův stadión,
3,08/10/2001,AC Sparta Praha,FC Slovan Liberec,1,2,Generali Česká pojišťovna Arena,
3,08/11/2001,SK Slavia Praha,SK Hradec Králové,4,0,Stadion Evžena Rošického,
3,08/12/2001,FC Baník Ostrava,FK Jablonec 97,3,0,Bazaly,
3,08/12/2001,FK Teplice,FK Drnovice,0,2,Na Stínadlech,
3,08/12/2001,FC Stavo Artikel Brno,FK Viktoria Žižkov,1,3,Městský fotbalový stadión,
3,08/12/2001,FC Bohemians Praha,SK Sigma Olomouc,2,0,Ďolíček,
3,08/12/2001,1. FC Synot,FC Marila Příbram,2,0,Městský fotbalový stadion Miroslava Valenty,
3,08/12/2001,FK Chmel Blšany,Slezský FC Opava,4,2,Stadion FK Chmel Blšany,
4,08/18/2001,FK Viktoria Žižkov,FC Bohemians Praha,2,0,Stadion Viktoria Žižkov,
4,08/18/2001,SK Slavia Praha,FC Baník Ostrava,3,2,Stadion Evžena Rošického,
4,08/19/2001,SK Hradec Králové,FC Slovan Liberec,2,0,Všesportovní stadion,
4,08/19/2001,FC Marila Příbram,FK Chmel Blšany,3,1,Stadion Na Litavce,
4,08/19/2001,SK Sigma Olomouc,1. FC Synot,1,1,Andrův stadión,
4,08/19/2001,FK Drnovice,FC Stavo Artikel Brno,1,0,Sportovní areál Drnovice,
4,08/19/2001,FK Jablonec 97,FK Teplice,0,0,Střelnice,
4,08/20/2001,Slezský FC Opava,AC Sparta Praha,1,2,Městský stadion Opava,
5,08/25/2001,FK Teplice,SK Slavia Praha,1,2,Na Stínadlech,
5,08/25/2001,AC Sparta Praha,FC Marila Příbram,1,0,Generali Česká pojišťovna Arena,
5,08/26/2001,FC Baník Ostrava,SK Hradec Králové,1,0,Bazaly,
5,08/26/2001,FC Stavo Artikel Brno,FK Jablonec 97,2,0,Městský fotbalový stadión,
5,08/26/2001,FC Bohemians Praha,FK Drnovice,1,0,Ďolíček,
