round,date,home_team,away_team,home_score,away_score,stadium,stage
,04/28/2002,AC Allianssi,FC Hämeenlinna,2,1,,Runkosarja
,04/28/2002,FC Haka,HJK,2,1,,Runkosarja
,04/28/2002,FC Inter,FC Lahti,3,0,,Runkosarja
,04/28/2002,FC Jazz,FF Jaro,0,1,,Runkosarja
,04/28/2002,MYPA,KuPS,2,0,,Runkosarja
,04/28/2002,VPS,TamU,1,1,,Runkosarja
,05/01/2002,FC Hämeenlinna,FC Inter,0,0,,Runkosarja
,05/01/2002,FC Lahti,FF Jaro,0,0,,Runkosarja
,05/01/2002,HJK,FC Jazz,1,0,,Runkosarja
,05/01/2002,TamU,AC Allianssi,0,0,,Runkosarja
,05/01/2002,VPS,MYPA,1,1,,Runkosarja
,05/04/2002,KuPS,FC Haka,2,1,,Runkosarja
,05/08/2002,AC Allianssi,KuPS,4,2,,Runkosarja
,05/08/2002,FC Haka,FC Lahti,0,1,,Runkosarja
,05/08/2002,FC Inter,TamU,0,1,,Runkosarja
,05/08/2002,FC Jazz,VPS,2,0,,Runkosarja
,05/08/2002,FF Jaro,FC Hämeenlinna,1,1,,Runkosarja
,05/08/2002,MYPA,HJK,3,0,,Runkosarja
,05/13/2002,AC Allianssi,MYPA,2,3,,Runkosarja
,05/13/2002,FC Hämeenlinna,FC Haka,0,1,,Runkosarja
,05/13/2002,FC Lahti,HJK,0,1,,Runkosarja
,05/13/2002,KuPS,FF Jaro,2,2,,Runkosarja
,05/13/2002,TamU,FC Jazz,0,0,,Runkosarja
,05/13/2002,VPS,FC Inter,2,2,,Runkosarja
,05/16/2002,HJK,FC Hämeenlinna,4,1,,Runkosarja
,05/19/2002,FC Haka,VPS,2,1,,Runkosarja
,05/19/2002,FC Inter,AC Allianssi,1,0,,Runkosarja
,05/19/2002,FF Jaro,TamU,2,0,,Runkosarja
,05/19/2002,MYPA,FC Lahti,3,1,,Runkosarja
,05/20/2002,FC Jazz,KuPS,2,2,,Runkosarja
,05/26/2002,FC Haka,FC Jazz,2,1,,Runkosarja
,05/26/2002,FC Lahti,KuPS,2,1,,Runkosarja
,05/26/2002,MYPA,FC Inter,1,1,,Runkosarja
,05/26/2002,VPS,AC Allianssi,0,1,,Runkosarja
,05/27/2002,FC Hämeenlinna,TamU,1,1,,Runkosarja
,05/27/2002,HJK,FF Jaro,4,2,,Runkosarja
,05/30/2002,AC Allianssi,FC Lahti,2,0,,Runkosarja
,05/30/2002,FC Hämeenlinna,MYPA,0,0,,Runkosarja
,05/30/2002,FC Jazz,FC Inter,0,5,,Runkosarja
,05/30/2002,FF Jaro,FC Haka,0,1,,Runkosarja
,05/30/2002,KuPS,VPS,0,2,,Runkosarja
,05/30/2002,TamU,HJK,1,1,,Runkosarja
,06/02/2002,FC Inter,FF Jaro,3,1,,Runkosarja
,06/02/2002,FC Lahti,TamU,0,2,,Runkosarja
,06/02/2002,MYPA,FC Jazz,1,3,,Runkosarja
,06/02/2002,VPS,FC Hämeenlinna,2,1,,Runkosarja
,06/03/2002,FC Haka,AC Allianssi,4,0,,Runkosarja
,06/06/2002,AC Allianssi,HJK,2,2,,Runkosarja
,06/06/2002,FC Hämeenlinna,FC Jazz,3,0,,Runkosarja
,06/06/2002,FC Lahti,VPS,0,0,,Runkosarja
,06/06/2002,FF Jaro,MYPA,0,3,,Runkosarja
,06/06/2002,KuPS,FC Inter,0,0,,Runkosarja
,06/06/2002,TamU,FC Haka,2,2,,Runkosarja
,06/10/2002,HJK,MYPA,1,1,,Runkosarja
,06/13/2002,AC Allianssi,FF Jaro,1,0,,Runkosarja
,06/13/2002,FC Hämeenlinna,KuPS,2,1,,Runkosarja
,06/13/2002,FC Inter,FC Haka,1,0,,Runkosarja
