round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/14/2017,Wisła Płock,Lechia Gdańsk,0,2,,
1,07/14/2017,Pogoń Szczecin,Wisła Kraków,1,2,,
1,07/15/2017,Cracovia,Piast Gliwice,1,1,,
1,07/15/2017,Górnik Zabrze,Legia Warszawa,3,1,,
1,07/16/2017,Arka Gdynia,Śląsk Wrocław,2,0,,
1,07/16/2017,Bruk-Bet Termalica Nieciecza,Jagiellonia Białystok,0,1,,
1,07/16/2017,Lech Poznań,Sandecja Nowy Sącz,0,0,,
1,07/17/2017,Korona Kielce,KGHM Zagłębie Lubin,0,1,,
2,07/21/2017,Sandecja Nowy Sącz,Arka Gdynia,0,0,,
2,07/21/2017,Wisła Kraków,Bruk-Bet Termalica Nieciecza,1,0,,
2,07/22/2017,Piast Gliwice,Pogoń Szczecin,1,2,,
2,07/22/2017,Lechia Gdańsk,Cracovia,0,1,,
2,07/22/2017,Legia Warszawa,Korona Kielce,1,1,,
2,07/23/2017,Wisła Płock,Lech Poznań,1,0,,
2,07/23/2017,Jagiellonia Białystok,Górnik Zabrze,2,1,,
2,07/24/2017,KGHM Zagłębie Lubin,Śląsk Wrocław,1,0,,
3,07/28/2017,Bruk-Bet Termalica Nieciecza,KGHM Zagłębie Lubin,1,1,,
3,07/28/2017,Śląsk Wrocław,Lechia Gdańsk,3,2,,
3,07/29/2017,Legia Warszawa,Sandecja Nowy Sącz,2,0,,
3,07/29/2017,Górnik Zabrze,Wisła Kraków,3,2,,
3,07/30/2017,Arka Gdynia,Wisła Płock,1,1,,
3,07/30/2017,Pogoń Szczecin,Jagiellonia Białystok,0,1,,
3,07/30/2017,Lech Poznań,Piast Gliwice,5,1,,
3,07/31/2017,Korona Kielce,Cracovia,4,2,,
4,08/04/2017,Piast Gliwice,Śląsk Wrocław,1,1,,
4,08/04/2017,Wisła Płock,Wisła Kraków,0,1,,
4,08/05/2017,Lechia Gdańsk,Górnik Zabrze,1,1,,
4,08/05/2017,KGHM Zagłębie Lubin,Pogoń Szczecin,3,0,,
4,08/05/2017,Bruk-Bet Termalica Nieciecza,Legia Warszawa,1,0,,
4,08/06/2017,Jagiellonia Białystok,Sandecja Nowy Sącz,1,3,,
4,08/06/2017,Cracovia,Lech Poznań,0,2,,
4,08/07/2017,Arka Gdynia,Korona Kielce,0,0,,
5,08/11/2017,Legia Warszawa,Piast Gliwice,3,1,,
5,08/12/2017,Sandecja Nowy Sącz,Wisła Płock,0,1,,
5,08/12/2017,Lech Poznań,KGHM Zagłębie Lubin,1,1,,
5,08/12/2017,Wisła Kraków,Cracovia,2,1,,
5,08/13/2017,Górnik Zabrze,Arka Gdynia,1,1,,
5,08/13/2017,Korona Kielce,Jagiellonia Białystok,2,3,,
5,08/14/2017,Pogoń Szczecin,Lechia Gdańsk,0,0,,
5,08/15/2017,Śląsk Wrocław,Bruk-Bet Termalica Nieciecza,1,1,,
6,08/18/2017,Lechia Gdańsk,Sandecja Nowy Sącz,2,3,,
6,08/18/2017,Cracovia,Górnik Zabrze,3,3,,
6,08/19/2017,Arka Gdynia,Pogoń Szczecin,0,3,,
6,08/19/2017,Piast Gliwice,Korona Kielce,2,0,,
6,08/19/2017,Jagiellonia Białystok,Śląsk Wrocław,1,1,,
6,08/20/2017,Wisła Płock,Legia Warszawa,0,1,,
6,08/20/2017,Bruk-Bet Termalica Nieciecza,Lech Poznań,1,3,,
6,08/21/2017,KGHM Zagłębie Lubin,Wisła Kraków,3,0,,
7,08/25/2017,Górnik Zabrze,Wisła Płock,4,0,,
7,08/25/2017,Śląsk Wrocław,Cracovia,2,1,,
7,08/26/2017,Korona Kielce,Bruk-Bet Termalica Nieciecza,2,1,,
7,08/26/2017,Jagiellonia Białystok,Piast Gliwice,0,1,,
7,08/26/2017,Wisła Kraków,Lechia Gdańsk,1,1,,
7,08/27/2017,Lech Poznań,Arka Gdynia,3,0,,
7,08/27/2017,Sandecja Nowy Sącz,Pogoń Szczecin,2,1,,
7,08/27/2017,Legia Warszawa,KGHM Zagłębie Lubin,2,1,,
8,09/08/2017,KGHM Zagłębie Lubin,Wisła Płock,2,2,,
8,09/08/2017,Arka Gdynia,Wisła Kraków,3,1,,
8,09/09/2017,Korona Kielce,Sandecja Nowy Sącz,1,0,,
8,09/09/2017,Śląsk Wrocław,Legia Warszawa,2,1,,
8,09/09/2017,Cracovia,Jagiellonia Białystok,1,1,,
8,09/10/2017,Bruk-Bet Termalica Nieciecza,Górnik Zabrze,1,2,,
8,09/10/2017,Pogoń Szczecin,Lech Poznań,0,0,,
8,09/11/2017,Piast Gliwice,Lechia Gdańsk,1,2,,
9,09/15/2017,Arka Gdynia,KGHM Zagłębie Lubin,1,1,,
9,09/15/2017,Lech Poznań,Korona Kielce,1,0,,
9,09/16/2017,Wisła Płock,Pogoń Szczecin,3,1,,
9,09/16/2017,Górnik Zabrze,Śląsk Wrocław,2,2,,
9,09/16/2017,Wisła Kraków,Piast Gliwice,2,0,,
9,09/17/2017,Sandecja Nowy Sącz,Bruk-Bet Termalica Nieciecza,1,0,,
9,09/17/2017,Legia Warszawa,Cracovia,1,0,,
9,09/18/2017,Lechia Gdańsk,Jagiellonia Białystok,3,3,,
10,09/22/2017,Piast Gliwice,Arka Gdynia,0,1,,
10,09/22/2017,Śląsk Wrocław,Lech Poznań,2,0,,
10,09/23/2017,Bruk-Bet Termalica Nieciecza,Lechia Gdańsk,2,1,,
10,09/23/2017,Pogoń Szczecin,Górnik Zabrze,1,2,,
10,09/23/2017,Korona Kielce,Wisła Kraków,2,1,,
