round,date,home_team,away_team,home_score,away_score,stadium,stage
1,08/06/1977 00:00,Alemannia Aachen,VfL Osnabrück,3,2,Tivoli (alt),
1,08/06/1977 00:00,Rot-Weiss Essen,SC Preußen Münster,4,4,Georg-Melches-Stadion,
1,08/06/1977 00:00,Bayer 04 Leverkusen,SC Westfalia Herne,2,1,Kleines Haberland-Stadion,
1,08/06/1977 00:00,SC Herford,Wuppertaler SV,1,1,Friedrich-Ludwig-Jahn-Stadion,
1,08/06/1977 00:00,Arminia Hannover,Hannover 96,0,1,Stadion am Bischofsholer Damm,
1,08/06/1977 00:00,OSC Bremerhaven,Arminia Bielefeld,0,3,Nordseestadion,
1,08/06/1977 00:00,Fortuna Köln,SG Wattenscheid 09,2,2,Müngersdorfer Stadion (1923-1973),
1,08/06/1977 00:00,FC Bayer 05 Uerdingen,Tennis Borussia Berlin,2,0,Grotenburg-Kampfbahn,
1,08/06/1977 00:00,Ballspielverein 1900 Bocholt,Union Solingen,0,1,Stadion am Hünting,
1,08/06/1977 00:00,Rot-Weiss Lüdenscheid,Schwarz-Weiß Essen,1,1,Nattenberg Stadion,
2,08/12/1977 00:00,Wuppertaler SV,Fortuna Köln,1,1,Stadion am Zoo,
2,08/12/1977 00:00,Union Solingen,FC Bayer 05 Uerdingen,0,0,Stadion am Hermann-Löns-Weg,
2,08/12/1977 00:00,Arminia Bielefeld,Bayer 04 Leverkusen,1,3,Bielefelder Alm,
2,08/12/1977 00:00,VfL Osnabrück,SC Herford,0,1,Piepenbrock-Stadion an der Bremer Brücke,
2,08/12/1977 00:00,SC Westfalia Herne,Rot-Weiss Lüdenscheid,3,0,Schloss Strünkede,
2,08/12/1977 00:00,SC Preußen Münster,Ballspielverein 1900 Bocholt,3,2,Preußenstadion,
2,08/12/1977 00:00,SG Wattenscheid 09,OSC Bremerhaven,2,2,Lohrheidestadion,
2,08/12/1977 00:00,Tennis Borussia Berlin,Alemannia Aachen,2,2,Olympiastadion,
2,08/12/1977 00:00,Hannover 96,Rot-Weiss Essen,0,1,Niedersachsenstadion,
2,08/12/1977 00:00,Schwarz-Weiß Essen,Arminia Hannover,2,4,Grugastadion,
3,08/16/1977 00:00,Rot-Weiss Lüdenscheid,Arminia Bielefeld,1,4,Nattenberg Stadion,
3,08/16/1977 00:00,Arminia Hannover,SC Westfalia Herne,2,0,Stadion am Bischofsholer Damm,
3,08/16/1977 00:00,Rot-Weiss Essen,Schwarz-Weiß Essen,4,0,Georg-Melches-Stadion,
3,08/16/1977 00:00,Bayer 04 Leverkusen,SG Wattenscheid 09,0,0,Kleines Haberland-Stadion,
3,08/16/1977 00:00,VfL Osnabrück,Tennis Borussia Berlin,0,0,Piepenbrock-Stadion an der Bremer Brücke,
3,08/16/1977 00:00,OSC Bremerhaven,Wuppertaler SV,0,0,Nordseestadion,
3,08/16/1977 00:00,FC Bayer 05 Uerdingen,SC Preußen Münster,2,3,Grotenburg-Kampfbahn,
3,08/16/1977 00:00,SC Herford,Fortuna Köln,1,4,Friedrich-Ludwig-Jahn-Stadion,
3,08/16/1977 00:00,Alemannia Aachen,Union Solingen,3,3,Tivoli (alt),
3,08/16/1977 00:00,Ballspielverein 1900 Bocholt,Hannover 96,3,0,Stadion am Hünting,
4,08/26/1977 00:00,Fortuna Köln,OSC Bremerhaven,4,1,Müngersdorfer Stadion (1923-1973),
4,08/26/1977 00:00,Hannover 96,FC Bayer 05 Uerdingen,2,0,Niedersachsenstadion,
4,08/26/1977 00:00,Wuppertaler SV,Bayer 04 Leverkusen,4,3,Stadion am Zoo,
4,08/26/1977 00:00,SC Preußen Münster,Alemannia Aachen,1,1,Preußenstadion,
4,08/26/1977 00:00,Arminia Bielefeld,Arminia Hannover,6,0,Bielefelder Alm,
4,08/26/1977 00:00,SC Westfalia Herne,Rot-Weiss Essen,2,0,Schloss Strünkede,
4,08/26/1977 00:00,Union Solingen,VfL Osnabrück,1,1,Stadion am Hermann-Löns-Weg,
4,08/26/1977 00:00,SG Wattenscheid 09,Rot-Weiss Lüdenscheid,3,1,Lohrheidestadion,
4,08/26/1977 00:00,Schwarz-Weiß Essen,Ballspielverein 1900 Bocholt,1,1,Grugastadion,
4,08/26/1977 00:00,Tennis Borussia Berlin,SC Herford,3,2,Olympiastadion,
5,08/30/1977 00:00,Arminia Hannover,SG Wattenscheid 09,3,4,Stadion am Bischofsholer Damm,
5,08/30/1977 00:00,Bayer 04 Leverkusen,Fortuna Köln,1,1,Kleines Haberland-Stadion,
5,08/30/1977 00:00,Rot-Weiss Lüdenscheid,Wuppertaler SV,3,3,Nattenberg Stadion,
5,08/30/1977 00:00,FC Bayer 05 Uerdingen,Schwarz-Weiß Essen,3,1,Grotenburg-Kampfbahn,
5,08/30/1977 00:00,Rot-Weiss Essen,Arminia Bielefeld,2,0,Georg-Melches-Stadion,
