round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/21/2001,Rudar Velenje,Maribor Pivovarna Laško,1,2,Stadion ob jezeru,
1,07/22/2001,Primorje,Mura,2,0,Mestni stadion,
1,07/22/2001,Korotan,Hit Gorica,3,1,PREVALJE,
1,07/22/2001,Domžale,Olimpija,1,2,Športni park Domžale,
1,07/22/2001,Sport Line Koper,Era Šmartno,3,1,ŠRC BONIFIKA,
1,07/25/2001,CMC Publikum,Živila Triglav,2,2,Skalna klet,
2,07/27/2001,Olimpija,Primorje,1,3,Centralni stadion,
2,07/28/2001,Maribor Pivovarna Laško,Era Šmartno,1,2,Ljudski vrt,
2,07/28/2001,Rudar Velenje,Domžale,2,1,Ob jezeru,
2,07/29/2001,Hit Gorica,CMC Publikum,1,3,Športni park,
2,07/29/2001,Mura,Korotan,0,0,Fazanerija,
2,07/29/2001,Živila Triglav,Sport Line Koper,0,2,Mestni stadion,
3,08/04/2001,Sport Line Koper,Hit Gorica,2,0,ŠRC Bonifika,
3,08/05/2001,Korotan,Olimpija,1,1,Prevalje,
3,08/05/2001,Primorje,Rudar Velenje,6,0,Mestni stadion,
3,08/05/2001,Era Šmartno,Živila Triglav,0,1,Šmartno ob Paki,
3,08/05/2001,CMC Publikum,Mura,2,0,Skalna klet,
3,08/05/2001,Domžale,Maribor Pivovarna Laško,0,2,Športni park Domžale,
4,08/11/2001,Maribor Pivovarna Laško,Živila Triglav,6,2,Ljudski vrt,
4,08/11/2001,Rudar Velenje,Korotan,0,0,Stadion ob jezeru,
4,08/12/2001,Mura,Sport Line Koper,1,0,Fazanerija,
4,08/12/2001,Olimpija,CMC Publikum,1,0,Ljubljana,
4,08/12/2001,Domžale,Primorje,0,0,Športni park Domžale,
4,08/14/2001,Hit Gorica,Era Šmartno,0,0,Športni park,
5,08/18/2001,Sport Line Koper,Olimpija,1,0,ŠRC Bonifika,
5,08/19/2001,Korotan,Domžale,0,1,Prevalje,
5,08/19/2001,Primorje,Maribor Pivovarna Laško,1,2,Mestni stadion,
5,08/19/2001,CMC Publikum,Rudar Velenje,3,2,Skalna klet,
5,08/19/2001,Era Šmartno,Mura,3,2,Šmartno ob Paki,
5,08/19/2001,Živila Triglav,Hit Gorica,2,0,Mestni stadion,
6,08/25/2001,Rudar Velenje,Sport Line Koper,3,2,Stadion ob jezeru,
6,08/26/2001,Primorje,Korotan,2,0,Mestni stadion,
6,08/26/2001,Mura,Živila Triglav,2,0,Fazanerija,
6,08/26/2001,Domžale,CMC Publikum,1,1,Športni park Domžale,
6,08/26/2001,Maribor Pivovarna Laško,Hit Gorica,1,1,Ljudski vrt,
6,08/27/2001,Olimpija,Era Šmartno,1,1,Centralni stadion,
7,09/07/2001,Hit Gorica,Mura,0,0,Športni park,
7,09/08/2001,Sport Line Koper,Domžale,4,0,ŠRC Bonifika,
7,09/09/2001,CMC Publikum,Primorje,1,3,Skalna klet,
7,09/09/2001,Živila Triglav,Olimpija,0,1,Mestni stadion,
7,09/09/2001,Era Šmartno,Rudar Velenje,1,1,Šmartno ob Paki,
7,09/09/2001,Korotan,Maribor Pivovarna Laško,0,2,Prevalje,
8,09/15/2001,Maribor Pivovarna Laško,Mura,0,1,Ljudski vrt,
8,09/15/2001,Rudar Velenje,Živila Triglav,3,1,Stadion ob jezeru,
8,09/16/2001,Korotan,CMC Publikum,2,0,Prevalje,
8,09/16/2001,Domžale,Era Šmartno,1,5,Športni park Domžale,
8,09/16/2001,Olimpija,Hit Gorica,2,1,Centralni stadion,
8,09/26/2001,Primorje,Sport Line Koper,2,1,Mestni stadion,
9,09/22/2001,Sport Line Koper,Korotan,2,0,ŠRC BONIFIKA,
9,09/23/2001,Hit Gorica,Rudar Velenje,0,2,Športni park,
9,09/23/2001,Mura,Olimpija,2,2,Fazanerija,
9,09/23/2001,CMC Publikum,Maribor Pivovarna Laško,0,1,Skalna klet,
9,09/23/2001,Era Šmartno,Primorje,0,1,Šmartno ob Paki,
9,09/23/2001,Živila Triglav,Domžale,1,1,Mestni stadion,
10,09/29/2001,Rudar Velenje,Mura,0,0,Stadion ob jezeru,
10,09/30/2001,Primorje,Živila Triglav,1,0,Mestni stadion,
10,09/30/2001,Maribor Pivovarna Laško,Olimpija,3,2,Ljudski vrt,
10,09/30/2001,CMC Publikum,Sport Line Koper,0,0,Skalna klet,
10,09/30/2001,Korotan,Era Šmartno,1,2,Prevalje,
10,09/30/2001,Domžale,Hit Gorica,1,2,Športni park Domžale,
11,10/13/2001,Olimpija,Rudar Velenje,1,0,Centralni stadion,
