round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/12/2013 19:30,ŠK Slovan Bratislava ,FC DAC 1904 Dunajská Streda,1,1,,
1,07/12/2013 20:00,Spartak Myjava,FK Dukla Banská Bystrica,0,4,,
1,07/13/2013 17:00,FC VSS Košice,FC ViOn Zlaté Moravce - Vráble,2,0,,
1,07/13/2013 17:30,AS Trenčín,FC Nitra,4,0,,
1,07/13/2013 19:30,FK Senica,FC Spartak Trnava,2,1,,
1,07/14/2013 18:30,MFK Ružomberok,MŠK Žilina,2,2,,
2,07/19/2013 19:30,FC ViOn Zlaté Moravce - Vráble,MFK Ružomberok,1,3,,
2,07/20/2013 19:30,FK Dukla Banská Bystrica,FC VSS Košice,1,0,,
2,07/20/2013 19:30,FC Nitra,Spartak Myjava,0,1,,
2,07/21/2013 18:00,FC DAC 1904 Dunajská Streda,MŠK Žilina,0,1,,
2,07/21/2013 18:00,FC Spartak Trnava,AS Trenčín,2,1,,
2,08/21/2013 19:00,ŠK Slovan Bratislava ,FK Senica,1,0,,
3,07/27/2013 17:00,FC VSS Košice,FC Nitra,4,2,,
3,07/27/2013 18:30,MFK Ružomberok,FK Dukla Banská Bystrica,2,1,,
3,07/27/2013 19:30,Spartak Myjava,FC Spartak Trnava,6,2,,
3,07/28/2013 17:30,MŠK Žilina,FC ViOn Zlaté Moravce - Vráble,3,1,,
3,07/28/2013 18:00,AS Trenčín,ŠK Slovan Bratislava ,4,2,,
3,07/28/2013 19:30,FK Senica,FC DAC 1904 Dunajská Streda,4,0,,
4,08/02/2013 19:30,FC Nitra,MFK Ružomberok,3,3,,
4,08/03/2013 17:00,FC DAC 1904 Dunajská Streda,FC ViOn Zlaté Moravce - Vráble,0,1,,
4,08/03/2013 17:30,FC Spartak Trnava,FC VSS Košice,0,0,,
4,08/04/2013 19:30,FK Dukla Banská Bystrica,MŠK Žilina,3,3,,
4,08/04/2013 19:30,FK Senica,AS Trenčín,3,1,,
4,08/04/2013 19:30,ŠK Slovan Bratislava ,Spartak Myjava,5,0,,
5,08/10/2013 18:00,MFK Ružomberok,FC Spartak Trnava,3,2,,
5,08/10/2013 19:30,FC ViOn Zlaté Moravce - Vráble,FK Dukla Banská Bystrica,0,0,,
5,08/10/2013 20:00,Spartak Myjava,FK Senica,2,2,,
5,08/11/2013 17:30,AS Trenčín,FC DAC 1904 Dunajská Streda,6,0,,
5,08/11/2013 17:30,MŠK Žilina,FC Nitra,4,4,,
5,08/11/2013 17:30,FC VSS Košice,ŠK Slovan Bratislava ,0,1,,
6,08/17/2013 17:00,FC DAC 1904 Dunajská Streda,FK Dukla Banská Bystrica,1,1,,
6,08/17/2013 17:00,FC Spartak Trnava,MŠK Žilina,1,0,,
6,08/17/2013 17:30,AS Trenčín,Spartak Myjava,2,3,,
6,08/17/2013 19:30,FC Nitra,FC ViOn Zlaté Moravce - Vráble,2,3,,
6,08/17/2013 19:30,FK Senica,FC VSS Košice,1,0,,
6,08/18/2013 19:00,ŠK Slovan Bratislava ,MFK Ružomberok,3,2,,
7,08/23/2013 19:30,FC ViOn Zlaté Moravce - Vráble,FC Spartak Trnava,2,0,,
7,08/23/2013 20:00,Spartak Myjava,FC DAC 1904 Dunajská Streda,4,1,,
7,08/24/2013 17:00,FC VSS Košice,AS Trenčín,0,1,,
7,08/24/2013 17:30,MFK Ružomberok,FK Senica,1,1,,
7,08/24/2013 19:30,MŠK Žilina,ŠK Slovan Bratislava ,2,0,,
7,08/24/2013 19:30,FK Dukla Banská Bystrica,FC Nitra,4,0,,
8,08/30/2013 18:00,FK Senica,MŠK Žilina,2,1,,
8,08/31/2013 17:00,FC DAC 1904 Dunajská Streda,FC Nitra,1,0,,
8,08/31/2013 17:00,FC Spartak Trnava,FK Dukla Banská Bystrica,2,1,,
8,08/31/2013 17:30,AS Trenčín,MFK Ružomberok,0,1,,
8,08/31/2013 20:00,Spartak Myjava,FC VSS Košice,1,0,,
8,09/01/2013 17:30,ŠK Slovan Bratislava ,FC ViOn Zlaté Moravce - Vráble,2,0,,
9,09/13/2013 17:30,FC Nitra,FC Spartak Trnava,0,1,,
9,09/14/2013 14:30,FC VSS Košice,FC DAC 1904 Dunajská Streda,4,1,,
9,09/14/2013 17:30,FK Dukla Banská Bystrica,ŠK Slovan Bratislava ,2,4,,
9,09/14/2013 17:30,MFK Ružomberok,Spartak Myjava,0,3,,
9,09/14/2013 17:30,FC ViOn Zlaté Moravce - Vráble,FK Senica,2,2,,
9,09/14/2013 17:30,MŠK Žilina,AS Trenčín,1,3,,
10,09/17/2013 15:30,FC VSS Košice,MFK Ružomberok,2,2,,
