round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/20/2019 18:00,MFK Zemplín Michalovce,MŠK Žilina,0,3,,Základná časť
1,07/20/2019 19:00,FK Senica,AS Trenčín,3,1,,Základná časť
1,07/20/2019 20:00,FK Pohronie Žiar n.H. Dolná Ždaňa,ŠK Slovan Bratislava ,1,3,,Základná časť
1,07/21/2019 19:00,FC Spartak Trnava,ŠKF Sereď,2,0,,Základná časť
1,07/21/2019 19:00,MFK Ružomberok,FC Nitra,1,0,,Základná časť
1,07/21/2019 19:00,FC ViOn Zlaté Moravce - Vráble,FC DAC 1904 Dunajská Streda,1,2,,Základná časť
2,07/27/2019 18:15,FC Nitra,FC ViOn Zlaté Moravce - Vráble,0,1,,Základná časť
2,07/27/2019 19:00,ŠKF Sereď,FK Senica,2,1,,Základná časť
2,07/27/2019 19:00,AS Trenčín,MFK Ružomberok,1,1,,Základná časť
2,07/27/2019 20:00,ŠK Slovan Bratislava ,MFK Zemplín Michalovce,3,0,,Základná časť
2,07/28/2019 19:00,FC DAC 1904 Dunajská Streda,FK Pohronie Žiar n.H. Dolná Ždaňa,5,1,,Základná časť
2,07/28/2019 19:00,MŠK Žilina,FC Spartak Trnava,4,2,,Základná časť
3,08/03/2019 18:00,FK Senica,ŠK Slovan Bratislava ,0,3,,Základná časť
3,08/03/2019 19:00,MŠK Žilina,AS Trenčín,2,1,,Základná časť
3,08/03/2019 19:00,FC ViOn Zlaté Moravce - Vráble,MFK Zemplín Michalovce,1,0,,Základná časť
3,08/03/2019 19:00,MFK Ružomberok,FK Pohronie Žiar n.H. Dolná Ždaňa,0,1,,Základná časť
3,08/04/2019 18:00,FC Spartak Trnava,FC Nitra,2,0,,Základná časť
3,08/04/2019 19:00,ŠKF Sereď,FC DAC 1904 Dunajská Streda,3,1,,Základná časť
4,08/10/2019 18:00,MFK Ružomberok,MŠK Žilina,2,3,,Základná časť
4,08/10/2019 19:00,FC Nitra,ŠKF Sereď,3,2,,Základná časť
4,08/10/2019 19:00,MFK Zemplín Michalovce,FK Senica,3,0,,Základná časť
4,08/10/2019 19:00,AS Trenčín,FC DAC 1904 Dunajská Streda,2,1,,Základná časť
