round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/28/1979 00:00,SpVgg Fürth,Eintracht Trier,3,1,Sportpark Ronhof,
1,07/28/1979 00:00,VfR Bürstadt,MTV Ingolstadt,0,1,Waldstadion,
1,07/28/1979 00:00,1. Würzburger FV 1904,Karlsruher SC,0,0,DJK-Stadion,
1,07/28/1979 00:00,1. FC Saarbrücken,1. FC Nürnberg,4,1,Ludwigspark,
1,07/28/1979 00:00,SV Waldhof Mannheim,SV Röchling Völklingen,4,0,Stadion am Alsenweg,
1,07/28/1979 00:00,Freiburger FC,FSV Frankfurt,1,4,Möslestadion,
1,07/28/1979 00:00,ESV Ingolstadt,VfR Wormatia 08 Worms,3,1,ESV-Stadion,
1,07/28/1979 00:00,SpVgg Bayreuth,FC 08 Homburg,2,1,Städtisches Stadion Bayreuth,
1,07/28/1979 00:00,Stuttgarter Kickers,SSV Ulm 1846,3,0,Kickers-Platz,
1,07/28/1979 00:00,Kickers Offenbach,SC Freiburg,3,0,Bieberer Berg,
2,08/04/1979 00:00,Karlsruher SC,Stuttgarter Kickers,3,1,Wildparkstadion,
2,08/04/1979 00:00,MTV Ingolstadt,1. Würzburger FV 1904,1,2,Bezirkssportanlage Mitte,
2,08/04/1979 00:00,VfR Wormatia 08 Worms,SpVgg Bayreuth,3,2,Wormatia-Stadion,
2,08/04/1979 00:00,Eintracht Trier,1. FC Saarbrücken,2,1,Moselstadion,
2,08/04/1979 00:00,1. FC Nürnberg,Freiburger FC,0,1,Städtisches Stadion,
2,08/04/1979 00:00,FC 08 Homburg,Kickers Offenbach,4,5,Waldstadion Homburg,
2,08/04/1979 00:00,SV Röchling Völklingen,SpVgg Fürth,2,1,Hermann-Neuberger-Stadion,
2,08/04/1979 00:00,SC Freiburg,SV Waldhof Mannheim,6,1,Dreisamstadion,
2,08/04/1979 00:00,SV Darmstadt 98,VfR Bürstadt,3,0,Böllenfalltor,
2,08/04/1979 00:00,SSV Ulm 1846,ESV Ingolstadt,1,0,Donaustadion,
3,08/11/1979 00:00,1. Würzburger FV 1904,SV Darmstadt 98,0,2,DJK-Stadion,
3,08/11/1979 00:00,Freiburger FC,1. FC Saarbrücken,2,0,Möslestadion,
3,08/11/1979 00:00,SpVgg Fürth,SC Freiburg,0,0,Sportpark Ronhof,
3,08/11/1979 00:00,SpVgg Bayreuth,SSV Ulm 1846,1,1,Städtisches Stadion Bayreuth,
3,08/11/1979 00:00,SV Röchling Völklingen,Eintracht Trier,1,3,Hermann-Neuberger-Stadion,
3,08/11/1979 00:00,Kickers Offenbach,VfR Wormatia 08 Worms,4,2,Bieberer Berg,
3,08/11/1979 00:00,SV Waldhof Mannheim,FC 08 Homburg,2,0,Stadion am Alsenweg,
3,08/11/1979 00:00,ESV Ingolstadt,Karlsruher SC,3,2,Bezirkssportanlage Mitte,
3,08/11/1979 00:00,VfR Bürstadt,FSV Frankfurt,1,4,Waldstadion,
3,08/11/1979 00:00,Stuttgarter Kickers,MTV Ingolstadt,3,1,Kickers-Platz,
4,08/18/1979 00:00,VfR Wormatia 08 Worms,SV Waldhof Mannheim,3,1,Wormatia-Stadion,
4,08/18/1979 00:00,FC 08 Homburg,SpVgg Fürth,1,1,Waldstadion Homburg,
4,08/18/1979 00:00,FSV Frankfurt,1. Würzburger FV 1904,3,0,Stadion am Bornheimer Hang,
4,08/18/1979 00:00,SC Freiburg,SV Röchling Völklingen,5,1,Dreisamstadion,
4,08/18/1979 00:00,SV Darmstadt 98,Stuttgarter Kickers,6,0,Böllenfalltor,
4,08/18/1979 00:00,1. FC Nürnberg,VfR Bürstadt,2,2,Städtisches Stadion,
4,08/18/1979 00:00,MTV Ingolstadt,ESV Ingolstadt,2,1,Bezirkssportanlage Mitte,
4,08/18/1979 00:00,Eintracht Trier,Freiburger FC,2,2,Moselstadion,
4,08/18/1979 00:00,SSV Ulm 1846,Kickers Offenbach,3,1,Donaustadion,
4,08/18/1979 00:00,Karlsruher SC,SpVgg Bayreuth,4,0,Wildparkstadion,
5,08/22/1979 00:00,ESV Ingolstadt,SV Darmstadt 98,2,0,ESV-Stadion,
5,08/22/1979 00:00,Kickers Offenbach,Karlsruher SC,2,1,Bieberer Berg,
5,08/22/1979 00:00,SpVgg Bayreuth,MTV Ingolstadt,5,1,Städtisches Stadion Bayreuth,
5,08/22/1979 00:00,SC Freiburg,Eintracht Trier,2,0,Dreisamstadion,
5,08/22/1979 00:00,VfR Bürstadt,1. FC Saarbrücken,0,2,Waldstadion,
5,08/22/1979 00:00,1. Würzburger FV 1904,1. FC Nürnberg,0,2,DJK-Stadion,
5,08/22/1979 00:00,SpVgg Fürth,VfR Wormatia 08 Worms,1,1,Sportpark Ronhof,
5,08/22/1979 00:00,SV Waldhof Mannheim,SSV Ulm 1846,1,0,Stadion am Alsenweg,
5,08/22/1979 00:00,SV Röchling Völklingen,FC 08 Homburg,1,0,Hermann-Neuberger-Stadion,
5,08/22/1979 00:00,Stuttgarter Kickers,FSV Frankfurt,4,1,Kickers-Platz,
6,09/01/1979 00:00,SV Darmstadt 98,SpVgg Bayreuth,1,3,Böllenfalltor,
6,09/01/1979 00:00,Karlsruher SC,SV Waldhof Mannheim,3,1,Wildparkstadion,
6,09/01/1979 00:00,1. FC Saarbrücken,1. Würzburger FV 1904,2,0,Ludwigspark,
6,09/01/1979 00:00,Freiburger FC,VfR Bürstadt,4,4,Möslestadion,
6,09/01/1979 00:00,FSV Frankfurt,ESV Ingolstadt,1,2,Stadion am Bornheimer Hang,
6,09/01/1979 00:00,1. FC Nürnberg,Stuttgarter Kickers,3,1,Städtisches Stadion,
6,09/01/1979 00:00,FC 08 Homburg,SC Freiburg,1,1,Waldstadion Homburg,
6,09/01/1979 00:00,VfR Wormatia 08 Worms,SV Röchling Völklingen,4,1,Wormatia-Stadion,
6,09/01/1979 00:00,MTV Ingolstadt,Kickers Offenbach,1,3,Bezirkssportanlage Mitte,
6,09/01/1979 00:00,SSV Ulm 1846,SpVgg Fürth,0,1,Donaustadion,
7,09/08/1979 00:00,Stuttgarter Kickers,1. FC Saarbrücken,3,0,Kickers-Platz,
7,09/08/1979 00:00,SC Freiburg,VfR Wormatia 08 Worms,3,3,Dreisamstadion,
7,09/08/1979 00:00,Kickers Offenbach,SV Darmstadt 98,1,0,Bieberer Berg,
7,09/08/1979 00:00,1. Würzburger FV 1904,Freiburger FC,2,2,DJK-Stadion,
7,09/08/1979 00:00,SV Röchling Völklingen,SSV Ulm 1846,0,1,Hermann-Neuberger-Stadion,
7,09/08/1979 00:00,SV Waldhof Mannheim,MTV Ingolstadt,0,0,Stadion am Alsenweg,
7,09/08/1979 00:00,SpVgg Bayreuth,FSV Frankfurt,5,2,Städtisches Stadion Bayreuth,
7,09/08/1979 00:00,SpVgg Fürth,Karlsruher SC,0,3,Sportpark Ronhof,
7,09/08/1979 00:00,FC 08 Homburg,Eintracht Trier,1,1,Waldstadion Homburg,
7,09/08/1979 00:00,ESV Ingolstadt,1. FC Nürnberg,1,3,Bezirkssportanlage Mitte,
8,09/15/1979 00:00,1. FC Saarbrücken,ESV Ingolstadt,5,0,Ludwigspark,
8,09/15/1979 00:00,SSV Ulm 1846,SC Freiburg,0,0,Donaustadion,
8,09/15/1979 00:00,1. FC Nürnberg,SpVgg Bayreuth,3,0,Städtisches Stadion,
8,09/15/1979 00:00,Freiburger FC,Stuttgarter Kickers,3,3,Möslestadion,
8,09/15/1979 00:00,Karlsruher SC,SV Röchling Völklingen,4,2,Wildparkstadion,
8,09/15/1979 00:00,Eintracht Trier,VfR Bürstadt,1,3,Moselstadion,
8,09/15/1979 00:00,MTV Ingolstadt,SpVgg Fürth,1,2,Bezirkssportanlage Mitte,
8,09/15/1979 00:00,FSV Frankfurt,Kickers Offenbach,2,2,Stadion am Bornheimer Hang,
8,09/15/1979 00:00,VfR Wormatia 08 Worms,FC 08 Homburg,2,0,Wormatia-Stadion,
8,09/15/1979 00:00,SV Darmstadt 98,SV Waldhof Mannheim,2,1,Böllenfalltor,
9,09/22/1979 00:00,SV Röchling Völklingen,MTV Ingolstadt,3,1,Hermann-Neuberger-Stadion,
9,09/22/1979 00:00,Kickers Offenbach,1. FC Nürnberg,1,1,Bieberer Berg,
9,09/22/1979 00:00,SV Waldhof Mannheim,FSV Frankfurt,2,0,Stadion am Alsenweg,
9,09/22/1979 00:00,SpVgg Bayreuth,1. FC Saarbrücken,1,2,Städtisches Stadion Bayreuth,
9,09/22/1979 00:00,ESV Ingolstadt,Freiburger FC,1,1,Bezirkssportanlage Mitte,
9,09/22/1979 00:00,VfR Wormatia 08 Worms,Eintracht Trier,2,0,Wormatia-Stadion,
9,09/22/1979 00:00,SC Freiburg,Karlsruher SC,1,0,Dreisamstadion,
9,09/22/1979 00:00,FC 08 Homburg,SSV Ulm 1846,3,1,Waldstadion Homburg,
9,09/22/1979 00:00,SpVgg Fürth,SV Darmstadt 98,0,0,Sportpark Ronhof,
9,09/22/1979 00:00,1. Würzburger FV 1904,VfR Bürstadt,3,0,DJK-Stadion,
10,10/06/1979 00:00,1. FC Nürnberg,SV Waldhof Mannheim,3,1,Städtisches Stadion,
10,10/06/1979 00:00,SV Darmstadt 98,SV Röchling Völklingen,7,1,Böllenfalltor,
10,10/06/1979 00:00,1. FC Saarbrücken,Kickers Offenbach,3,0,Ludwigspark,
10,10/06/1979 00:00,Karlsruher SC,FC 08 Homburg,2,1,Wildparkstadion,
