round,date,home_team,away_team,home_score,away_score,stadium,stage
1,08/17/1979 19:00,Linzer ASK,SK VOEST Linz,3,1,Stadion der Stadt Linz,
1,08/17/1979 19:00,SK Raika Sturm Graz,SV Austria Salzburg,0,2,Stadion Liebenau,
1,08/17/1979 19:00,SK Rapid Wien,First Vienna FC 1894,0,0,Weststadion,
1,08/18/1979 17:30,Wiener Sport-Club,FK Austria Memphis,2,2,Dornbach,
1,08/19/1979 17:00,FC Admira/Wacker,Grazer AK,1,1,Bundesstadion Südstadt,
2,08/24/1979 19:00,Grazer AK,SV Austria Salzburg,1,0,Stadion Liebenau,
2,08/24/1979 19:00,SK VOEST Linz,Wiener Sport-Club,4,1,Stadion der Stadt Linz,
2,08/24/1979 19:00,FC Admira/Wacker,SK Rapid Wien,2,2,Bundesstadion Südstadt,
2,08/25/1979 15:00,First Vienna FC 1894,Linzer ASK,1,0,Praterstadion,
2,08/25/1979 17:00,FK Austria Memphis,SK Raika Sturm Graz,6,1,Praterstadion,
3,08/31/1979 19:00,SV Austria Salzburg,FK Austria Memphis,3,3,Lehener Stadion,
3,08/31/1979 19:00,Linzer ASK,FC Admira/Wacker,4,1,Stadion der Stadt Linz,
3,08/31/1979 19:00,SK Raika Sturm Graz,SK VOEST Linz,2,1,Stadion Liebenau,
3,08/31/1979 19:00,SK Rapid Wien,Grazer AK,2,0,Weststadion,
3,09/01/1979 16:30,Wiener Sport-Club,First Vienna FC 1894,2,1,Dornbach,
4,09/07/1979 19:00,Grazer AK,FK Austria Memphis,2,2,Stadion Liebenau,
4,09/07/1979 19:00,SK VOEST Linz,SV Austria Salzburg,2,0,Stadion der Stadt Linz,
4,09/07/1979 19:00,SK Rapid Wien,Linzer ASK,0,0,Weststadion,
4,09/08/1979 16:30,FC Admira/Wacker,Wiener Sport-Club,1,0,Bundesstadion Südstadt,
4,09/08/1979 16:30,First Vienna FC 1894,SK Raika Sturm Graz,2,0,Stadion Hohe Warte,
5,09/14/1979 19:00,SV Austria Salzburg,First Vienna FC 1894,3,2,Lehener Stadion,
5,09/14/1979 19:00,Linzer ASK,Grazer AK,1,2,Stadion der Stadt Linz,
5,09/14/1979 19:00,SK Raika Sturm Graz,FC Admira/Wacker,3,1,Stadion Liebenau,
5,09/15/1979 16:30,FK Austria Memphis,SK VOEST Linz,2,1,Praterstadion,
5,09/15/1979 16:30,Wiener Sport-Club,SK Rapid Wien,3,0,Dornbach,
6,09/21/1979 19:00,Grazer AK,SK VOEST Linz,1,1,Stadion Liebenau,
6,09/21/1979 19:00,Linzer ASK,Wiener Sport-Club,0,0,Stadion der Stadt Linz,
6,09/22/1979 16:00,FC Admira/Wacker,SV Austria Salzburg,1,1,Bundesstadion Südstadt,
6,09/22/1979 16:00,SK Rapid Wien,SK Raika Sturm Graz,3,0,Weststadion,
6,09/23/1979 10:30,First Vienna FC 1894,FK Austria Memphis,1,6,Stadion Hohe Warte,
7,09/28/1979 19:00,Wiener Sport-Club,Grazer AK,2,3,Dornbach,
7,09/28/1979 19:00,SK VOEST Linz,First Vienna FC 1894,3,0,Stadion der Stadt Linz,
7,09/28/1979 19:00,SK Raika Sturm Graz,Linzer ASK,2,1,Stadion Liebenau,
7,09/28/1979 19:00,SV Austria Salzburg,SK Rapid Wien,0,0,Lehener Stadion,
7,09/29/1979 16:00,FK Austria Memphis,FC Admira/Wacker,3,0,Praterstadion,
8,10/05/1979 19:00,FC Admira/Wacker,SK VOEST Linz,1,1,Bundesstadion Südstadt,
8,10/05/1979 19:00,Grazer AK,First Vienna FC 1894,2,1,Stadion Liebenau,
8,10/05/1979 19:00,Linzer ASK,SV Austria Salzburg,2,0,Stadion der Stadt Linz,
8,10/06/1979 15:30,SK Rapid Wien,FK Austria Memphis,0,0,Weststadion,
8,10/07/1979 15:30,Wiener Sport-Club,SK Raika Sturm Graz,0,3,Dornbach,
9,10/12/1979 19:00,SV Austria Salzburg,Wiener Sport-Club,1,0,Lehener Stadion,
9,10/12/1979 19:00,SK Raika Sturm Graz,Grazer AK,0,1,Stadion Liebenau,
9,10/12/1979 19:00,First Vienna FC 1894,FC Admira/Wacker,4,1,Stadion Hohe Warte,
