round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/19/2019 17:00,MFK Vítkovice,MFK Chrudim,0,1,Městský stadion Ostrava-Vítkovice,
1,07/19/2019 18:00,FC Sellier & Bellot Vlašim,FC Zbrojovka Brno,2,2,Stadion v Kollárově ulici,
1,07/20/2019 10:15,FK Dukla Praha,FK Fotbal Třinec,2,3,Stadion Juliska,
1,07/20/2019 10:15,FK Baník Sokolov,FC Hradec Králové,0,0,Stadion FK Baník Sokolov,
1,07/20/2019 10:15,FK Pardubice,FK Viktoria Žižkov,2,1,Stadion Pod Vinicí,
1,07/20/2019 17:00,SK Líšeň 2019,FK Varnsdorf,2,2,Areál SK Líšeň,
1,07/20/2019 17:00,1.SK Prostějov,FC Slavoj Vyšehrad,1,0,Stadion Za Místním nádražím,
1,07/22/2019 17:00,FK Ústí nad Labem,FC Vysočina Jihlava,0,0,Městský stadion v Ústí nad Labem,
2,07/26/2019 19:00,FC Zbrojovka Brno,FK Pardubice,1,1,Městský fotbalový stadion Srbská,
2,07/27/2019 10:15,MFK Chrudim,SK Líšeň 2019,1,3,Stadion Za Vodojemem,
2,07/27/2019 17:00,1.SK Prostějov,FC Sellier & Bellot Vlašim,0,1,Stadion Za Místním nádražím,
2,07/27/2019 19:00,FC Vysočina Jihlava,MFK Vítkovice,3,0,Stadion v Jiráskově ulici,
2,07/28/2019 10:15,FK Viktoria Žižkov,FK Baník Sokolov,2,1,Seifertova ulice,
2,07/28/2019 17:00,FK Varnsdorf,FK Fotbal Třinec,2,2,Městský stadion v Kotlině,
2,07/28/2019 17:00,FC Slavoj Vyšehrad,FK Ústí nad Labem,4,1,Stadion Evžena Rošického,
2,07/29/2019 17:00,FC Hradec Králové,FK Dukla Praha,0,2,Všesportovní stadion,
3,08/02/2019 17:00,MFK Vítkovice,FC Slavoj Vyšehrad,4,2,Městský stadion Ostrava-Vítkovice,
3,08/02/2019 18:00,FK Ústí nad Labem,1.SK Prostějov,3,1,Městský stadion v Ústí nad Labem,
3,08/03/2019 10:15,FK Fotbal Třinec,FC Vysočina Jihlava,0,1,Stadion Rudolfa Labaje,
3,08/03/2019 10:15,FK Baník Sokolov,FC Zbrojovka Brno,0,2,Stadion FK Baník Sokolov,
3,08/03/2019 10:15,FK Pardubice,FC Sellier & Bellot Vlašim,1,0,Stadion Pod Vinicí,
3,08/03/2019 17:00,SK Líšeň 2019,FC Hradec Králové,3,3,Areál SK Líšeň,
3,08/04/2019 10:15,FK Dukla Praha,FK Viktoria Žižkov,2,0,Stadion Juliska,
3,08/04/2019 17:00,FK Varnsdorf,MFK Chrudim,3,3,Městský stadion v Kotlině,
4,08/09/2019 18:00,FC Vysočina Jihlava,FK Dukla Praha,1,0,Stadion v Jiráskově ulici,
4,08/09/2019 18:00,FC Hradec Králové,FK Varnsdorf,8,0,Všesportovní stadion,
4,08/09/2019 19:00,FC Zbrojovka Brno,FK Ústí nad Labem,2,2,Městský fotbalový stadion Srbská,
4,08/10/2019 10:15,FC Slavoj Vyšehrad,FK Baník Sokolov,2,1,Stadion Evžena Rošického,
4,08/10/2019 10:15,MFK Chrudim,FK Fotbal Třinec,1,0,Stadion Za Vodojemem,
4,08/10/2019 17:00,1.SK Prostějov,FK Pardubice,0,0,Stadion Za Místním nádražím,
4,08/11/2019 10:15,FK Viktoria Žižkov,MFK Vítkovice,2,0,Seifertova ulice,
