round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/19/2019,Arka Gdynia,Jagiellonia Białystok,0,3,,
1,07/19/2019,ŁKS Łódź,Lechia Gdańsk,0,0,,
1,07/20/2019,Raków Częstochowa,Korona Kielce,0,1,,
1,07/20/2019,Wisła Kraków,Śląsk Wrocław,0,1,,
1,07/20/2019,Piast Gliwice,Lech Poznań,1,1,,
1,07/21/2019,KGHM Zagłębie Lubin,Cracovia,1,1,,
1,07/21/2019,Legia Warszawa,Pogoń Szczecin,1,2,,
1,07/22/2019,Wisła Płock,Górnik Zabrze,1,1,,
2,07/26/2019,Górnik Zabrze,KGHM Zagłębie Lubin,1,0,,
2,07/26/2019,Lech Poznań,Wisła Płock,4,0,,
2,07/27/2019,Cracovia,ŁKS Łódź,1,2,,
2,07/27/2019,Jagiellonia Białystok,Raków Częstochowa,0,1,,
2,07/28/2019,Korona Kielce,Legia Warszawa,1,2,,
2,07/28/2019,Śląsk Wrocław,Piast Gliwice,2,1,,
2,07/28/2019,Lechia Gdańsk,Wisła Kraków,0,0,,
2,07/29/2019,Pogoń Szczecin,Arka Gdynia,2,0,,
3,08/02/2019,Arka Gdynia,Korona Kielce,1,1,,
3,08/02/2019,KGHM Zagłębie Lubin,Jagiellonia Białystok,2,2,,
3,08/03/2019,Raków Częstochowa,Cracovia,1,3,,
3,08/03/2019,ŁKS Łódź,Lech Poznań,1,2,,
3,08/04/2019,Wisła Płock,Lechia Gdańsk,1,2,,
3,08/04/2019,Piast Gliwice,Pogoń Szczecin,0,0,,
3,08/04/2019,Legia Warszawa,Śląsk Wrocław,0,0,,
3,08/05/2019,Wisła Kraków,Górnik Zabrze,1,0,,
4,08/09/2019,Lech Poznań,Śląsk Wrocław,1,3,,
4,08/10/2019,Pogoń Szczecin,Wisła Kraków,1,0,,
4,08/10/2019,KGHM Zagłębie Lubin,Arka Gdynia,2,0,,
4,08/10/2019,Górnik Zabrze,Raków Częstochowa,1,0,,
4,08/11/2019,ŁKS Łódź,Piast Gliwice,0,1,,
4,08/11/2019,Cracovia,Korona Kielce,1,0,,
4,08/12/2019,Lechia Gdańsk,Jagiellonia Białystok,1,1,,
4,09/18/2019,Wisła Płock,Legia Warszawa,1,0,,
5,08/16/2019,Wisła Kraków,ŁKS Łódź,4,0,,
5,08/17/2019,Śląsk Wrocław,Cracovia,2,1,,
5,08/17/2019,Arka Gdynia,Lech Poznań,0,0,,
5,08/17/2019,Jagiellonia Białystok,Górnik Zabrze,3,1,,
5,08/18/2019,Piast Gliwice,Wisła Płock,1,0,,
5,08/18/2019,Legia Warszawa,KGHM Zagłębie Lubin,1,0,,
5,08/18/2019,Raków Częstochowa,Lechia Gdańsk,2,1,,
5,08/19/2019,Korona Kielce,Pogoń Szczecin,0,1,,
6,08/23/2019,Jagiellonia Białystok,Wisła Kraków,3,2,,
6,08/24/2019,Cracovia,Arka Gdynia,3,1,,
6,08/24/2019,Lechia Gdańsk,Śląsk Wrocław,1,1,,
6,08/24/2019,Raków Częstochowa,Lech Poznań,2,3,,
6,08/25/2019,Górnik Zabrze,Korona Kielce,3,0,,
6,08/25/2019,KGHM Zagłębie Lubin,Piast Gliwice,0,3,,
6,08/25/2019,ŁKS Łódź,Legia Warszawa,2,3,,
6,08/26/2019,Pogoń Szczecin,Wisła Płock,1,2,,
7,08/30/2019,Arka Gdynia,Górnik Zabrze,1,0,,
7,08/30/2019,Korona Kielce,Jagiellonia Białystok,0,2,,
7,08/31/2019,Wisła Płock,ŁKS Łódź,2,1,,
7,08/31/2019,Piast Gliwice,Lechia Gdańsk,1,2,,
7,08/31/2019,Wisła Kraków,KGHM Zagłębie Lubin,4,2,,
7,09/01/2019,Śląsk Wrocław,Pogoń Szczecin,1,1,,
7,09/01/2019,Lech Poznań,Cracovia,1,2,,
7,09/01/2019,Legia Warszawa,Raków Częstochowa,3,1,,
8,09/13/2019,KGHM Zagłębie Lubin,Wisła Płock,5,0,,
8,09/13/2019,Jagiellonia Białystok,Legia Warszawa,0,0,,
8,09/14/2019,Raków Częstochowa,Arka Gdynia,2,0,,
8,09/14/2019,Lechia Gdańsk,Lech Poznań,2,1,,
8,09/14/2019,Korona Kielce,Wisła Kraków,1,1,,
8,09/15/2019,Pogoń Szczecin,ŁKS Łódź,1,0,,
8,09/15/2019,Górnik Zabrze,Śląsk Wrocław,0,0,,
8,09/16/2019,Cracovia,Piast Gliwice,2,0,,
9,09/20/2019,Piast Gliwice,Raków Częstochowa,2,1,,
9,09/20/2019,Lech Poznań,Jagiellonia Białystok,1,1,,
9,09/21/2019,ŁKS Łódź,Arka Gdynia,1,4,,
9,09/21/2019,Lechia Gdańsk,Korona Kielce,2,0,,
9,09/21/2019,Śląsk Wrocław,KGHM Zagłębie Lubin,4,4,,
9,09/22/2019,Wisła Płock,Wisła Kraków,2,1,,
9,09/22/2019,Pogoń Szczecin,Górnik Zabrze,1,1,,
9,09/22/2019,Cracovia,Legia Warszawa,1,2,,
10,09/27/2019,Korona Kielce,Śląsk Wrocław,1,0,,
10,09/28/2019,Raków Częstochowa,Wisła Płock,1,2,,
10,09/28/2019,Legia Warszawa,Lechia Gdańsk,1,2,,
10,09/28/2019,Górnik Zabrze,Lech Poznań,1,3,,
10,09/29/2019,Arka Gdynia,Piast Gliwice,0,0,,
10,09/29/2019,Jagiellonia Białystok,Pogoń Szczecin,2,3,,
10,09/29/2019,Wisła Kraków,Cracovia,0,1,,
10,09/30/2019,KGHM Zagłębie Lubin,ŁKS Łódź,3,1,,
11,10/04/2019,Wisła Płock,Arka Gdynia,4,1,,
11,10/04/2019,Śląsk Wrocław,Jagiellonia Białystok,1,1,,
11,10/05/2019,Pogoń Szczecin,Raków Częstochowa,1,2,,
11,10/05/2019,Lech Poznań,Wisła Kraków,4,0,,
11,10/05/2019,Lechia Gdańsk,KGHM Zagłębie Lubin,1,2,,
11,10/06/2019,ŁKS Łódź,Korona Kielce,4,1,,
11,10/06/2019,Cracovia,Górnik Zabrze,1,1,,
11,10/06/2019,Piast Gliwice,Legia Warszawa,2,0,,
12,10/18/2019,KGHM Zagłębie Lubin,Pogoń Szczecin,0,1,,
12,10/18/2019,Wisła Kraków,Piast Gliwice,1,2,,
12,10/19/2019,Korona Kielce,Wisła Płock,0,1,,
12,10/19/2019,Legia Warszawa,Lech Poznań,2,1,,
12,10/19/2019,Jagiellonia Białystok,Cracovia,3,2,,
12,10/20/2019,Arka Gdynia,Lechia Gdańsk,2,2,,
12,10/20/2019,Górnik Zabrze,ŁKS Łódź,1,1,,
12,10/21/2019,Raków Częstochowa,Śląsk Wrocław,1,0,,
13,10/25/2019,Cracovia,Pogoń Szczecin,2,0,,
13,10/25/2019,Lech Poznań,KGHM Zagłębie Lubin,1,2,,
13,10/26/2019,ŁKS Łódź,Raków Częstochowa,2,0,,
13,10/26/2019,Piast Gliwice,Korona Kielce,1,0,,
13,10/26/2019,Lechia Gdańsk,Górnik Zabrze,1,1,,
13,10/27/2019,Wisła Płock,Jagiellonia Białystok,3,1,,
13,10/27/2019,Śląsk Wrocław,Arka Gdynia,2,1,,
13,10/27/2019,Legia Warszawa,Wisła Kraków,7,0,,
14,11/02/2019,Korona Kielce,KGHM Zagłębie Lubin,1,0,,
14,11/02/2019,Cracovia,Lechia Gdańsk,1,0,,
14,11/02/2019,Pogoń Szczecin,Lech Poznań,1,1,,
14,11/03/2019,Jagiellonia Białystok,ŁKS Łódź,2,0,,
14,11/03/2019,Górnik Zabrze,Piast Gliwice,1,1,,
14,11/03/2019,Arka Gdynia,Legia Warszawa,0,1,,
14,11/04/2019,Śląsk Wrocław,Wisła Płock,3,1,,
14,11/04/2019,Raków Częstochowa,Wisła Kraków,1,0,,
15,11/08/2019,ŁKS Łódź,Śląsk Wrocław,0,1,,
15,11/08/2019,Piast Gliwice,Jagiellonia Białystok,3,1,,
