round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/16/2011,OB,FC Nordsjælland,2,0,Nature Energy Park,
1,07/17/2011,FC Midtjylland,Silkeborg IF,1,2,MCH Arena,
1,07/17/2011,AC Horsens,HB Køge,3,0,CASA Arena Horsens,
1,07/17/2011,SønderjyskE,F.C. København,0,2,Sydbank Park,
1,07/17/2011,Brøndby IF,AaB,2,2,Brøndby Stadion,
1,07/18/2011,AGF,Lyngby Boldklub,2,1,Ceres Park,
2,07/23/2011,Silkeborg IF,Brøndby IF,0,1,JYSK Park,
2,07/23/2011,F.C. København,OB,2,2,Parken,
2,07/24/2011,FC Nordsjælland,AC Horsens,1,1,Right to Dream Park,
2,07/24/2011,Lyngby Boldklub,SønderjyskE,0,1,Lyngby Stadion,
2,07/24/2011,AaB,AGF,2,1,Aalborg Portland Park,
2,07/25/2011,HB Køge,FC Midtjylland,2,3,SEAS-NVE Park,
3,07/30/2011,AGF,OB,2,2,Ceres Park,
3,07/30/2011,F.C. København,FC Nordsjælland,2,0,Parken,
3,07/31/2011,Silkeborg IF,SønderjyskE,1,1,JYSK Park,
3,07/31/2011,Lyngby Boldklub,HB Køge,3,1,Lyngby Stadion,
3,07/31/2011,Brøndby IF,AC Horsens,1,4,Brøndby Stadion,
3,08/01/2011,AaB,FC Midtjylland,1,0,Aalborg Portland Park,
4,08/06/2011,SønderjyskE,AGF,3,1,Sydbank Park,
4,08/06/2011,AC Horsens,AaB,3,3,CASA Arena Horsens,
4,08/07/2011,FC Midtjylland,Lyngby Boldklub,2,1,MCH Arena,
4,08/07/2011,HB Køge,F.C. København,2,4,SEAS-NVE Park,
4,08/07/2011,FC Nordsjælland,Silkeborg IF,2,1,Right to Dream Park,
4,08/07/2011,OB,Brøndby IF,2,1,Nature Energy Park,
5,08/13/2011,AaB,OB,2,1,Aalborg Portland Park,
5,08/13/2011,F.C. København,FC Midtjylland,2,0,Parken,
5,08/14/2011,Lyngby Boldklub,AC Horsens,1,1,Lyngby Stadion,
5,08/14/2011,Brøndby IF,SønderjyskE,2,2,Brøndby Stadion,
5,08/14/2011,FC Nordsjælland,HB Køge,2,0,Right to Dream Park,
5,08/15/2011,Silkeborg IF,AGF,1,1,JYSK Park,
6,08/20/2011,OB,Lyngby Boldklub,3,1,Nature Energy Park,
6,08/20/2011,AC Horsens,F.C. København,0,1,CASA Arena Horsens,
6,08/21/2011,FC Midtjylland,FC Nordsjælland,2,1,MCH Arena,
6,08/21/2011,HB Køge,Silkeborg IF,3,0,SEAS-NVE Park,
6,08/21/2011,AGF,Brøndby IF,0,0,Ceres Park,
6,08/22/2011,SønderjyskE,AaB,0,0,Sydbank Park,
7,08/27/2011,HB Køge,AaB,1,4,SEAS-NVE Park,
7,08/28/2011,OB,SønderjyskE,2,4,Nature Energy Park,
7,08/28/2011,FC Nordsjælland,Lyngby Boldklub,4,0,Right to Dream Park,
7,08/28/2011,F.C. København,Silkeborg IF,2,1,Parken,
7,08/28/2011,FC Midtjylland,Brøndby IF,2,1,MCH Arena,
7,08/29/2011,AC Horsens,AGF,0,3,CASA Arena Horsens,
8,09/10/2011,Lyngby Boldklub,F.C. København,0,1,Lyngby Stadion,
8,09/10/2011,Silkeborg IF,OB,1,3,JYSK Park,
8,09/11/2011,AaB,FC Nordsjælland,1,2,Aalborg Portland Park,
8,09/11/2011,SønderjyskE,AC Horsens,1,3,Sydbank Park,
8,09/11/2011,Brøndby IF,HB Køge,5,0,Brøndby Stadion,
8,09/12/2011,AGF,FC Midtjylland,4,2,Ceres Park,
9,09/17/2011,HB Køge,AGF,0,2,SEAS-NVE Park,
9,09/18/2011,FC Midtjylland,SønderjyskE,2,0,MCH Arena,
9,09/18/2011,Lyngby Boldklub,Silkeborg IF,0,2,Lyngby Stadion,
9,09/18/2011,FC Nordsjælland,Brøndby IF,2,0,Right to Dream Park,
9,09/18/2011,F.C. København,AaB,2,0,Parken,
9,09/19/2011,AC Horsens,OB,4,3,CASA Arena Horsens,
10,09/24/2011,Brøndby IF,F.C. København,1,2,Brøndby Stadion,
10,09/24/2011,AGF,FC Nordsjælland,1,0,Ceres Park,
10,09/25/2011,Silkeborg IF,AC Horsens,1,1,JYSK Park,
10,09/25/2011,OB,FC Midtjylland,1,4,Nature Energy Park,
10,09/25/2011,SønderjyskE,HB Køge,0,0,Sydbank Park,
