round,date,home_team,away_team,home_score,away_score,stadium,stage
1,03/31/2019,Kalmar FF,IK Sirius FK,0,2,Guldfågeln Arena,
1,03/31/2019,AIK,Östersund,0,0,"Nationalarenan, Friends Arena",
1,03/31/2019,Falkenbergs FF,Örebro,1,0,Falcon Alkoholfri Arena,
1,03/31/2019,Helsingborgs IF,IFK Norrköping FK,3,1,"Olympia, Helsingborg",
1,03/31/2019,Athletic Eskilstuna,IFK Göteborg,3,1,Tunavallen,
1,04/01/2019,IF Elfsborg,Hammarby,1,1,Borås Arena,
1,04/01/2019,Malmö FF,BK Häcken,1,1,Eleda Stadion,
1,04/01/2019,Djurgården,GIF Sundsvall,2,2,Tele2 Arena,
2,04/06/2019,GIF Sundsvall,Malmö FF,3,1,NP3 Arena,
2,04/06/2019,BK Häcken,Helsingborgs IF,2,1,Bravida Arena,
2,04/07/2019,IFK Göteborg,IF Elfsborg,3,0,Ullevi,
2,04/07/2019,Östersund,Falkenbergs FF,3,2,Jämtkraft Arena,
2,04/07/2019,Hammarby,Kalmar FF,1,1,Tele2 Arena,
2,04/08/2019,Örebro,Djurgården,0,3,Behrn Arena,
2,04/08/2019,IK Sirius FK,Athletic Eskilstuna,3,2,Studenternas,
2,04/08/2019,IFK Norrköping FK,AIK,0,0,Östgötaporten,
3,04/12/2019,Athletic Eskilstuna,Örebro,1,1,Tunavallen,
3,04/13/2019,Falkenbergs FF,BK Häcken,0,3,Falcon Alkoholfri Arena,
3,04/13/2019,Kalmar FF,IFK Norrköping FK,2,2,Guldfågeln Arena,
3,04/14/2019,AIK,IK Sirius FK,2,1,"Nationalarenan, Friends Arena",
3,04/14/2019,IF Elfsborg,GIF Sundsvall,3,1,Borås Arena,
3,04/14/2019,Malmö FF,Östersund,2,0,Eleda Stadion,
3,04/15/2019,Helsingborgs IF,Hammarby,2,1,"Olympia, Helsingborg",
3,04/15/2019,Djurgården,IFK Göteborg,2,1,Tele2 Arena,
4,04/19/2019,Östersund,IF Elfsborg,1,1,Jämtkraft Arena,
4,04/19/2019,IFK Norrköping FK,Falkenbergs FF,4,3,Östgötaporten,
4,04/19/2019,Örebro,AIK,2,1,Behrn Arena,
4,04/20/2019,GIF Sundsvall,Kalmar FF,1,2,NP3 Arena,
4,04/20/2019,IK Sirius FK,Malmö FF,0,1,Studenternas,
4,04/21/2019,BK Häcken,Djurgården,0,1,Bravida Arena,
4,04/21/2019,Hammarby,Athletic Eskilstuna,3,1,Tele2 Arena,
4,04/22/2019,IFK Göteborg,Helsingborgs IF,3,1,Ullevi,
5,04/24/2019,Athletic Eskilstuna,Östersund,0,1,Tunavallen,
5,04/24/2019,Malmö FF,Hammarby,4,1,Eleda Stadion,
5,04/24/2019,IF Elfsborg,Örebro,4,2,Borås Arena,
5,04/24/2019,AIK,BK Häcken,1,0,"Nationalarenan, Friends Arena",
5,04/24/2019,Falkenbergs FF,IK Sirius FK,0,0,Falcon Alkoholfri Arena,
5,04/25/2019,Djurgården,IFK Norrköping FK,1,1,Tele2 Arena,
