round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/17/2015,FC Nordsjælland,SønderjyskE,0,2,Right to Dream Park,
1,07/18/2015,FC Midtjylland,Viborg FF,2,0,MCH Arena,
1,07/19/2015,OB,Hobro IK,3,0,Nature Energy Park,
1,07/19/2015,AGF,Brøndby IF,2,1,Ceres Park,
1,07/20/2015,AaB,Esbjerg fB,1,1,Aalborg Portland Park,
1,09/16/2015,F.C. København,Randers FC,3,0,Parken,
2,07/24/2015,Hobro IK,AaB,0,1,DS Arena,
2,07/24/2015,SønderjyskE,FC Midtjylland,1,2,Sydbank Park,
2,07/26/2015,Randers FC,FC Nordsjælland,3,0,Cepheus Park Randers,
2,07/26/2015,Brøndby IF,OB,1,2,Brøndby Stadion,
2,07/26/2015,Esbjerg fB,F.C. København,1,2,Blue Water Arena,
2,07/27/2015,Viborg FF,AGF,0,0,Energi Viborg Arena,
3,07/29/2016,Viborg FF,Esbjerg fB,2,1,Energi Viborg Arena,
3,07/31/2015,FC Midtjylland,OB,1,0,MCH Arena,
3,07/31/2016,AGF,Randers FC,3,2,Ceres Park,
3,08/02/2015,SønderjyskE,F.C. København,1,3,Sydbank Park,
3,08/02/2015,Brøndby IF,Hobro IK,0,2,Brøndby Stadion,
3,08/03/2015,FC Nordsjælland,AaB,2,1,Right to Dream Park,
4,08/07/2015,OB,AGF,2,2,Nature Energy Park,
4,08/08/2015,Hobro IK,Viborg FF,1,1,DS Arena,
4,08/09/2015,Esbjerg fB,SønderjyskE,0,4,Blue Water Arena,
4,08/09/2015,F.C. København,FC Nordsjælland,1,1,Parken,
4,08/09/2015,Randers FC,Brøndby IF,3,3,Cepheus Park Randers,
4,08/10/2015,AaB,FC Midtjylland,0,2,Aalborg Portland Park,
5,08/14/2015,FC Midtjylland,F.C. København,0,0,MCH Arena,
5,08/15/2015,AGF,AaB,2,3,Ceres Park,
5,08/16/2015,FC Nordsjælland,Esbjerg fB,1,2,Right to Dream Park,
5,08/16/2015,Viborg FF,Brøndby IF,0,4,Energi Viborg Arena,
5,08/16/2015,OB,Randers FC,2,3,Nature Energy Park,
5,08/17/2015,SønderjyskE,Hobro IK,3,0,Sydbank Park,
6,08/21/2015,Hobro IK,FC Nordsjælland,1,3,DS Arena,
6,08/23/2015,Randers FC,Viborg FF,0,1,Cepheus Park Randers,
6,08/23/2015,Brøndby IF,SønderjyskE,1,0,Brøndby Stadion,
6,08/23/2015,F.C. København,AGF,2,2,Parken,
6,08/23/2015,Esbjerg fB,FC Midtjylland,1,1,Blue Water Arena,
