round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/15/2016,Slaven Belupo,Inter-Zaprešić,2,0,,
1,07/17/2016,Cibalia,Hajduk,0,2,,
1,07/17/2016,Dinamo,Lokomotiva,3,1,,
1,07/16/2016,Split,Rijeka,0,3,,
1,07/16/2016,Istra 1961,Osijek,0,1,,
2,07/23/2016,Inter-Zaprešić,Osijek,0,2,,
2,07/22/2016,Rijeka,Istra 1961,4,1,,
2,07/24/2016,Lokomotiva,Split,0,0,,
2,10/08/2016,Hajduk,Dinamo,0,4,,
2,07/23/2016,Slaven Belupo,Cibalia,3,2,,
3,07/30/2016,Cibalia,Inter-Zaprešić,3,3,,
3,07/29/2016,Dinamo,Slaven Belupo,1,1,,
3,07/31/2016,Split,Hajduk,0,1,,
3,07/31/2016,Istra 1961,Lokomotiva,1,1,,
3,07/31/2016,Osijek,Rijeka,0,1,,
4,07/08/2016,Inter-Zaprešić,Rijeka,1,1,,
4,08/08/2016,Lokomotiva,Osijek,2,3,,
4,07/08/2016,Hajduk,Istra 1961,4,0,,
4,05/08/2016,Slaven Belupo,Split,0,0,,
4,06/08/2016,Cibalia,Dinamo,0,2,,
5,08/13/2016,Dinamo,Inter-Zaprešić,2,1,,
5,12/08/2016,Split,Cibalia,2,2,,
5,08/14/2016,Istra 1961,Slaven Belupo,0,0,,
5,08/14/2016,Osijek,Hajduk,1,1,,
5,08/13/2016,Rijeka,Lokomotiva,1,0,,
6,08/21/2016,Inter-Zaprešić,Lokomotiva,2,1,,
6,08/21/2016,Hajduk,Rijeka,2,4,,
6,08/20/2016,Slaven Belupo,Osijek,2,3,,
6,08/20/2016,Cibalia,Istra 1961,1,1,,
6,08/19/2016,Dinamo,Split,1,0,,
7,08/26/2016,Split,Inter-Zaprešić,0,0,,
7,08/28/2016,Istra 1961,Dinamo,1,2,,
7,08/27/2016,Osijek,Cibalia,2,0,,
7,08/27/2016,Rijeka,Slaven Belupo,2,0,,
7,08/28/2016,Lokomotiva,Hajduk,0,2,,
8,09/09/2016,Inter-Zaprešić,Hajduk,1,1,,
8,11/09/2016,Slaven Belupo,Lokomotiva,2,3,,
8,11/09/2016,Cibalia,Rijeka,0,0,,
8,10/09/2016,Dinamo,Osijek,0,1,,
8,10/09/2016,Split,Istra 1961,0,3,,
9,09/17/2016,Istra 1961,Inter-Zaprešić,4,1,,
9,09/18/2016,Osijek,Split,3,0,,
9,09/18/2016,Rijeka,Dinamo,5,2,,
9,09/16/2016,Lokomotiva,Cibalia,4,0,,
9,09/17/2016,Hajduk,Slaven Belupo,4,0,,
10,09/24/2016,Inter-Zaprešić,Slaven Belupo,1,1,,
10,09/24/2016,Hajduk,Cibalia,6,1,,
10,09/23/2016,Lokomotiva,Dinamo,0,1,,
10,09/25/2016,Rijeka,Split,2,0,,
10,09/25/2016,Osijek,Istra 1961,1,1,,
11,01/10/2016,Osijek,Inter-Zaprešić,1,1,,
11,09/30/2016,Istra 1961,Rijeka,0,2,,
11,01/10/2016,Split,Lokomotiva,0,2,,
11,02/10/2016,Dinamo,Hajduk,0,0,,
11,02/10/2016,Cibalia,Slaven Belupo,0,0,,
12,10/15/2016,Inter-Zaprešić,Cibalia,1,0,,
12,10/14/2016,Slaven Belupo,Dinamo,0,1,,
12,10/16/2016,Hajduk,Split,2,1,,
12,10/15/2016,Lokomotiva,Istra 1961,2,1,,
12,10/16/2016,Rijeka,Osijek,3,0,,
13,10/23/2016,Rijeka,Inter-Zaprešić,1,0,,
13,10/23/2016,Osijek,Lokomotiva,1,0,,
13,10/22/2016,Istra 1961,Hajduk,0,0,,
13,10/21/2016,Split,Slaven Belupo,3,0,,
13,10/22/2016,Dinamo,Cibalia,3,0,,
14,10/29/2016,Inter-Zaprešić,Dinamo,0,1,,
14,10/31/2016,Cibalia,Split,1,0,,
14,10/29/2016,Slaven Belupo,Istra 1961,2,0,,
14,10/30/2016,Hajduk,Osijek,1,0,,
14,10/30/2016,Lokomotiva,Rijeka,0,2,,
15,04/11/2016,Lokomotiva,Inter-Zaprešić,0,1,,
15,05/11/2016,Rijeka,Hajduk,2,1,,
15,05/11/2016,Osijek,Slaven Belupo,1,0,,
15,06/11/2016,Istra 1961,Cibalia,3,2,,
15,06/11/2016,Split,Dinamo,0,1,,
16,11/19/2016,Inter-Zaprešić,Split,2,0,,
16,11/18/2016,Dinamo,Istra 1961,1,1,,
16,11/20/2016,Cibalia,Osijek,0,2,,
16,11/20/2016,Slaven Belupo,Rijeka,0,0,,
16,11/19/2016,Hajduk,Lokomotiva,1,0,,
17,11/27/2016,Hajduk,Inter-Zaprešić,2,0,,
17,11/25/2016,Lokomotiva,Slaven Belupo,0,2,,
17,11/26/2016,Rijeka,Cibalia,2,0,,
17,11/27/2016,Osijek,Dinamo,0,2,,
17,11/26/2016,Istra 1961,Split,1,0,,
18,05/12/2016,Inter-Zaprešić,Istra 1961,2,2,,
18,04/12/2016,Split,Osijek,1,1,,
18,03/12/2016,Dinamo,Rijeka,1,1,,
18,03/12/2016,Cibalia,Lokomotiva,1,4,,
18,04/12/2016,Slaven Belupo,Hajduk,2,1,,
19,09/12/2016,Slaven Belupo,Inter-Zaprešić,2,0,,
19,10/12/2016,Cibalia,Hajduk,1,2,,
19,11/12/2016,Dinamo,Lokomotiva,3,1,,
19,11/12/2016,Split,Rijeka,0,2,,
19,10/12/2016,Istra 1961,Osijek,1,3,,
20,12/16/2016,Inter-Zaprešić,Osijek,2,2,,
20,12/17/2016,Rijeka,Istra 1961,1,0,,
20,12/18/2016,Lokomotiva,Split,3,0,,
20,12/17/2016,Hajduk,Dinamo,0,1,,
20,12/18/2016,Slaven Belupo,Cibalia,4,0,,
21,02/18/2017,Cibalia,Inter-Zaprešić,1,1,,
21,02/18/2017,Dinamo,Slaven Belupo,1,0,,
21,02/19/2017,Split,Hajduk,1,1,,
21,02/17/2017,Istra 1961,Lokomotiva,1,0,,
21,02/19/2017,Osijek,Rijeka,2,3,,
22,02/26/2017,Inter-Zaprešić,Rijeka,1,2,,
22,02/25/2017,Lokomotiva,Osijek,2,0,,
22,02/24/2017,Hajduk,Istra 1961,4,0,,
22,02/25/2017,Slaven Belupo,Split,0,1,,
22,02/26/2017,Cibalia,Dinamo,1,2,,
23,04/03/2017,Dinamo,Inter-Zaprešić,2,0,,
23,05/03/2017,Split,Cibalia,1,0,,
23,03/03/2017,Istra 1961,Slaven Belupo,0,0,,
23,05/03/2017,Osijek,Hajduk,2,1,,
23,04/03/2017,Rijeka,Lokomotiva,2,1,,
24,10/03/2017,Inter-Zaprešić,Lokomotiva,0,0,,
24,11/03/2017,Hajduk,Rijeka,1,1,,
24,12/03/2017,Slaven Belupo,Osijek,1,2,,
24,12/03/2017,Cibalia,Istra 1961,0,2,,
24,11/03/2017,Dinamo,Split,4,0,,
