round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/16/2016 19:00,MFK Zemplín Michalovce,AS Trenčín,2,1,,
1,07/16/2016 19:00,MFK Ružomberok,1. FC Tatran Prešov,1,0,,
1,07/17/2016 19:00,FK Železiarne Podbrezová,FC Spartak Trnava,1,1,,
1,07/17/2016 19:00,FK Senica,ŠK Slovan Bratislava ,0,1,,
1,07/17/2016 19:30,MŠK Žilina,FC DAC 1904 Dunajská Streda,2,2,,
2,07/23/2016 19:00,MŠK Žilina,MFK Ružomberok,3,2,,
2,07/23/2016 19:00,AS Trenčín,FK Senica,3,0,,
2,07/24/2016 19:00,ŠK Slovan Bratislava ,FC ViOn Zlaté Moravce - Vráble,3,2,,
2,07/24/2016 19:00,FC Spartak Trnava,FC DAC 1904 Dunajská Streda,2,1,,
2,07/24/2016 20:22,1. FC Tatran Prešov,MFK Zemplín Michalovce,0,0,,
3,07/30/2016 19:00,FC ViOn Zlaté Moravce - Vráble,AS Trenčín,3,0,,
3,07/30/2016 19:00,FK Senica,MFK Zemplín Michalovce,2,0,,
3,07/30/2016 19:00,MŠK Žilina,1. FC Tatran Prešov,4,0,,
3,07/31/2016 17:00,FK Železiarne Podbrezová,ŠK Slovan Bratislava ,2,0,,
3,07/31/2016 19:00,MFK Ružomberok,FC Spartak Trnava,1,1,,
4,08/06/2016 19:00,AS Trenčín,FK Železiarne Podbrezová,0,1,,
4,08/06/2016 19:00,MFK Zemplín Michalovce,FC ViOn Zlaté Moravce - Vráble,0,0,,
4,08/06/2016 19:00,ŠK Slovan Bratislava ,FC DAC 1904 Dunajská Streda,3,2,,
4,08/06/2016 19:00,1. FC Tatran Prešov,FK Senica,0,4,,
4,08/07/2016 19:00,FC Spartak Trnava,MŠK Žilina,1,2,,
5,08/13/2016 19:00,MFK Ružomberok,ŠK Slovan Bratislava ,3,2,,
5,08/13/2016 19:00,FK Železiarne Podbrezová,MFK Zemplín Michalovce,1,0,,
5,08/13/2016 19:00,FC DAC 1904 Dunajská Streda,AS Trenčín,2,3,,
5,08/13/2016 19:00,FC ViOn Zlaté Moravce - Vráble,FK Senica,0,1,,
5,08/13/2016 19:00,FC Spartak Trnava,1. FC Tatran Prešov,2,0,,
6,08/20/2016 19:00,FK Senica,FK Železiarne Podbrezová,0,1,,
6,08/20/2016 19:00,ŠK Slovan Bratislava ,MŠK Žilina,1,0,,
6,08/20/2016 19:00,1. FC Tatran Prešov,FC ViOn Zlaté Moravce - Vráble,1,0,,
6,08/20/2016 19:00,MFK Zemplín Michalovce,FC DAC 1904 Dunajská Streda,1,0,,
6,08/21/2016 19:00,AS Trenčín,MFK Ružomberok,3,1,,
7,08/25/2016 19:00,FC DAC 1904 Dunajská Streda,FK Senica,0,0,,
7,08/27/2016 19:00,FK Železiarne Podbrezová,FC ViOn Zlaté Moravce - Vráble,1,1,,
7,08/27/2016 19:00,FC Spartak Trnava,ŠK Slovan Bratislava ,0,0,,
7,08/27/2016 19:00,MFK Ružomberok,MFK Zemplín Michalovce,4,0,,
7,08/28/2016 19:00,MŠK Žilina,AS Trenčín,4,0,,
8,09/10/2016 17:00,AS Trenčín,FC Spartak Trnava,3,3,,
8,09/10/2016 19:00,1. FC Tatran Prešov,FK Železiarne Podbrezová,0,2,,
8,09/10/2016 19:00,FC ViOn Zlaté Moravce - Vráble,FC DAC 1904 Dunajská Streda,1,1,,
8,09/10/2016 19:00,FK Senica,MFK Ružomberok,1,1,,
8,09/10/2016 19:00,MFK Zemplín Michalovce,MŠK Žilina,0,2,,
9,09/17/2016 17:00,MŠK Žilina,FK Senica,4,2,,
9,09/17/2016 19:00,FC Spartak Trnava,MFK Zemplín Michalovce,2,3,,
9,09/17/2016 19:00,MFK Ružomberok,FC ViOn Zlaté Moravce - Vráble,6,1,,
9,09/17/2016 19:00,FC DAC 1904 Dunajská Streda,FK Železiarne Podbrezová,0,0,,
9,09/17/2016 20:00,ŠK Slovan Bratislava ,1. FC Tatran Prešov,1,1,,
10,09/24/2016 17:00,AS Trenčín,ŠK Slovan Bratislava ,2,1,,
