round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/30/1978 00:00,FC Hanau 93,KSV Baunatal,0,3,Herbert-Dröse-Stadion,
1,07/30/1978 00:00,MTV Ingolstadt,1. FC Saarbrücken,2,1,Bezirkssportanlage Mitte,
1,07/30/1978 00:00,Stuttgarter Kickers,Kickers Offenbach,2,2,Kickers-Platz,
1,07/30/1978 00:00,Borussia Neunkirchen,SV CHIO Waldhof,1,1,Ellenfeldstadion,
1,07/30/1978 00:00,Karlsruher SC,Freiburger FC,2,1,Wildparkstadion,
1,07/30/1978 00:00,FSV Frankfurt,FC Augsburg,2,1,Stadion am Bornheimer Hang,
1,07/30/1978 00:00,Eintracht Trier,FC 08 Homburg,3,1,Moselstadion,
1,07/30/1978 00:00,SC Freiburg,VfR Wormatia 08 Worms,0,2,Möslestadion,
1,07/30/1978 00:00,TSV 1860 München,SpVgg Bayreuth,1,3,Olympiastadion,
1,07/30/1978 00:00,1. Würzburger FV 1904,SpVgg Fürth,1,1,DJK-Stadion,
2,08/09/1978 00:00,SpVgg Bayreuth,MTV Ingolstadt,4,0,Städtisches Stadion Bayreuth,
2,08/09/1978 00:00,KSV Baunatal,FSV Frankfurt,3,1,Auestadion,
2,08/09/1978 00:00,SV CHIO Waldhof,TSV 1860 München,1,1,Seppl-Herberger-Stadion,
2,08/09/1978 00:00,SpVgg Fürth,Eintracht Trier,2,0,Sportpark Ronhof,
2,08/09/1978 00:00,FC 08 Homburg,Stuttgarter Kickers,1,2,Waldstadion Homburg,
2,08/09/1978 00:00,VfR Wormatia 08 Worms,Karlsruher SC,0,2,Wormatia-Stadion,
2,08/09/1978 00:00,1. FC Saarbrücken,1. Würzburger FV 1904,3,1,Ludwigspark,
2,08/09/1978 00:00,Kickers Offenbach,SC Freiburg,5,0,Bieberer Berg,
2,08/09/1978 00:00,FC Augsburg,Borussia Neunkirchen,3,2,Rosenau-Stadion,
2,08/09/1978 00:00,Freiburger FC,FC Hanau 93,5,1,Möslestadion,
3,08/13/1978 00:00,MTV Ingolstadt,SV CHIO Waldhof,2,1,Bezirkssportanlage Mitte,
3,08/13/1978 00:00,Stuttgarter Kickers,SpVgg Fürth,2,2,Kickers-Platz,
