round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/30/1978 00:00,Fortuna Köln,Bayer 04 Leverkusen,1,3,Kölner Südstadion,
1,07/30/1978 00:00,SG Wattenscheid 09,Kieler SV Holstein,2,0,Lohrheidestadion,
1,07/30/1978 00:00,Alemannia Aachen,FC St. Pauli,0,0,Tivoli (alt),
1,07/30/1978 00:00,SC Preußen Münster,SC Viktoria Köln,2,0,Preußenstadion,
1,07/30/1978 00:00,FC Bayer 05 Uerdingen,Wuppertaler SV,4,2,Grotenburg-Kampfbahn,
1,07/30/1978 00:00,Hannover 96,DSC Wanne-Eickel,4,2,Niedersachsenstadion,
1,07/30/1978 00:00,Wacker 04 Berlin,VfL Osnabrück,2,1,Wackerplatz,
1,07/30/1978 00:00,Rot-Weiss Lüdenscheid,Union Solingen,3,1,Nattenberg Stadion,
1,07/30/1978 00:00,Tennis Borussia Berlin,Rot-Weiss Essen,1,1,Olympiastadion,
1,07/30/1978 00:00,SC Westfalia Herne,Arminia Hannover,4,0,Schloss Strünkede,
2,08/09/1978 00:00,SC Viktoria Köln,Alemannia Aachen,2,2,Sportpark Höhenberg,
2,08/09/1978 00:00,Wuppertaler SV,Wacker 04 Berlin,3,1,Stadion am Zoo,
2,08/09/1978 00:00,Bayer 04 Leverkusen,Tennis Borussia Berlin,5,2,Kleines Haberland-Stadion,
2,08/09/1978 00:00,Arminia Hannover,Fortuna Köln,2,2,Stadion am Bischofsholer Damm,
2,08/09/1978 00:00,VfL Osnabrück,SG Wattenscheid 09,1,1,Piepenbrock-Stadion an der Bremer Brücke,
2,08/09/1978 00:00,Rot-Weiss Essen,Rot-Weiss Lüdenscheid,4,2,Georg-Melches-Stadion,
2,08/09/1978 00:00,DSC Wanne-Eickel,SC Preußen Münster,2,1,Mondpalast-Arena,
2,08/09/1978 00:00,FC St. Pauli,FC Bayer 05 Uerdingen,1,4,Wilhelm-Koch-Stadion,
2,08/09/1978 00:00,Union Solingen,Hannover 96,1,1,Stadion am Hermann-Löns-Weg,
2,08/09/1978 00:00,Kieler SV Holstein,SC Westfalia Herne,2,1,Holstein-Stadion,
3,08/13/1978 00:00,Tennis Borussia Berlin,Rot-Weiss Lüdenscheid,2,0,Olympiastadion,
3,08/13/1978 00:00,Fortuna Köln,Kieler SV Holstein,5,0,Kölner Südstadion,
3,08/13/1978 00:00,SG Wattenscheid 09,Wuppertaler SV,0,2,Lohrheidestadion,
3,08/13/1978 00:00,Wacker 04 Berlin,FC St. Pauli,2,4,Wackerplatz,
3,08/13/1978 00:00,SC Westfalia Herne,VfL Osnabrück,2,3,Schloss Strünkede,
3,08/13/1978 00:00,SC Preußen Münster,Union Solingen,2,0,Preußenstadion,
3,08/13/1978 00:00,Bayer 04 Leverkusen,Arminia Hannover,3,0,Kleines Haberland-Stadion,
3,08/13/1978 00:00,FC Bayer 05 Uerdingen,SC Viktoria Köln,2,1,Grotenburg-Kampfbahn,
3,08/13/1978 00:00,Alemannia Aachen,DSC Wanne-Eickel,2,2,Tivoli (alt),
3,08/13/1978 00:00,Hannover 96,Rot-Weiss Essen,1,3,Niedersachsenstadion,
4,08/20/1978 00:00,Arminia Hannover,Tennis Borussia Berlin,1,1,Stadion am Bischofsholer Damm,
4,08/20/1978 00:00,VfL Osnabrück,Fortuna Köln,2,1,Piepenbrock-Stadion an der Bremer Brücke,
4,08/20/1978 00:00,SC Viktoria Köln,Wacker 04 Berlin,1,0,Sportpark Höhenberg,
4,08/20/1978 00:00,Union Solingen,Alemannia Aachen,1,0,Stadion am Hermann-Löns-Weg,
4,08/20/1978 00:00,Rot-Weiss Lüdenscheid,Hannover 96,2,4,Nattenberg Stadion,
4,08/20/1978 00:00,Kieler SV Holstein,Bayer 04 Leverkusen,1,2,Holstein-Stadion,
4,08/20/1978 00:00,Wuppertaler SV,SC Westfalia Herne,1,1,Stadion am Zoo,
4,08/20/1978 00:00,FC St. Pauli,SG Wattenscheid 09,2,0,Wilhelm-Koch-Stadion,
4,08/20/1978 00:00,Rot-Weiss Essen,SC Preußen Münster,2,0,Georg-Melches-Stadion,
4,08/20/1978 00:00,DSC Wanne-Eickel,FC Bayer 05 Uerdingen,1,1,Mondpalast-Arena,
5,08/27/1978 00:00,Fortuna Köln,Wuppertaler SV,2,2,Kölner Südstadion,
5,08/27/1978 00:00,Arminia Hannover,Kieler SV Holstein,1,0,Stadion am Bischofsholer Damm,
5,08/27/1978 00:00,FC Bayer 05 Uerdingen,Union Solingen,0,0,Grotenburg-Kampfbahn,
5,08/27/1978 00:00,Wacker 04 Berlin,DSC Wanne-Eickel,0,4,Wackerplatz,
5,08/27/1978 00:00,Tennis Borussia Berlin,Hannover 96,3,3,Olympiastadion,
5,08/27/1978 00:00,Alemannia Aachen,Rot-Weiss Essen,1,0,Tivoli (alt),
5,08/27/1978 00:00,Bayer 04 Leverkusen,VfL Osnabrück,3,0,Kleines Haberland-Stadion,
5,08/27/1978 00:00,SC Westfalia Herne,FC St. Pauli,1,1,Schloss Strünkede,
5,08/27/1978 00:00,SG Wattenscheid 09,SC Viktoria Köln,1,1,Lohrheidestadion,
5,08/27/1978 00:00,SC Preußen Münster,Rot-Weiss Lüdenscheid,1,0,Preußenstadion,
6,09/03/1978 00:00,FC St. Pauli,Fortuna Köln,2,1,Wilhelm-Koch-Stadion,
6,09/03/1978 00:00,DSC Wanne-Eickel,SG Wattenscheid 09,2,3,Mondpalast-Arena,
6,09/03/1978 00:00,VfL Osnabrück,Arminia Hannover,2,0,Piepenbrock-Stadion an der Bremer Brücke,
6,09/03/1978 00:00,Kieler SV Holstein,Tennis Borussia Berlin,0,0,Holstein-Stadion,
6,09/03/1978 00:00,Union Solingen,Wacker 04 Berlin,5,2,Stadion am Hermann-Löns-Weg,
6,09/03/1978 00:00,Rot-Weiss Essen,FC Bayer 05 Uerdingen,3,3,Georg-Melches-Stadion,
6,09/03/1978 00:00,Hannover 96,SC Preußen Münster,1,1,Niedersachsenstadion,
6,09/03/1978 00:00,Wuppertaler SV,Bayer 04 Leverkusen,1,3,Stadion am Zoo,
6,09/03/1978 00:00,Rot-Weiss Lüdenscheid,Alemannia Aachen,1,1,Nattenberg Stadion,
6,09/03/1978 00:00,SC Viktoria Köln,SC Westfalia Herne,1,3,Sportpark Höhenberg,
7,09/10/1978 00:00,SG Wattenscheid 09,Union Solingen,0,0,Lohrheidestadion,
7,09/10/1978 00:00,Kieler SV Holstein,VfL Osnabrück,3,2,Holstein-Stadion,
7,09/10/1978 00:00,SC Westfalia Herne,DSC Wanne-Eickel,0,2,Mondpalast-Arena,
7,09/10/1978 00:00,FC Bayer 05 Uerdingen,Rot-Weiss Lüdenscheid,2,0,Grotenburg-Kampfbahn,
7,09/10/1978 00:00,Tennis Borussia Berlin,SC Preußen Münster,0,2,Olympiastadion,
7,09/10/1978 00:00,Alemannia Aachen,Hannover 96,1,1,Tivoli (alt),
7,09/10/1978 00:00,Bayer 04 Leverkusen,FC St. Pauli,3,0,Kleines Haberland-Stadion,
7,09/10/1978 00:00,Arminia Hannover,Wuppertaler SV,4,1,Stadion am Bischofsholer Damm,
7,09/10/1978 00:00,Fortuna Köln,SC Viktoria Köln,2,1,Kölner Südstadion,
7,09/24/1978 00:00,Wacker 04 Berlin,Rot-Weiss Essen,1,0,Wackerplatz,
8,09/17/1978 00:00,Rot-Weiss Lüdenscheid,Wacker 04 Berlin,4,1,Nattenberg Stadion,
8,09/17/1978 00:00,VfL Osnabrück,Tennis Borussia Berlin,2,0,Piepenbrock-Stadion an der Bremer Brücke,
8,09/17/1978 00:00,Union Solingen,SC Westfalia Herne,0,0,Stadion am Hermann-Löns-Weg,
8,09/17/1978 00:00,SC Viktoria Köln,Bayer 04 Leverkusen,1,4,Sportpark Höhenberg,
8,09/17/1978 00:00,DSC Wanne-Eickel,Fortuna Köln,2,1,Mondpalast-Arena,
8,09/17/1978 00:00,FC St. Pauli,Arminia Hannover,4,1,Wilhelm-Koch-Stadion,
8,09/17/1978 00:00,Wuppertaler SV,Kieler SV Holstein,5,0,Stadion am Zoo,
8,09/17/1978 00:00,SC Preußen Münster,Alemannia Aachen,4,0,Preußenstadion,
8,09/17/1978 00:00,Rot-Weiss Essen,SG Wattenscheid 09,7,2,Georg-Melches-Stadion,
8,09/17/1978 00:00,Hannover 96,FC Bayer 05 Uerdingen,1,1,Niedersachsenstadion,
9,10/01/1978 00:00,Fortuna Köln,Union Solingen,3,0,Sportpark Höhenberg,
9,10/01/1978 00:00,Wacker 04 Berlin,Hannover 96,0,0,Wackerplatz,
9,10/01/1978 00:00,SG Wattenscheid 09,Rot-Weiss Lüdenscheid,6,0,Lohrheidestadion,
9,10/01/1978 00:00,VfL Osnabrück,Wuppertaler SV,3,1,Piepenbrock-Stadion an der Bremer Brücke,
9,10/01/1978 00:00,Kieler SV Holstein,FC St. Pauli,2,1,Holstein-Stadion,
9,10/01/1978 00:00,Arminia Hannover,SC Viktoria Köln,3,2,Stadion am Bischofsholer Damm,
9,10/01/1978 00:00,Bayer 04 Leverkusen,DSC Wanne-Eickel,4,1,Kleines Haberland-Stadion,
9,10/01/1978 00:00,SC Westfalia Herne,Rot-Weiss Essen,2,2,Schloss Strünkede,
9,10/01/1978 00:00,Tennis Borussia Berlin,Alemannia Aachen,2,1,Olympiastadion,
9,10/01/1978 00:00,FC Bayer 05 Uerdingen,SC Preußen Münster,2,1,Grotenburg-Kampfbahn,
10,10/08/1978 00:00,Rot-Weiss Essen,Fortuna Köln,1,1,Georg-Melches-Stadion,
10,10/08/1978 00:00,Alemannia Aachen,FC Bayer 05 Uerdingen,4,0,Tivoli (alt),
10,10/08/1978 00:00,Union Solingen,Bayer 04 Leverkusen,1,1,Stadion am Hermann-Löns-Weg,
10,10/08/1978 00:00,SC Viktoria Köln,Kieler SV Holstein,2,0,Sportpark Höhenberg,
10,10/08/1978 00:00,Wuppertaler SV,Tennis Borussia Berlin,0,0,Stadion am Zoo,
