round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/29/2006,Dinamo,Slaven Belupo,1,0,,
1,07/29/2006,Šibenik,Osijek,1,2,,
1,07/29/2006,Pula,Varteks,1,1,,
1,07/29/2006,Međimurje,Hajduk,0,2,,
1,07/29/2006,Kamen Ingrad,Zagreb,1,3,,
1,07/29/2006,Cibalia,Rijeka,3,4,,
2,05/08/2006,Osijek,Pula,0,0,,
2,05/08/2006,Dinamo,Šibenik,4,3,,
2,05/08/2006,Varteks,Međimurje,3,1,,
2,05/08/2006,Hajduk,Cibalia,2,0,,
2,05/08/2006,Rijeka,Kamen Ingrad,4,2,,
2,05/08/2006,Slaven Belupo,Zagreb,0,1,,
3,12/08/2006,Šibenik,Slaven Belupo,2,1,,
3,12/08/2006,Pula,Dinamo,0,2,,
3,12/08/2006,Međimurje,Osijek,2,0,,
3,12/08/2006,Cibalia,Varteks,1,2,,
3,12/08/2006,Zagreb,Rijeka,1,0,,
3,12/08/2006,Kamen Ingrad,Hajduk,2,3,,
4,08/19/2006,Dinamo,Međimurje,4,1,,
4,08/19/2006,Šibenik,Pula,1,0,,
4,08/19/2006,Osijek,Cibalia,3,1,,
4,08/19/2006,Varteks,Kamen Ingrad,3,0,,
4,08/19/2006,Hajduk,Zagreb,2,0,,
4,08/19/2006,Slaven Belupo,Rijeka,3,2,,
5,08/26/2006,Pula,Slaven Belupo,2,1,,
5,08/26/2006,Međimurje,Šibenik,2,1,,
5,08/26/2006,Cibalia,Dinamo,0,1,,
5,08/26/2006,Kamen Ingrad,Osijek,1,1,,
5,08/26/2006,Rijeka,Hajduk,0,1,,
5,08/26/2006,Zagreb,Varteks,3,0,,
6,09/09/2006,Šibenik,Cibalia,1,0,,
6,09/09/2006,Pula,Međimurje,3,0,,
6,09/09/2006,Dinamo,Kamen Ingrad,2,0,,
6,09/09/2006,Osijek,Zagreb,1,1,,
6,09/09/2006,Varteks,Rijeka,2,1,,
6,09/09/2006,Slaven Belupo,Hajduk,0,1,,
7,09/16/2006,Međimurje,Slaven Belupo,0,3,,
7,09/16/2006,Cibalia,Pula,3,1,,
7,09/16/2006,Kamen Ingrad,Šibenik,3,1,,
7,09/16/2006,Zagreb,Dinamo,0,3,,
7,09/16/2006,Hajduk,Varteks,3,1,,
7,09/16/2006,Rijeka,Osijek,2,2,,
8,09/23/2006,Pula,Kamen Ingrad,2,0,,
8,09/23/2006,Međimurje,Cibalia,3,1,,
8,09/23/2006,Šibenik,Zagreb,1,0,,
8,09/23/2006,Dinamo,Rijeka,1,0,,
8,09/23/2006,Osijek,Hajduk,1,0,,
8,09/23/2006,Slaven Belupo,Varteks,3,2,,
9,09/30/2006,Cibalia,Slaven Belupo,2,0,,
9,09/30/2006,Kamen Ingrad,Međimurje,0,2,,
9,09/30/2006,Zagreb,Pula,0,3,,
9,09/30/2006,Rijeka,Šibenik,1,3,,
9,09/30/2006,Varteks,Osijek,3,1,,
9,09/30/2006,Hajduk,Dinamo,2,2,,
10,10/14/2006,Međimurje,Zagreb,2,0,,
10,10/14/2006,Cibalia,Kamen Ingrad,1,3,,
10,10/14/2006,Pula,Rijeka,2,3,,
10,10/14/2006,Šibenik,Hajduk,1,2,,
