round,date,home_team,away_team,home_score,away_score,stadium,stage
1,06/16/2020 18:00,Viking,Bodø/Glimt,2,4,SR-Bank Arena,
1,06/16/2020 18:00,Odd,Sandefjord Fotball,1,2,Skagerak Arena,
1,06/16/2020 18:00,Aalesund,Molde,1,4,Color Line Stadion,
1,06/16/2020 18:00,Rosenborg,Kristiansund,0,0,Lerkendal stadion,
1,06/16/2020 18:00,Stabæk,Mjøndalen,0,0,Nadderud stadion,
1,06/16/2020 20:30,Sarpsborg 08,Vålerenga,0,1,Sarpsborg st KG,
1,06/17/2020 18:00,Start,Strømsgodset,2,2,Sparebanken Sør Arena,
1,06/17/2020 20:30,Haugesund,Brann,1,2,Haugesund stadion,
2,06/20/2020 18:00,Mjøndalen,Sarpsborg 08,1,0,Consto Arena,
2,06/20/2020 20:30,Molde,Rosenborg,1,0,Aker stadion,
2,06/21/2020 18:00,Strømsgodset,Odd,1,0,Marienlyst stadion,
2,06/21/2020 18:00,Sandefjord Fotball,Start,2,2,Sandefjord Arena,
2,06/21/2020 18:00,Bodø/Glimt,Haugesund,6,1,Aspmyra stadion,
2,06/21/2020 18:00,Vålerenga,Stabæk,2,2,Intility Arena,
2,06/21/2020 18:00,Kristiansund,Aalesund,7,2,Kristiansund stadion,
2,06/21/2020 20:30,Brann,Viking,3,0,Brann stadion,
3,06/24/2020 18:00,Start,Molde,2,3,Sparebanken Sør Arena,
3,06/24/2020 18:00,Aalesund,Brann,2,2,Color Line Stadion,
3,06/24/2020 18:00,Stabæk,Sandefjord Fotball,2,0,Nadderud stadion,
3,06/24/2020 18:00,Viking,Mjøndalen,1,1,SR-Bank Arena,
3,06/24/2020 18:00,Haugesund,Kristiansund,2,2,Haugesund stadion,
3,06/24/2020 20:30,Odd,Vålerenga,4,1,Skagerak Arena,
3,06/25/2020 18:00,Sarpsborg 08,Strømsgodset,2,3,Sarpsborg st KG,
3,06/25/2020 20:30,Rosenborg,Bodø/Glimt,2,3,Lerkendal stadion,
4,06/27/2020 18:00,Start,Odd,0,5,Sparebanken Sør Arena,
4,06/27/2020 20:30,Vålerenga,Viking,2,1,Intility Arena,
4,06/28/2020 18:00,Molde,Stabæk,4,1,Aker stadion,
4,06/28/2020 18:00,Strømsgodset,Aalesund,1,1,Marienlyst stadion,
4,06/28/2020 18:00,Sandefjord Fotball,Haugesund,0,1,Sandefjord Arena,
4,06/28/2020 18:00,Bodø/Glimt,Sarpsborg 08,2,1,Aspmyra stadion,
4,06/28/2020 18:00,Mjøndalen,Kristiansund,1,2,Consto Arena,
4,06/28/2020 20:30,Brann,Rosenborg,1,2,Brann stadion,
5,07/01/2020 18:00,Aalesund,Mjøndalen,1,3,Color Line Stadion,
5,07/01/2020 18:00,Viking,Sandefjord Fotball,2,0,SR-Bank Arena,
5,07/01/2020 18:00,Stabæk,Strømsgodset,2,0,Nadderud stadion,
5,07/01/2020 18:00,Haugesund,Start,1,0,Haugesund stadion,
5,07/01/2020 18:00,Odd,Bodø/Glimt,0,4,Skagerak Arena,
5,07/01/2020 20:30,Rosenborg,Vålerenga,1,1,Lerkendal stadion,
5,07/02/2020 18:00,Kristiansund,Molde,2,2,Kristiansund stadion,
5,07/02/2020 20:30,Sarpsborg 08,Brann,0,1,Sarpsborg st KG,
6,07/04/2020 18:00,Start,Viking,1,1,Sparebanken Sør Arena,
6,07/04/2020 20:30,Vålerenga,Aalesund,2,2,Intility Arena,
6,07/05/2020 18:00,Bodø/Glimt,Brann,5,0,Aspmyra stadion,
6,07/05/2020 18:00,Odd,Haugesund,0,0,Skagerak Arena,
6,07/05/2020 18:00,Molde,Mjøndalen,2,1,Aker stadion,
6,07/05/2020 18:00,Sandefjord Fotball,Sarpsborg 08,0,3,Sandefjord Arena,
6,07/05/2020 18:00,Strømsgodset,Kristiansund,2,2,Marienlyst stadion,
6,07/05/2020 20:30,Stabæk,Rosenborg,0,3,Nadderud stadion,
7,07/11/2020 18:00,Haugesund,Molde,0,3,Haugesund stadion,
7,07/11/2020 20:30,Rosenborg,Strømsgodset,3,0,Lerkendal stadion,
7,07/12/2020 18:00,Aalesund,Bodø/Glimt,1,6,Color Line Stadion,
7,07/12/2020 18:00,Sarpsborg 08,Start,1,0,Sarpsborg st KG,
7,07/12/2020 18:00,Mjøndalen,Vålerenga,0,1,Consto Arena,
7,07/12/2020 18:00,Kristiansund,Stabæk,1,2,Kristiansund stadion,
7,07/12/2020 18:00,Viking,Odd,1,2,SR-Bank Arena,
7,07/12/2020 20:30,Brann,Sandefjord Fotball,3,1,Brann stadion,
8,07/15/2020 18:00,Molde,Viking,5,0,Aker stadion,
8,07/15/2020 18:00,Strømsgodset,Mjøndalen,2,1,Marienlyst stadion,
8,07/15/2020 18:00,Vålerenga,Haugesund,1,0,Intility Arena,
8,07/15/2020 18:00,Sandefjord Fotball,Aalesund,1,0,Sandefjord Arena,
8,07/15/2020 18:00,Bodø/Glimt,Kristiansund,2,1,Aspmyra stadion,
8,07/15/2020 20:30,Odd,Brann,1,0,Skagerak Arena,
8,07/16/2020 18:00,Stabæk,Sarpsborg 08,1,1,Nadderud stadion,
8,07/16/2020 20:30,Start,Rosenborg,0,0,Sparebanken Sør Arena,
9,07/18/2020 18:00,Mjøndalen,Bodø/Glimt,2,3,Consto Arena,
9,07/18/2020 20:30,Haugesund,Viking,0,2,Haugesund stadion,
9,07/19/2020 18:00,Strømsgodset,Molde,0,4,Marienlyst stadion,
9,07/19/2020 18:00,Sarpsborg 08,Odd,2,0,Sarpsborg st KG,
9,07/19/2020 18:00,Aalesund,Stabæk,1,3,Color Line Stadion,
9,07/19/2020 18:00,Kristiansund,Vålerenga,0,0,Kristiansund stadion,
