round,date,home_team,away_team,home_score,away_score,stadium,stage
1,06/16/2020,GIF Sundsvall,Umeå FC,3,1,NP3 Arena,
1,06/16/2020,Halmstad,Trelleborgs FF,0,1,Örjans Vall,
1,06/16/2020,Athletic Eskilstuna,Västerås SK FK,0,1,Tunavallen,
1,06/16/2020,Akropolis IF,Dalkurd,0,0,Grimsta IP 1,
1,06/16/2020,GAIS,Jönköpings Södra IF,1,0,Gamla Ullevi,
1,06/17/2020,Degerfors IF,IK Brage,4,1,Stora Valla,
1,06/17/2020,Ljungskile SK Herrfotboll,Örgryte IS Fotboll,2,3,Skarsjövallen,
1,06/17/2020,Östers IF,Norrby IF,2,1,Visma Arena,
2,06/21/2020,Norrby IF,GAIS,3,0,Borås Arena,
2,06/21/2020,Umeå FC,Akropolis IF,1,1,Umeå Energi Arena SOL,
2,06/21/2020,Västerås SK FK,Degerfors IF,2,2,Iver Arena,
2,06/22/2020,IK Brage,GIF Sundsvall,1,2,Domnarvsvallen,
2,06/23/2020,Jönköpings Södra IF,Ljungskile SK Herrfotboll,2,1,Stadsparksvallen,
2,06/23/2020,Trelleborgs FF,Östers IF,0,1,"Vångavallen, Trelleborg A-plan",
2,06/23/2020,Örgryte IS Fotboll,Halmstad,0,3,Gamla Ullevi,
2,06/23/2020,Dalkurd,Athletic Eskilstuna,5,0,Studenternas,
3,06/27/2020,Athletic Eskilstuna,Umeå FC,1,3,Tunavallen,
3,06/27/2020,Akropolis IF,Örgryte IS Fotboll,2,0,Grimsta IP 1,
3,06/27/2020,GIF Sundsvall,Dalkurd,1,1,NP3 Arena,
3,06/27/2020,Halmstad,Jönköpings Södra IF,3,0,Örjans Vall,
3,06/27/2020,Östers IF,Västerås SK FK,0,0,Visma Arena,
3,06/28/2020,Degerfors IF,Norrby IF,0,1,Stora Valla,
3,06/28/2020,GAIS,IK Brage,0,1,Gamla Ullevi,
3,06/28/2020,Ljungskile SK Herrfotboll,Trelleborgs FF,2,0,Skarsjövallen,
4,07/03/2020,Jönköpings Södra IF,Akropolis IF,3,1,Stadsparksvallen,
4,07/03/2020,Trelleborgs FF,GIF Sundsvall,1,1,"Vångavallen, Trelleborg A-plan",
4,07/04/2020,Dalkurd,Degerfors IF,1,2,Studenternas,
4,07/04/2020,Umeå FC,Östers IF,0,0,Umeå Energi Arena SOL,
4,07/04/2020,IK Brage,Halmstad,0,0,Domnarvsvallen,
4,07/04/2020,Örgryte IS Fotboll,Athletic Eskilstuna,2,1,Gamla Ullevi,
4,07/04/2020,Norrby IF,Ljungskile SK Herrfotboll,2,2,Borås Arena,
4,07/05/2020,Västerås SK FK,GAIS,2,2,Iver Arena,
5,07/07/2020,Athletic Eskilstuna,Jönköpings Södra IF,3,2,Tunavallen,
5,07/07/2020,Akropolis IF,Trelleborgs FF,2,2,Grimsta IP 1,
5,07/07/2020,Degerfors IF,Umeå FC,1,0,Stora Valla,
5,07/08/2020,Ljungskile SK Herrfotboll,IK Brage,1,3,Skarsjövallen,
5,07/08/2020,GAIS,Dalkurd,2,1,Gamla Ullevi,
5,07/08/2020,GIF Sundsvall,Västerås SK FK,3,1,NP3 Arena,
5,07/08/2020,Halmstad,Norrby IF,3,0,Örjans Vall,
5,07/08/2020,Östers IF,Örgryte IS Fotboll,2,0,Visma Arena,
6,07/11/2020,Jönköpings Södra IF,Degerfors IF,0,1,Stadsparksvallen,
6,07/11/2020,Örgryte IS Fotboll,GIF Sundsvall,0,2,Gamla Ullevi,
6,07/12/2020,Umeå FC,Halmstad,0,1,Umeå Energi Arena SOL,
6,07/12/2020,Västerås SK FK,Ljungskile SK Herrfotboll,2,1,Iver Arena,
6,07/12/2020,Athletic Eskilstuna,IK Brage,1,2,Tunavallen,
6,07/13/2020,Dalkurd,Östers IF,1,1,Studenternas,
6,07/13/2020,Trelleborgs FF,GAIS,2,0,"Vångavallen, Trelleborg A-plan",
6,07/13/2020,Norrby IF,Akropolis IF,1,1,Borås Arena,
7,07/18/2020,Ljungskile SK Herrfotboll,Dalkurd,2,2,Skarsjövallen,
7,07/18/2020,GIF Sundsvall,Norrby IF,0,0,NP3 Arena,
7,07/18/2020,Degerfors IF,Trelleborgs FF,1,0,Stora Valla,
7,07/18/2020,GAIS,Umeå FC,1,1,Gamla Ullevi,
7,07/18/2020,Östers IF,Jönköpings Södra IF,1,3,Visma Arena,
7,07/19/2020,IK Brage,Örgryte IS Fotboll,3,2,Domnarvsvallen,
7,07/19/2020,Halmstad,Athletic Eskilstuna,2,1,Örjans Vall,
7,07/20/2020,Akropolis IF,Västerås SK FK,2,0,Grimsta IP 1,
8,07/24/2020,Örgryte IS Fotboll,Degerfors IF,1,1,Gamla Ullevi,
8,07/24/2020,Athletic Eskilstuna,GAIS,2,0,Tunavallen,
8,07/25/2020,Umeå FC,Ljungskile SK Herrfotboll,3,1,Umeå Energi Arena SOL,
8,07/25/2020,Östers IF,GIF Sundsvall,1,1,Visma Arena,
8,07/25/2020,Västerås SK FK,Norrby IF,1,2,Iver Arena,
8,07/25/2020,Jönköpings Södra IF,IK Brage,2,0,Stadsparksvallen,
8,07/25/2020,Halmstad,Akropolis IF,2,3,Örjans Vall,
8,07/25/2020,Trelleborgs FF,Dalkurd,4,1,"Vångavallen, Trelleborg A-plan",
9,07/29/2020,Jönköpings Södra IF,GIF Sundsvall,3,3,Stadsparksvallen,
9,07/29/2020,Degerfors IF,Östers IF,3,1,Stora Valla,
9,07/29/2020,Västerås SK FK,Halmstad,2,3,Iver Arena,
9,07/29/2020,GAIS,Ljungskile SK Herrfotboll,1,1,Gamla Ullevi,
9,07/29/2020,Dalkurd,Örgryte IS Fotboll,0,0,Studenternas,
9,07/29/2020,Norrby IF,Athletic Eskilstuna,0,0,Borås Arena,
9,07/30/2020,IK Brage,Akropolis IF,1,1,Domnarvsvallen,
9,07/30/2020,Trelleborgs FF,Umeå FC,1,1,"Vångavallen, Trelleborg A-plan",
10,08/01/2020,GIF Sundsvall,Degerfors IF,1,4,NP3 Arena,
10,08/01/2020,Athletic Eskilstuna,Östers IF,1,1,Tunavallen,
10,08/01/2020,Ljungskile SK Herrfotboll,Halmstad,0,0,Skarsjövallen,
10,08/02/2020,Norrby IF,Jönköpings Södra IF,1,2,Borås Arena,
10,08/02/2020,Akropolis IF,GAIS,2,2,Grimsta IP 1,
10,08/03/2020,Umeå FC,Dalkurd,1,2,Umeå Energi Arena SOL,
10,08/03/2020,IK Brage,Trelleborgs FF,3,0,Domnarvsvallen,
10,08/03/2020,Örgryte IS Fotboll,Västerås SK FK,2,1,Gamla Ullevi,
11,08/07/2020,GIF Sundsvall,Ljungskile SK Herrfotboll,5,2,NP3 Arena,
11,08/07/2020,Västerås SK FK,IK Brage,2,1,Iver Arena,
11,08/07/2020,Östers IF,Akropolis IF,0,1,Visma Arena,
11,08/08/2020,Degerfors IF,Athletic Eskilstuna,5,0,Stora Valla,
11,08/08/2020,Jönköpings Södra IF,Umeå FC,1,0,Stadsparksvallen,
11,08/08/2020,Dalkurd,Norrby IF,2,2,Studenternas,
11,08/08/2020,Halmstad,GAIS,0,0,Örjans Vall,
11,08/09/2020,Örgryte IS Fotboll,Trelleborgs FF,2,1,Gamla Ullevi,
12,08/11/2020,Akropolis IF,GIF Sundsvall,1,1,Grimsta IP 1,
12,08/11/2020,Halmstad,Östers IF,2,0,Örjans Vall,
12,08/12/2020,IK Brage,Norrby IF,1,1,Domnarvsvallen,
12,08/12/2020,Jönköpings Södra IF,Dalkurd,2,1,Stadsparksvallen,
12,08/12/2020,GAIS,Degerfors IF,0,0,Gamla Ullevi,
12,08/12/2020,Ljungskile SK Herrfotboll,Athletic Eskilstuna,2,1,Skarsjövallen,
12,08/12/2020,Trelleborgs FF,Västerås SK FK,1,0,"Vångavallen, Trelleborg A-plan",
12,08/13/2020,Umeå FC,Örgryte IS Fotboll,2,2,Umeå Energi Arena SOL,
13,08/15/2020,GIF Sundsvall,GAIS,3,0,NP3 Arena,
13,08/15/2020,Östers IF,IK Brage,4,2,Visma Arena,
13,08/15/2020,Dalkurd,Halmstad,1,1,Studenternas,
13,08/16/2020,Degerfors IF,Ljungskile SK Herrfotboll,4,1,Stora Valla,
13,08/16/2020,Västerås SK FK,Umeå FC,2,0,Iver Arena,
13,08/16/2020,Norrby IF,Trelleborgs FF,1,3,Borås Arena,
13,08/17/2020,Athletic Eskilstuna,Akropolis IF,1,2,Tunavallen,
13,08/18/2020,Örgryte IS,Jönköpings Södra IF,2,0,Gamla Ullevi,
14,08/22/2020,Umeå FC,Norrby IF,1,1,Umeå Energi Arena SOL,
14,08/22/2020,GAIS,Örgryte IS,0,0,Gamla Ullevi,
14,08/22/2020,Halmstad,GIF Sundsvall,1,0,Örjans Vall,
14,08/23/2020,Jönköpings Södra IF,Västerås SK FK,1,1,Stadsparksvallen,
14,08/23/2020,Trelleborgs FF,Athletic Eskilstuna,1,1,"Vångavallen, Trelleborg A-plan",
14,08/23/2020,Ljungskile SK,Östers IF,0,2,Skarsjövallen,
14,08/24/2020,IK Brage,Dalkurd,2,1,Domnarvsvallen,
14,08/24/2020,Akropolis IF,Degerfors IF,1,1,Grimsta IP 1,
15,08/29/2020,Dalkurd,Västerås SK FK,3,2,Studenternas,
15,08/29/2020,Degerfors IF,Halmstad,0,2,Stora Valla,
15,08/29/2020,Trelleborgs FF,Jönköpings Södra IF,0,2,"Vångavallen, Trelleborg A-plan",
15,08/29/2020,Östers IF,GAIS,4,1,Visma Arena,
15,08/29/2020,Athletic Eskilstuna,GIF Sundsvall,3,2,Tunavallen,
15,08/30/2020,IK Brage,Umeå FC,0,1,Domnarvsvallen,
15,08/30/2020,Akropolis IF,Ljungskile SK,1,0,Grimsta IP 1,
15,08/31/2020,Norrby IF,Örgryte IS,2,0,Borås Arena,
16,09/04/2020,GAIS,Trelleborgs FF,2,1,Gamla Ullevi,
16,09/05/2020,Ljungskile SK,Akropolis IF,2,1,Skarsjövallen,
16,09/05/2020,Jönköpings Södra IF,Athletic Eskilstuna,3,0,Stadsparksvallen,
16,09/05/2020,Örgryte IS,Norrby IF,2,0,Gamla Ullevi,
16,09/05/2020,GIF Sundsvall,Östers IF,1,2,NP3 Arena,
16,09/06/2020,Umeå FC,IK Brage,1,1,Umeå Energi Arena SOL,
16,09/06/2020,Västerås SK FK,Dalkurd,1,0,Iver Arena,
16,09/07/2020,Halmstad,Degerfors IF,1,4,Örjans Vall,
17,09/11/2020,Akropolis IF,Östers IF,2,2,Grimsta IP 1,
17,09/11/2020,Dalkurd,Umeå FC,0,0,Studenternas,
17,09/11/2020,Örgryte IS,Ljungskile SK,4,0,Gamla Ullevi,
17,09/11/2020,Trelleborgs FF,IK Brage,0,1,"Vångavallen, Trelleborg A-plan",
17,09/12/2020,GAIS,GIF Sundsvall,3,1,Gamla Ullevi,
17,09/12/2020,Degerfors IF,Jönköpings Södra IF,4,2,Stora Valla,
17,09/12/2020,Athletic Eskilstuna,Halmstad,0,3,Tunavallen,
17,09/13/2020,Norrby IF,Västerås SK FK,3,1,Borås Arena,
18,09/15/2020,Östers IF,Trelleborgs FF,1,0,Visma Arena,
18,09/16/2020,Jönköpings Södra IF,Örgryte IS,2,0,Stadsparksvallen,
18,09/16/2020,IK Brage,GAIS,2,1,Domnarvsvallen,
18,09/16/2020,Halmstad,Umeå FC,4,0,Örjans Vall,
18,09/16/2020,GIF Sundsvall,Akropolis IF,1,2,NP3 Arena,
18,09/16/2020,Degerfors IF,Dalkurd,2,1,Stora Valla,
18,09/17/2020,Västerås SK FK,Athletic Eskilstuna,0,1,Iver Arena,
18,09/17/2020,Ljungskile SK,Norrby IF,1,1,Skarsjövallen,
19,09/19/2020,Jönköpings Södra IF,Östers IF,4,1,Stadsparksvallen,
19,09/19/2020,Trelleborgs FF,Örgryte IS,1,1,"Vångavallen, Trelleborg A-plan",
19,09/20/2020,Dalkurd,IK Brage,1,1,Studenternas,
19,09/20/2020,Akropolis IF,Halmstad,1,1,Grimsta IP 1,
19,09/21/2020,Umeå FC,Degerfors IF,0,6,Umeå Energi Arena SOL,
19,09/21/2020,GAIS,Västerås SK FK,1,0,Gamla Ullevi,
19,09/21/2020,Athletic Eskilstuna,Ljungskile SK,0,0,Tunavallen,
19,09/22/2020,Norrby IF,GIF Sundsvall,0,1,Borås Arena,
20,09/26/2020,Norrby IF,Degerfors IF,0,2,Borås Arena,
20,09/26/2020,Dalkurd,Akropolis IF,1,1,Studenternas,
20,09/26/2020,IK Brage,Östers IF,1,2,Domnarvsvallen,
20,09/26/2020,Västerås SK FK,Jönköpings Södra IF,2,2,Iver Arena,
20,09/26/2020,Halmstad,Ljungskile SK,2,0,Örjans Vall,
20,09/27/2020,GIF Sundsvall,Trelleborgs FF,2,1,NP3 Arena,
20,09/27/2020,Umeå FC,Athletic Eskilstuna,0,3,Umeå Energi Arena SOL,
20,09/28/2020,Örgryte IS,GAIS,0,2,Gamla Ullevi,
21,10/03/2020,Jönköpings Södra IF,Halmstad,1,0,Stadsparksvallen,
21,10/03/2020,Örgryte IS,IK Brage,1,3,Gamla Ullevi,
21,10/03/2020,GIF Sundsvall,Athletic Eskilstuna,2,3,NP3 Arena,
21,10/04/2020,Östers IF,Dalkurd,2,1,Visma Arena,
21,10/04/2020,Ljungskile SK,GAIS,1,2,Skarsjövallen,
21,10/04/2020,Akropolis IF,Umeå FC,3,3,Grimsta IP 1,
21,10/05/2020,Trelleborgs FF,Norrby IF,2,2,"Vångavallen, Trelleborg A-plan",
21,10/05/2020,Degerfors IF,Västerås SK FK,4,1,Stora Valla,
22,10/10/2020,Trelleborgs FF,Akropolis IF,1,1,"Vångavallen, Trelleborg A-plan",
22,10/10/2020,Umeå FC,Jönköpings Södra IF,1,2,Umeå Energi Arena SOL,
22,10/10/2020,IK Brage,Degerfors IF,0,0,Domnarvsvallen,
22,10/10/2020,GAIS,Halmstad,1,3,Gamla Ullevi,
22,10/10/2020,Dalkurd,Ljungskile SK Herrfotboll,2,0,Studenternas,
22,10/11/2020,Västerås SK FK,GIF Sundsvall,3,2,Iver Arena,
22,10/11/2020,Norrby IF,Östers IF,0,2,Borås Arena,
22,10/12/2020,Athletic Eskilstuna,Örgryte IS Fotboll,1,0,Tunavallen,
23,10/16/2020,Akropolis IF,Athletic Eskilstuna,3,2,Grimsta IP 1,
23,10/16/2020,Umeå FC,Trelleborgs FF,0,1,Umeå Energi Arena SOL,
23,10/16/2020,GAIS,Norrby IF,3,3,Gamla Ullevi,
23,10/17/2020,Halmstad,IK Brage,2,0,Örjans Vall,
23,10/17/2020,Östers IF,Degerfors IF,2,0,Visma Arena,
23,10/17/2020,Örgryte IS Fotboll,Dalkurd,1,2,Gamla Ullevi,
23,10/17/2020,Ljungskile SK Herrfotboll,Västerås SK FK,0,2,Skarsjövallen,
23,10/17/2020,GIF Sundsvall,Jönköpings Södra IF,3,2,NP3 Arena,
24,10/21/2020,Norrby IF,Halmstad,0,2,Borås Arena,
24,10/21/2020,Västerås SK FK,Akropolis IF,2,1,Iver Arena,
24,10/21/2020,Dalkurd,GIF Sundsvall,1,3,Studenternas,
24,10/21/2020,Östers IF,Umeå FC,2,0,Visma Arena,
24,10/21/2020,Degerfors IF,Örgryte IS Fotboll,2,0,Stora Valla,
24,10/21/2020,Athletic Eskilstuna,Trelleborgs FF,3,2,Tunavallen,
24,10/22/2020,Jönköpings Södra IF,GAIS,1,0,Stadsparksvallen,
24,10/22/2020,IK Brage,Ljungskile SK Herrfotboll,0,1,Domnarvsvallen,
25,10/24/2020,Örgryte IS Fotboll,Östers IF,4,1,Gamla Ullevi,
25,10/24/2020,Halmstad,Västerås SK FK,2,1,Örjans Vall,
25,10/25/2020,Akropolis IF,Norrby IF,1,3,Grimsta IP 1,
25,10/25/2020,Athletic Eskilstuna,Dalkurd,0,1,Tunavallen,
25,10/25/2020,Trelleborgs FF,Degerfors IF,1,1,"Vångavallen, Trelleborg A-plan",
25,10/26/2020,IK Brage,Jönköpings Södra IF,1,4,Domnarvsvallen,
25,10/26/2020,Umeå FC,GAIS,3,0,Umeå Energi Arena SOL,
25,10/26/2020,Ljungskile SK Herrfotboll,GIF Sundsvall,0,0,Skarsjövallen,
26,10/31/2020,Degerfors IF,Akropolis IF,3,2,Stora Valla,
26,10/31/2020,Dalkurd,Jönköpings Södra IF,1,1,Studenternas,
26,10/31/2020,Östers IF,Halmstad,0,3,Visma Arena,
26,10/31/2020,GIF Sundsvall,Örgryte IS Fotboll,4,1,NP3 Arena,
26,11/01/2020,Ljungskile SK Herrfotboll,Umeå FC,0,0,Skarsjövallen,
26,11/01/2020,Västerås SK FK,Trelleborgs FF,3,1,Iver Arena,
26,11/02/2020,Norrby IF,IK Brage,1,4,Borås Arena,
26,11/02/2020,GAIS,Athletic Eskilstuna,2,0,Gamla Ullevi,
27,11/07/2020,IK Brage,Västerås SK FK,0,3,Domnarvsvallen,
27,11/07/2020,Halmstad,Dalkurd,4,0,Örjans Vall,
27,11/07/2020,Jönköpings Södra IF,Norrby IF,1,0,Stadsparksvallen,
27,11/07/2020,Örgryte IS Fotboll,Akropolis IF,0,1,Gamla Ullevi,
27,11/07/2020,Degerfors IF,GAIS,2,1,Stora Valla,
27,11/08/2020,Östers IF,Athletic Eskilstuna,2,1,Värendsvallen,
27,11/08/2020,Trelleborgs FF,Ljungskile SK Herrfotboll,1,0,"Vångavallen, Trelleborg A-plan",
27,11/09/2020,Umeå FC,GIF Sundsvall,1,0,Umeå Energi Arena SOL,
28,11/21/2020,Norrby IF,Umeå FC,6,0,Borås Arena,
28,11/21/2020,Dalkurd,Trelleborgs FF,0,1,Studenternas,
28,11/21/2020,GIF Sundsvall,Halmstad,0,6,NP3 Arena,
28,11/21/2020,Athletic Eskilstuna,Degerfors IF,2,0,Tunavallen,
28,11/21/2020,GAIS,Östers IF,0,1,Gamla Ullevi,
28,11/21/2020,Ljungskile SK Herrfotboll,Jönköpings Södra IF,0,1,Bravida Arena,
