round,date,home_team,away_team,home_score,away_score,stadium,stage
1,08/21/2020,KGHM Zagłębie Lubin,Lech Poznań,2,1,,
1,08/22/2020,Cracovia,Pogoń Szczecin,2,1,,
1,08/22/2020,Śląsk Wrocław,Piast Gliwice,2,0,,
1,08/22/2020,Raków Częstochowa,Legia Warszawa,1,2,,
1,08/23/2020,Wisła Płock,PGE FKS Stal Mielec,1,1,,
1,08/23/2020,Warta Poznań,Lechia Gdańsk,0,1,,
1,08/23/2020,Górnik Zabrze,Podbeskidzie Bielsko-Biała,4,2,,
1,08/24/2020,Jagiellonia Białystok,Wisła Kraków,1,1,,
2,08/28/2020,KGHM Zagłębie Lubin,Warta Poznań,1,0,,
2,08/28/2020,PGE FKS Stal Mielec,Górnik Zabrze,0,2,,
2,08/29/2020,Lechia Gdańsk,Raków Częstochowa,1,3,,
2,08/29/2020,Wisła Kraków,Śląsk Wrocław,1,3,,
2,08/29/2020,Legia Warszawa,Jagiellonia Białystok,1,2,,
2,08/30/2020,Piast Gliwice,Pogoń Szczecin,0,1,,
2,08/30/2020,Podbeskidzie Bielsko-Biała,Cracovia,2,2,,
2,08/30/2020,Lech Poznań,Wisła Płock,2,2,,
3,09/11/2020,Jagiellonia Białystok,Podbeskidzie Bielsko-Biała,2,2,,
3,09/11/2020,Wisła Płock,Legia Warszawa,0,1,,
3,09/12/2020,Cracovia,PGE FKS Stal Mielec,1,1,,
3,09/12/2020,Warta Poznań,Piast Gliwice,0,0,,
3,09/12/2020,Śląsk Wrocław,Lech Poznań,3,3,,
3,09/13/2020,Pogoń Szczecin,Wisła Kraków,2,2,,
3,09/13/2020,Górnik Zabrze,Lechia Gdańsk,3,0,,
3,09/14/2020,Raków Częstochowa,KGHM Zagłębie Lubin,2,1,,
4,09/18/2020,Podbeskidzie Bielsko-Biała,Raków Częstochowa,1,4,,
4,09/18/2020,Wisła Kraków,Wisła Płock,0,3,,
4,09/19/2020,Lechia Gdańsk,PGE FKS Stal Mielec,4,2,,
4,09/19/2020,Pogoń Szczecin,Śląsk Wrocław,1,0,,
4,09/19/2020,Legia Warszawa,Górnik Zabrze,1,3,,
4,09/20/2020,KGHM Zagłębie Lubin,Cracovia,1,1,,
4,09/20/2020,Lech Poznań,Warta Poznań,1,0,,
4,09/21/2020,Piast Gliwice,Jagiellonia Białystok,0,1,,
5,09/25/2020,Wisła Płock,Warta Poznań,1,3,,
5,09/25/2020,Górnik Zabrze,Wisła Kraków,0,0,,
5,09/26/2020,Cracovia,Raków Częstochowa,2,2,,
5,09/26/2020,Lechia Gdańsk,Podbeskidzie Bielsko-Biała,4,0,,
5,09/26/2020,Jagiellonia Białystok,KGHM Zagłębie Lubin,0,1,,
5,09/28/2020,PGE FKS Stal Mielec,Piast Gliwice,3,2,,
5,10/21/2020,Legia Warszawa,Śląsk Wrocław,2,1,,
5,12/16/2020,Lech Poznań,Pogoń Szczecin,0,4,,
6,10/02/2020,Raków Częstochowa,Wisła Płock,3,0,,
6,10/02/2020,Śląsk Wrocław,Cracovia,3,1,,
6,10/03/2020,Podbeskidzie Bielsko-Biała,PGE FKS Stal Mielec,1,0,,
6,10/03/2020,KGHM Zagłębie Lubin,Górnik Zabrze,2,0,,
6,10/04/2020,Piast Gliwice,Lech Poznań,1,4,,
6,10/28/2020,Wisła Kraków,Lechia Gdańsk,1,3,,
6,10/30/2020,Pogoń Szczecin,Jagiellonia Białystok,3,0,,
6,11/02/2020,Warta Poznań,Legia Warszawa,0,3,,
7,10/17/2020,Cracovia,Piast Gliwice,1,0,,
7,10/17/2020,Górnik Zabrze,Raków Częstochowa,1,3,,
7,10/17/2020,Jagiellonia Białystok,Lech Poznań,2,1,,
7,10/18/2020,Wisła Płock,Śląsk Wrocław,1,0,,
7,10/18/2020,PGE FKS Stal Mielec,Wisła Kraków,0,6,,
7,10/18/2020,Legia Warszawa,KGHM Zagłębie Lubin,2,1,,
7,10/19/2020,Podbeskidzie Bielsko-Biała,Warta Poznań,1,2,,
7,10/19/2020,Lechia Gdańsk,Pogoń Szczecin,0,1,,
8,10/23/2020,Piast Gliwice,Wisła Płock,2,2,,
8,10/23/2020,KGHM Zagłębie Lubin,Lechia Gdańsk,1,1,,
8,10/24/2020,Wisła Kraków,Podbeskidzie Bielsko-Biała,3,0,,
8,10/24/2020,Śląsk Wrocław,Jagiellonia Białystok,1,0,,
8,10/24/2020,Pogoń Szczecin,Legia Warszawa,0,0,,
8,10/25/2020,Raków Częstochowa,PGE FKS Stal Mielec,2,1,,
8,10/25/2020,Lech Poznań,Cracovia,1,1,,
8,10/26/2020,Warta Poznań,Górnik Zabrze,0,1,,
9,11/07/2020,PGE FKS Stal Mielec,Warta Poznań,0,1,,
9,11/07/2020,Cracovia,Jagiellonia Białystok,3,1,,
9,11/08/2020,Legia Warszawa,Lech Poznań,2,1,,
9,11/08/2020,Raków Częstochowa,Wisła Kraków,0,0,,
9,11/20/2020,Lechia Gdańsk,Śląsk Wrocław,3,2,,
9,11/20/2020,Górnik Zabrze,Piast Gliwice,1,2,,
9,11/24/2020,Podbeskidzie Bielsko-Biała,KGHM Zagłębie Lubin,2,1,,
9,12/02/2020,Wisła Płock,Pogoń Szczecin,0,0,,
10,11/07/2020,Śląsk Wrocław,Górnik Zabrze,0,0,,
10,11/09/2020,Pogoń Szczecin,Podbeskidzie Bielsko-Biała,1,1,,
10,11/21/2020,KGHM Zagłębie Lubin,PGE FKS Stal Mielec,2,2,,
10,11/21/2020,Warta Poznań,Wisła Kraków,2,1,,
10,11/22/2020,Lech Poznań,Raków Częstochowa,3,3,,
10,11/22/2020,Cracovia,Legia Warszawa,0,1,,
10,11/23/2020,Piast Gliwice,Lechia Gdańsk,2,0,,
10,11/23/2020,Jagiellonia Białystok,Wisła Płock,5,2,,
11,11/27/2020,Wisła Płock,Cracovia,0,1,,
11,11/27/2020,Górnik Zabrze,Pogoń Szczecin,2,1,,
11,11/28/2020,PGE FKS Stal Mielec,Jagiellonia Białystok,3,1,,
11,11/28/2020,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,0,2,,
11,11/28/2020,Wisła Kraków,KGHM Zagłębie Lubin,1,2,,
11,11/29/2020,Raków Częstochowa,Warta Poznań,1,0,,
11,11/29/2020,Legia Warszawa,Piast Gliwice,2,2,,
11,11/30/2020,Lechia Gdańsk,Lech Poznań,0,1,,
12,12/04/2020,Cracovia,Wisła Kraków,1,1,,
12,12/05/2020,Jagiellonia Białystok,Warta Poznań,4,3,,
12,12/05/2020,Śląsk Wrocław,Raków Częstochowa,1,0,,
12,12/05/2020,Legia Warszawa,Lechia Gdańsk,2,0,,
12,12/06/2020,Piast Gliwice,KGHM Zagłębie Lubin,1,1,,
12,12/06/2020,Lech Poznań,Podbeskidzie Bielsko-Biała,4,0,,
12,12/07/2020,Pogoń Szczecin,PGE FKS Stal Mielec,2,0,,
12,12/07/2020,Wisła Płock,Górnik Zabrze,0,1,,
13,12/11/2020,Podbeskidzie Bielsko-Biała,Piast Gliwice,0,5,,
13,12/11/2020,KGHM Zagłębie Lubin,Śląsk Wrocław,2,1,,
13,12/12/2020,Warta Poznań,Pogoń Szczecin,1,2,,
13,12/12/2020,Górnik Zabrze,Cracovia,0,2,,
13,12/12/2020,Wisła Kraków,Legia Warszawa,1,2,,
13,12/13/2020,PGE FKS Stal Mielec,Lech Poznań,1,1,,
13,12/13/2020,Raków Częstochowa,Jagiellonia Białystok,3,2,,
13,12/14/2020,Lechia Gdańsk,Wisła Płock,0,1,,
14,12/17/2020,Śląsk Wrocław,Warta Poznań,2,1,,
14,12/18/2020,Wisła Płock,Podbeskidzie Bielsko-Biała,4,1,,
14,12/18/2020,Legia Warszawa,PGE FKS Stal Mielec,2,3,,
14,12/19/2020,Pogoń Szczecin,KGHM Zagłębie Lubin,1,0,,
14,12/19/2020,Cracovia,Lechia Gdańsk,0,3,,
14,12/19/2020,Lech Poznań,Wisła Kraków,0,1,,
14,12/20/2020,Piast Gliwice,Raków Częstochowa,0,0,,
14,12/20/2020,Jagiellonia Białystok,Górnik Zabrze,1,0,,
15,01/29/2021,KGHM Zagłębie Lubin,Wisła Płock,0,2,,
15,01/29/2021,Raków Częstochowa,Pogoń Szczecin,0,1,,
15,01/30/2021,Warta Poznań,Cracovia,1,0,,
15,01/30/2021,Lechia Gdańsk,Jagiellonia Białystok,0,2,,
15,01/30/2021,Górnik Zabrze,Lech Poznań,1,1,,
15,01/31/2021,Wisła Kraków,Piast Gliwice,3,4,,
15,01/31/2021,Podbeskidzie Bielsko-Biała,Legia Warszawa,1,0,,
15,02/01/2021,PGE FKS Stal Mielec,Śląsk Wrocław,0,0,,
16,02/05/2021,Lechia Gdańsk,Warta Poznań,1,1,,
16,02/05/2021,Lech Poznań,KGHM Zagłębie Lubin,0,0,,
16,02/06/2021,Piast Gliwice,Śląsk Wrocław,2,0,,
16,02/06/2021,Pogoń Szczecin,Cracovia,1,0,,
16,02/06/2021,Legia Warszawa,Raków Częstochowa,2,0,,
16,02/07/2021,Podbeskidzie Bielsko-Biała,Górnik Zabrze,2,1,,
