round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/30/2000,Rijeka,Šibenik,0,1,,
1,07/30/2000,Dinamo,Cibalia,6,1,,
1,07/30/2000,Hrv. dragovoljac,Čakovec,2,0,,
1,07/30/2000,Varteks,Slaven Belupo,1,1,,
1,07/30/2000,Hajduk,Marsonia,2,0,,
1,07/30/2000,Osijek,Zagreb,4,3,,
2,06/08/2000,Cibalia,Hrv. dragovoljac,0,0,,
2,06/08/2000,Rijeka,Dinamo,0,1,,
2,06/08/2000,Čakovec,Varteks,2,2,,
2,06/08/2000,Slaven Belupo,Osijek,0,0,,
2,06/08/2000,Zagreb,Hajduk,0,2,,
2,06/08/2000,Šibenik,Marsonia,1,0,,
3,08/13/2000,Dinamo,Šibenik,2,0,,
3,08/13/2000,Hrv. dragovoljac,Rijeka,0,0,,
3,08/13/2000,Varteks,Cibalia,3,0,,
3,08/13/2000,Osijek,Čakovec,4,3,,
3,08/13/2000,Marsonia,Zagreb,2,3,,
3,08/13/2000,Hajduk,Slaven Belupo,2,1,,
4,08/20/2000,Rijeka,Varteks,2,2,,
4,08/20/2000,Dinamo,Hrv. dragovoljac,2,1,,
4,08/20/2000,Cibalia,Osijek,1,1,,
4,08/20/2000,Čakovec,Hajduk,2,0,,
4,08/20/2000,Slaven Belupo,Marsonia,3,1,,
4,08/20/2000,Šibenik,Zagreb,1,3,,
5,08/27/2000,Hrv. dragovoljac,Šibenik,2,1,,
5,08/27/2000,Varteks,Dinamo,1,1,,
5,08/27/2000,Osijek,Rijeka,1,2,,
5,08/27/2000,Hajduk,Cibalia,1,1,,
5,08/27/2000,Zagreb,Slaven Belupo,3,2,,
5,08/27/2000,Marsonia,Čakovec,0,1,,
6,10/09/2000,Dinamo,Osijek,0,1,,
6,10/09/2000,Hrv. dragovoljac,Varteks,3,1,,
6,10/09/2000,Rijeka,Hajduk,0,0,,
6,10/09/2000,Cibalia,Marsonia,1,1,,
6,10/09/2000,Čakovec,Zagreb,1,1,,
6,10/09/2000,Šibenik,Slaven Belupo,1,0,,
7,09/17/2000,Varteks,Šibenik,2,1,,
7,09/17/2000,Osijek,Hrv. dragovoljac,6,2,,
7,09/17/2000,Hajduk,Dinamo,0,1,,
7,09/17/2000,Marsonia,Rijeka,2,0,,
7,09/17/2000,Slaven Belupo,Čakovec,0,0,,
7,09/17/2000,Zagreb,Cibalia,4,2,,
8,09/24/2000,Hrv. dragovoljac,Hajduk,1,3,,
8,09/24/2000,Varteks,Osijek,2,3,,
8,09/24/2000,Dinamo,Marsonia,4,1,,
8,09/24/2000,Rijeka,Zagreb,0,1,,
8,09/24/2000,Cibalia,Slaven Belupo,0,0,,
8,09/24/2000,Šibenik,Čakovec,3,0,,
9,01/10/2000,Osijek,Šibenik,2,0,,
9,01/10/2000,Hajduk,Varteks,2,0,,
9,01/10/2000,Marsonia,Hrv. dragovoljac,2,2,,
9,01/10/2000,Zagreb,Dinamo,3,3,,
9,01/10/2000,Čakovec,Cibalia,1,0,,
9,01/10/2000,Slaven Belupo,Rijeka,1,0,,
10,04/10/2000,Varteks,Marsonia,3,0,,
10,04/10/2000,Osijek,Hajduk,2,1,,
10,04/10/2000,Hrv. dragovoljac,Zagreb,1,2,,
10,04/10/2000,Dinamo,Slaven Belupo,5,1,,
10,04/10/2000,Rijeka,Čakovec,1,1,,
10,04/10/2000,Šibenik,Cibalia,3,3,,
11,10/15/2000,Hajduk,Šibenik,0,0,,
11,10/15/2000,Marsonia,Osijek,2,5,,
11,10/15/2000,Zagreb,Varteks,4,2,,
11,10/15/2000,Slaven Belupo,Hrv. dragovoljac,2,1,,
11,10/15/2000,Cibalia,Rijeka,1,2,,
11,10/15/2000,Čakovec,Dinamo,0,0,,
12,10/22/2000,Zagreb,Osijek,3,3,,
12,10/22/2000,Marsonia,Hajduk,0,5,,
12,10/22/2000,Slaven Belupo,Varteks,7,1,,
12,10/22/2000,Čakovec,Hrv. dragovoljac,2,1,,
12,10/22/2000,Cibalia,Dinamo,1,1,,
12,10/22/2000,Šibenik,Rijeka,1,0,,
13,10/29/2000,Marsonia,Šibenik,0,1,,
13,10/29/2000,Hajduk,Zagreb,2,0,,
13,10/29/2000,Osijek,Slaven Belupo,3,0,,
13,10/29/2000,Varteks,Čakovec,1,0,,
13,10/29/2000,Dinamo,Rijeka,4,1,,
13,10/29/2000,Hrv. dragovoljac,Cibalia,0,2,,
14,05/11/2000,Slaven Belupo,Hajduk,2,0,,
14,05/11/2000,Zagreb,Marsonia,2,5,,
14,05/11/2000,Čakovec,Osijek,0,1,,
14,05/11/2000,Cibalia,Varteks,1,1,,
14,05/11/2000,Rijeka,Hrv. dragovoljac,2,0,,
14,05/11/2000,Šibenik,Dinamo,0,0,,
15,12/11/2000,Zagreb,Šibenik,2,0,,
15,12/11/2000,Marsonia,Slaven Belupo,2,1,,
15,12/11/2000,Hajduk,Čakovec,3,1,,
15,12/11/2000,Osijek,Cibalia,3,0,,
15,12/11/2000,Hrv. dragovoljac,Dinamo,0,5,,
15,12/11/2000,Varteks,Rijeka,6,1,,
16,11/19/2000,Čakovec,Marsonia,1,0,,
16,11/19/2000,Slaven Belupo,Zagreb,1,0,,
16,11/19/2000,Cibalia,Hajduk,0,2,,
16,11/19/2000,Rijeka,Osijek,2,3,,
16,11/19/2000,Dinamo,Varteks,0,4,,
16,11/19/2000,Šibenik,Hrv. dragovoljac,3,5,,
17,11/26/2000,Slaven Belupo,Šibenik,3,1,,
17,11/26/2000,Zagreb,Čakovec,3,0,,
17,11/26/2000,Marsonia,Cibalia,3,3,,
17,11/26/2000,Hajduk,Rijeka,3,0,,
17,11/26/2000,Varteks,Hrv. dragovoljac,4,0,,
17,11/26/2000,Osijek,Dinamo,1,1,,
18,02/12/2000,Cibalia,Zagreb,0,2,,
18,02/12/2000,Čakovec,Slaven Belupo,0,0,,
18,02/12/2000,Rijeka,Marsonia,2,0,,
18,02/12/2000,Dinamo,Hajduk,3,2,,
18,02/12/2000,Hrv. dragovoljac,Osijek,1,0,,
18,02/12/2000,Šibenik,Varteks,1,1,,
19,02/25/2001,Čakovec,Šibenik,1,0,,
19,02/25/2001,Slaven Belupo,Cibalia,0,0,,
19,02/25/2001,Zagreb,Rijeka,0,1,,
19,02/25/2001,Marsonia,Dinamo,2,3,,
19,02/25/2001,Osijek,Varteks,4,1,,
19,02/25/2001,Hajduk,Hrv. dragovoljac,4,0,,
20,04/03/2001,Rijeka,Slaven Belupo,0,1,,
20,04/03/2001,Cibalia,Čakovec,3,2,,
20,04/03/2001,Dinamo,Zagreb,3,2,,
20,04/03/2001,Hrv. dragovoljac,Marsonia,4,2,,
20,04/03/2001,Varteks,Hajduk,1,1,,
20,04/03/2001,Šibenik,Osijek,1,0,,
21,11/03/2001,Cibalia,Šibenik,1,1,,
21,11/03/2001,Čakovec,Rijeka,1,0,,
21,11/03/2001,Slaven Belupo,Dinamo,1,1,,
21,11/03/2001,Zagreb,Hrv. dragovoljac,1,1,,
21,11/03/2001,Hajduk,Osijek,1,1,,
21,11/03/2001,Marsonia,Varteks,1,1,,
22,03/18/2001,Dinamo,Čakovec,3,0,,
22,03/18/2001,Rijeka,Cibalia,1,2,,
22,03/18/2001,Hrv. dragovoljac,Slaven Belupo,1,1,,
22,03/18/2001,Varteks,Zagreb,2,1,,
22,03/18/2001,Osijek,Marsonia,1,2,,
22,03/18/2001,Šibenik,Hajduk,0,3,,
23,01/04/2001,Dinamo,Varteks,0,2,,
