round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/18/2015 19:00,MFK Zemplín Michalovce,AS Trenčín,0,1,,
1,07/18/2015 19:00,FC DAC 1904 Dunajská Streda,FK Senica,2,0,,
1,07/18/2015 19:00,MFK Ružomberok,MFK Skalica,1,3,,
1,07/19/2015 19:00,FC ViOn Zlaté Moravce - Vráble,ŠK Slovan Bratislava ,1,2,,
1,07/19/2015 19:00,Spartak Myjava,FC Spartak Trnava,4,2,,
1,09/15/2015 20:00,FK Železiarne Podbrezová,MŠK Žilina,2,3,,
2,07/24/2015 19:00,FK Senica,MFK Ružomberok,1,1,,
2,07/25/2015 17:00,FK Železiarne Podbrezová,AS Trenčín,0,2,,
2,07/25/2015 19:00,MFK Skalica,MFK Zemplín Michalovce,1,0,,
2,07/26/2015 19:00,FC DAC 1904 Dunajská Streda,FC Spartak Trnava,2,1,,
2,07/26/2015 19:00,ŠK Slovan Bratislava ,Spartak Myjava,0,1,,
2,07/26/2015 19:00,MŠK Žilina,FC ViOn Zlaté Moravce - Vráble,5,1,,
3,08/01/2015 17:00,FK Železiarne Podbrezová,MFK Zemplín Michalovce,6,2,,
3,08/01/2015 19:00,FC ViOn Zlaté Moravce - Vráble,AS Trenčín,0,1,,
3,08/01/2015 19:00,FK Senica,MFK Skalica,2,1,,
3,08/02/2015 18:00,FC DAC 1904 Dunajská Streda,ŠK Slovan Bratislava ,1,1,,
3,08/02/2015 19:00,Spartak Myjava,MŠK Žilina,1,4,,
3,08/19/2015 19:00,MFK Ružomberok,FC Spartak Trnava,0,0,,
4,08/07/2015 19:00,MFK Skalica,FK Železiarne Podbrezová,0,0,,
4,08/08/2015 19:00,MFK Zemplín Michalovce,FC ViOn Zlaté Moravce - Vráble,2,1,,
4,08/08/2015 19:00,Spartak Myjava,AS Trenčín,0,1,,
4,08/09/2015 16:30,FK Senica,FC Spartak Trnava,0,0,,
4,08/09/2015 19:00,MŠK Žilina,FC DAC 1904 Dunajská Streda,1,1,,
4,08/09/2015 19:05,ŠK Slovan Bratislava ,MFK Ružomberok,2,1,,
5,08/15/2015 19:00,Spartak Myjava,MFK Zemplín Michalovce,2,1,,
5,08/15/2015 19:00,FC DAC 1904 Dunajská Streda,AS Trenčín,0,2,,
5,08/15/2015 19:00,FK Senica,ŠK Slovan Bratislava ,1,1,,
5,08/15/2015 19:45,FC ViOn Zlaté Moravce - Vráble,FK Železiarne Podbrezová,2,2,,
5,08/16/2015 16:30,MFK Ružomberok,MŠK Žilina,2,2,,
5,08/16/2015 16:30,MFK Skalica,FC Spartak Trnava,2,3,,
6,08/22/2015 16:00,MFK Skalica,FC ViOn Zlaté Moravce - Vráble,2,3,,
6,08/22/2015 19:00,FK Železiarne Podbrezová,Spartak Myjava,1,2,,
6,08/22/2015 19:00,MFK Zemplín Michalovce,FC DAC 1904 Dunajská Streda,0,3,,
6,08/23/2015 16:33,AS Trenčín,MFK Ružomberok,1,1,,
6,08/23/2015 19:00,MŠK Žilina,FK Senica,4,1,,
6,08/25/2015 19:00,ŠK Slovan Bratislava ,FC Spartak Trnava,2,0,,
7,08/29/2015 19:00,FC DAC 1904 Dunajská Streda,FK Železiarne Podbrezová,5,1,,
7,08/29/2015 19:00,MFK Ružomberok,MFK Zemplín Michalovce,2,2,,
7,08/29/2015 19:00,FK Senica,AS Trenčín,1,4,,
7,08/29/2015 19:00,ŠK Slovan Bratislava ,MFK Skalica,4,1,,
7,08/29/2015 19:08,Spartak Myjava,FC ViOn Zlaté Moravce - Vráble,0,0,,
7,08/30/2015 20:21,FC Spartak Trnava,MŠK Žilina,2,0,,
8,09/12/2015 15:30,MFK Skalica,Spartak Myjava,0,0,,
8,09/12/2015 18:20,MŠK Žilina,ŠK Slovan Bratislava ,3,0,,
8,09/12/2015 19:00,FK Železiarne Podbrezová,MFK Ružomberok,0,1,,
8,09/12/2015 19:00,MFK Zemplín Michalovce,FK Senica,1,3,,
8,09/13/2015 16:30,AS Trenčín,FC Spartak Trnava,5,3,,
8,09/13/2015 20:00,FC ViOn Zlaté Moravce - Vráble,FC DAC 1904 Dunajská Streda,2,1,,
9,09/19/2015 18:20,FC Spartak Trnava,MFK Zemplín Michalovce,0,1,,
9,09/19/2015 19:00,MFK Ružomberok,FC ViOn Zlaté Moravce - Vráble,5,2,,
9,09/19/2015 19:00,FC DAC 1904 Dunajská Streda,Spartak Myjava,0,1,,
9,09/19/2015 19:00,MŠK Žilina,MFK Skalica,2,2,,
9,09/19/2015 19:00,FK Senica,FK Železiarne Podbrezová,3,1,,
9,09/20/2015 14:00,ŠK Slovan Bratislava ,AS Trenčín,0,0,,
10,09/22/2015 15:00,MFK Skalica,FC DAC 1904 Dunajská Streda,2,2,,
10,09/22/2015 19:00,Spartak Myjava,MFK Ružomberok,2,1,,
10,09/22/2015 19:00,FC ViOn Zlaté Moravce - Vráble,FK Senica,3,0,,
