round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/30/2004,CMC Publikum,Drava,0,1,Športni park celje,
1,07/31/2004,Koper,Hit Gorica,0,2,ŠRC Bonifika,
1,08/01/2004,Primorje,Bela krajina,4,0,Mestni štadion,
1,08/01/2004,Ljubljana,Zagorje,2,0,ŽŠD Ljubljana,
1,08/01/2004,Maribor Pivovarna Laško,Mura,1,1,Ljudski vrt,
1,08/25/2004,Domžale,KD Olimpija,0,1,Športni park Domžale,
2,08/06/2004,CMC Publikum,Koper,3,0,ŠPORTNI PARK CELJE,
2,08/07/2004,Bela krajina,Maribor Pivovarna Laško,1,2,Loka,
2,08/08/2004,Drava,Mura,2,0,Skalna klet,
2,08/08/2004,Zagorje,Domžale,3,2,Mestni stadion,
2,08/08/2004,Hit Gorica,Ljubljana,0,0,Športni park,
2,09/15/2004,KD Olimpija,Primorje,2,1,Centralni stadion,
3,08/14/2004,Koper,Drava,0,0,ŠRC Bonifika,
3,08/14/2004,Ljubljana,CMC Publikum,0,2,ŽŠD Ljubljana,
3,08/15/2004,Primorje,Zagorje,0,0,Mestni štadion,
3,08/15/2004,Mura,Bela krajina,3,1,Fazanerija,
3,08/15/2004,Domžale,Hit Gorica,1,2,Športni park Domžale,
3,10/20/2004,Maribor Pivovarna Laško,KD Olimpija,0,3,Ljudski vrt,
4,08/20/2004,Hit Gorica,Primorje,0,0,Športni park,
4,08/20/2004,CMC Publikum,Domžale,2,3,Športni park Celje,
4,08/21/2004,Zagorje,Maribor Pivovarna Laško,0,0,Mestni stadion,
4,08/21/2004,Koper,Ljubljana,2,2,ŠRC Bonifika,
4,08/21/2004,KD Olimpija,Mura,0,2,CENTRALNI STADION,
4,08/22/2004,Drava,Bela krajina,0,1,Mestni štadion Ptuj,
5,08/28/2004,Ljubljana,Drava,1,1,ŽŠD Ljubljana,
5,08/29/2004,Primorje,CMC Publikum,1,0,Mestni štadion,
5,08/29/2004,Mura,Zagorje,2,0,Fazanerija,
5,08/29/2004,Bela krajina,KD Olimpija,1,0,ŠRC Loka,
5,08/29/2004,Domžale,Koper,1,1,Športni park DOmžale,
5,08/29/2004,Maribor Pivovarna Laško,Hit Gorica,1,2,Ljudski vrt,
6,09/10/2004,Ljubljana,Domžale,1,1,ŽŠD Ljubljana,
6,09/11/2004,Drava,KD Olimpija,0,0,Mestni štadio Ptuj,
6,09/11/2004,Koper,Primorje,1,0,ŠRC Bonifika,
6,09/11/2004,Hit Gorica,Mura,2,0,Športni park,
6,09/12/2004,Zagorje,Bela krajina,1,1,Mestni stadion,
6,09/12/2004,CMC Publikum,Maribor Pivovarna Laško,2,2,ŠPORTNI PARK CELJE,
7,09/18/2004,KD Olimpija,Zagorje,1,0,Centralni stadion,
7,09/19/2004,Primorje,Ljubljana,0,0,Mestni štadion,
7,09/19/2004,Mura,CMC Publikum,0,0,Fazanerija,
7,09/19/2004,Bela krajina,Hit Gorica,0,1,ŠRC Loka,
7,09/19/2004,Maribor Pivovarna Laško,Koper,0,0,Ljudski vrt,
7,09/19/2004,Domžale,Drava,3,2,Športni park Domžale,
8,09/22/2004,Drava,Zagorje,2,1,Mestni štadion Ptuj,
