round,date,home_team,away_team,home_score,away_score,stadium,stage
1,08/05/2016 18:00,SK Sigma Olomouc,Slezský FC Opava,1,1,Andrův stadion,
1,08/06/2016 10:15,FK Fotbal Třinec,SK Dynamo Č. Budějovice,0,2,Stadion Rudolfa Labaje,
1,08/06/2016 10:15,FK Baník Sokolov,FC Sellier & Bellot Vlašim,2,2,Stadion FK Baník Sokolov,
1,08/06/2016 17:00,MFK Frýdek-Místek,FK Ústí nad Labem,2,1,Stadion Stovky,
1,08/07/2016 10:15,FK Viktoria Žižkov,FC MAS Táborsko,1,1,Seifertova ulice,
1,08/07/2016 16:00,1.SC Znojmo FK,FC Baník Ostrava,1,1,Městský stadion v Horním parku Znojmo,
1,08/07/2016 17:00,FK Varnsdorf,FK Pardubice,3,0,Městský stadion v Kotlině,
1,08/31/2016 17:00,MFK Vítkovice,1.SK Prostějov,2,1,Městský stadion Ostrava-Vítkovice,
2,08/12/2016 18:00,FK Ústí nad Labem,FK Baník Sokolov,3,0,Městský stadion v Ústí nad Labem,
2,08/12/2016 18:00,FC Baník Ostrava,FK Fotbal Třinec,2,1,Městský stadion Ostrava-Vítkovice,
2,08/13/2016 10:15,FK Pardubice,FK Viktoria Žižkov,2,1,Stadion Pod Vinicí,
2,08/13/2016 17:00,1.SK Prostějov,SK Sigma Olomouc,1,1,Stadion Za Místním nádražím,
2,08/13/2016 17:00,FC MAS Táborsko,FK Varnsdorf,1,0,Sportovní areál Soukeník,
2,08/13/2016 17:00,FC Sellier & Bellot Vlašim,1.SC Znojmo FK,2,5,Stadion v Kollárově ulici,
2,08/13/2016 18:00,Slezský FC Opava,MFK Frýdek-Místek,4,2,Městský stadion Opava,
2,08/14/2016 17:00,SK Dynamo Č. Budějovice,MFK Vítkovice,1,0,Fotbalový stadion Střelecký ostrov,
3,08/19/2016 17:00,FK Ústí nad Labem,FC Baník Ostrava,0,3,Městský stadion v Ústí nad Labem,
3,08/19/2016 18:30,1.SC Znojmo FK,Slezský FC Opava,0,3,Městský stadion v Horním parku Znojmo,
3,08/20/2016 10:15,FK Fotbal Třinec,FK Viktoria Žižkov,4,4,Stadion Rudolfa Labaje,
3,08/20/2016 10:15,FK Baník Sokolov,1.SK Prostějov,1,0,Stadion FK Baník Sokolov,
3,08/20/2016 17:00,MFK Frýdek-Místek,FC Sellier & Bellot Vlašim,1,0,Stadion Stovky,
3,08/21/2016 17:00,FK Varnsdorf,SK Dynamo Č. Budějovice,0,0,Městský stadion v Kotlině,
3,08/23/2016 17:00,MFK Vítkovice,FC MAS Táborsko,1,0,Městský stadion Ostrava-Vítkovice,
3,08/24/2016 17:20,SK Sigma Olomouc,FK Pardubice,1,1,Andrův stadion,
4,08/26/2016 18:00,SK Dynamo Č. Budějovice,1.SC Znojmo FK,1,0,Fotbalový stadion Střelecký ostrov,
4,08/27/2016 10:15,FK Pardubice,FK Baník Sokolov,1,1,Stadion Pod Vinicí,
4,08/27/2016 17:00,1.SK Prostějov,FK Varnsdorf,0,1,Stadion Za Místním nádražím,
4,08/27/2016 17:00,FC MAS Táborsko,FK Fotbal Třinec,3,2,Sportovní areál Soukeník,
4,08/27/2016 17:00,FC Baník Ostrava,MFK Frýdek-Místek,2,1,Městský stadion Ostrava-Vítkovice,
4,08/27/2016 17:00,FC Sellier & Bellot Vlašim,SK Sigma Olomouc,0,1,Stadion v Kollárově ulici,
4,08/27/2016 18:00,Slezský FC Opava,FK Ústí nad Labem,1,1,Městský stadion Opava,
4,08/28/2016 10:15,FK Viktoria Žižkov,MFK Vítkovice,3,0,Seifertova ulice,
5,09/03/2016 10:15,FK Fotbal Třinec,MFK Vítkovice,2,1,Stadion Rudolfa Labaje,
