round,date,home_team,away_team,home_score,away_score,stadium,stage
1,07/21/2018 18:30,FK Senica,FC Spartak Trnava,1,0,,Základná časť
1,07/21/2018 19:00,MFK Ružomberok,ŠKF Sereď,0,0,,Základná časť
1,07/22/2018 19:00,FC ViOn Zlaté Moravce - Vráble,ŠK Slovan Bratislava ,1,4,,Základná časť
1,07/22/2018 19:00,FK Železiarne Podbrezová,FC DAC 1904 Dunajská Streda,1,2,,Základná časť
1,08/21/2018 17:00,MFK Zemplín Michalovce,MŠK Žilina,0,1,,Základná časť
1,09/25/2018 18:00,FC Nitra,AS Trenčín,2,1,,Základná časť
2,07/28/2018 18:30,MŠK Žilina,FC Nitra,2,1,,Základná časť
2,07/28/2018 19:00,FC Spartak Trnava,FC ViOn Zlaté Moravce - Vráble,1,0,,Základná časť
2,07/28/2018 19:00,ŠKF Sereď,FK Senica,2,1,,Základná časť
2,07/29/2018 19:00,FC DAC 1904 Dunajská Streda,MFK Zemplín Michalovce,4,1,,Základná časť
2,07/29/2018 19:00,ŠK Slovan Bratislava ,FK Železiarne Podbrezová,3,0,,Základná časť
2,07/29/2018 19:00,AS Trenčín,MFK Ružomberok,1,4,,Základná časť
3,08/04/2018 19:00,MFK Ružomberok,MŠK Žilina,3,1,,Základná časť
3,08/04/2018 19:00,FK Železiarne Podbrezová,FC Spartak Trnava,1,0,,Základná časť
3,08/04/2018 19:05,FC ViOn Zlaté Moravce - Vráble,FK Senica,4,0,,Základná časť
3,08/05/2018 19:00,AS Trenčín,ŠKF Sereď,5,1,,Základná časť
3,08/05/2018 19:00,MFK Zemplín Michalovce,ŠK Slovan Bratislava ,1,2,,Základná časť
3,08/05/2018 19:00,FC Nitra,FC DAC 1904 Dunajská Streda,2,3,,Základná časť
4,08/11/2018 19:00,ŠKF Sereď,FC ViOn Zlaté Moravce - Vráble,2,0,,Základná časť
4,08/11/2018 19:00,FC DAC 1904 Dunajská Streda,MFK Ružomberok,2,2,,Základná časť
4,08/11/2018 19:00,FC Spartak Trnava,MFK Zemplín Michalovce,3,0,,Základná časť
4,08/11/2018 19:00,FK Senica,FK Železiarne Podbrezová,1,1,,Základná časť
4,08/12/2018 17:30,MŠK Žilina,AS Trenčín,2,3,,Základná časť
4,08/12/2018 19:00,ŠK Slovan Bratislava ,FC Nitra,1,1,,Základná časť
5,08/18/2018 16:45,FC Nitra,FC Spartak Trnava,0,0,,Základná časť
5,08/18/2018 19:00,FK Železiarne Podbrezová,FC ViOn Zlaté Moravce - Vráble,3,0,,Základná časť
5,08/18/2018 19:00,MŠK Žilina,ŠKF Sereď,2,1,,Základná časť
5,08/18/2018 19:00,MFK Zemplín Michalovce,FK Senica,1,1,,Základná časť
5,08/19/2018 18:00,MFK Ružomberok,ŠK Slovan Bratislava ,0,2,,Základná časť
5,08/19/2018 19:00,AS Trenčín,FC DAC 1904 Dunajská Streda,3,3,,Základná časť
6,08/25/2018 16:45,FC DAC 1904 Dunajská Streda,MŠK Žilina,0,0,,Základná časť
6,08/25/2018 19:00,FK Senica,FC Nitra,1,1,,Základná časť
6,08/25/2018 19:00,FC ViOn Zlaté Moravce - Vráble,MFK Zemplín Michalovce,2,0,,Základná časť
6,08/25/2018 19:00,ŠKF Sereď,FK Železiarne Podbrezová,1,2,,Základná časť
6,08/26/2018 17:30,ŠK Slovan Bratislava ,AS Trenčín,3,3,,Základná časť
6,08/26/2018 19:00,FC Spartak Trnava,MFK Ružomberok,0,0,,Základná časť
7,09/01/2018 16:45,MŠK Žilina,ŠK Slovan Bratislava ,0,1,,Základná časť
7,09/01/2018 19:00,MFK Zemplín Michalovce,FK Železiarne Podbrezová,2,0,,Základná časť
7,09/01/2018 19:00,FC DAC 1904 Dunajská Streda,ŠKF Sereď,5,0,,Základná časť
7,09/01/2018 19:00,MFK Ružomberok,FK Senica,4,0,,Základná časť
7,09/01/2018 19:09,FC Nitra,FC ViOn Zlaté Moravce - Vráble,4,1,,Základná časť
7,09/02/2018 17:30,AS Trenčín,FC Spartak Trnava,1,0,,Základná časť
8,09/15/2018 16:45,ŠK Slovan Bratislava ,FC DAC 1904 Dunajská Streda,3,2,,Základná časť
8,09/15/2018 18:00,FC Spartak Trnava,MŠK Žilina,1,2,,Základná časť
8,09/15/2018 19:00,FK Senica,AS Trenčín,0,2,,Základná časť
8,09/15/2018 19:00,FC ViOn Zlaté Moravce - Vráble,MFK Ružomberok,1,1,,Základná časť
8,09/15/2018 19:00,FK Železiarne Podbrezová,FC Nitra,3,2,,Základná časť
8,09/15/2018 19:00,ŠKF Sereď,MFK Zemplín Michalovce,2,1,,Základná časť
9,09/22/2018 18:00,FC Nitra,MFK Zemplín Michalovce,2,1,,Základná časť
9,09/22/2018 19:00,MŠK Žilina,FK Senica,5,0,,Základná časť
9,09/22/2018 19:00,ŠK Slovan Bratislava ,ŠKF Sereď,2,1,,Základná časť
9,09/22/2018 19:00,MFK Ružomberok,FK Železiarne Podbrezová,3,0,,Základná časť
9,09/22/2018 19:00,AS Trenčín,FC ViOn Zlaté Moravce - Vráble,1,0,,Základná časť
9,09/23/2018 15:00,FC DAC 1904 Dunajská Streda,FC Spartak Trnava,3,2,,Základná časť
10,09/29/2018 16:00,ŠKF Sereď,FC Nitra,2,1,,Základná časť
10,09/29/2018 18:00,FC Spartak Trnava,ŠK Slovan Bratislava ,1,2,,Základná časť
10,09/29/2018 19:00,MFK Zemplín Michalovce,MFK Ružomberok,2,2,,Základná časť
10,09/29/2018 19:00,FK Senica,FC DAC 1904 Dunajská Streda,1,2,,Základná časť
10,09/29/2018 19:00,FC ViOn Zlaté Moravce - Vráble,MŠK Žilina,1,2,,Základná časť
10,09/29/2018 19:00,FK Železiarne Podbrezová,AS Trenčín,2,0,,Základná časť
11,10/06/2018 16:00,MFK Ružomberok,FC Nitra,3,1,,Základná časť
11,10/06/2018 17:00,AS Trenčín,MFK Zemplín Michalovce,1,2,,Základná časť
11,10/06/2018 17:00,MŠK Žilina,FK Železiarne Podbrezová,2,0,,Základná časť
11,10/06/2018 17:00,ŠK Slovan Bratislava ,FK Senica,2,2,,Základná časť
11,10/06/2018 18:00,FC DAC 1904 Dunajská Streda,FC ViOn Zlaté Moravce - Vráble,3,1,,Základná časť
11,10/07/2018 17:00,FC Spartak Trnava,ŠKF Sereď,2,1,,Základná časť
12,10/20/2018 13:45,FC Spartak Trnava,FK Senica,4,1,,Základná časť
12,10/20/2018 17:00,MŠK Žilina,MFK Zemplín Michalovce,2,2,,Základná časť
12,10/20/2018 17:00,AS Trenčín,FC Nitra,0,1,,Základná časť
12,10/20/2018 17:00,ŠKF Sereď,MFK Ružomberok,3,1,,Základná časť
12,10/20/2018 17:00,FC DAC 1904 Dunajská Streda,FK Železiarne Podbrezová,3,2,,Základná časť
12,10/20/2018 17:05,ŠK Slovan Bratislava ,FC ViOn Zlaté Moravce - Vráble,3,1,,Základná časť
13,10/27/2018 13:45,MFK Ružomberok,AS Trenčín,1,0,,Základná časť
13,10/27/2018 16:00,FK Železiarne Podbrezová,ŠK Slovan Bratislava ,0,2,,Základná časť
13,10/27/2018 17:00,FK Senica,ŠKF Sereď,0,0,,Základná časť
13,10/27/2018 17:00,FC Nitra,MŠK Žilina,0,2,,Základná časť
13,10/27/2018 17:00,MFK Zemplín Michalovce,FC DAC 1904 Dunajská Streda,2,1,,Základná časť
13,10/28/2018 17:04,FC ViOn Zlaté Moravce - Vráble,FC Spartak Trnava,1,1,,Základná časť
14,11/03/2018 13:45,MŠK Žilina,MFK Ružomberok,3,0,,Základná časť
14,11/03/2018 17:00,FC Spartak Trnava,FK Železiarne Podbrezová,2,0,,Základná časť
14,11/03/2018 17:00,ŠK Slovan Bratislava ,MFK Zemplín Michalovce,6,0,,Základná časť
14,11/03/2018 17:00,FC DAC 1904 Dunajská Streda,FC Nitra,1,0,,Základná časť
14,11/03/2018 17:00,FK Senica,FC ViOn Zlaté Moravce - Vráble,3,0,,Základná časť
14,11/03/2018 17:00,ŠKF Sereď,AS Trenčín,3,1,,Základná časť
15,11/10/2018 14:30,AS Trenčín,MŠK Žilina,0,2,,Základná časť
15,11/10/2018 15:00,MFK Ružomberok,FC DAC 1904 Dunajská Streda,0,1,,Základná časť
15,11/10/2018 17:00,FK Železiarne Podbrezová,FK Senica,2,4,,Základná časť
15,11/11/2018 15:00,FC Nitra,ŠK Slovan Bratislava ,1,2,,Základná časť
15,11/11/2018 15:00,MFK Zemplín Michalovce,FC Spartak Trnava,1,0,,Základná časť
15,11/11/2018 17:00,FC ViOn Zlaté Moravce - Vráble,ŠKF Sereď,0,1,,Základná časť
16,11/24/2018 13:45,ŠKF Sereď,MŠK Žilina,1,1,,Základná časť
16,11/24/2018 14:00,FC ViOn Zlaté Moravce - Vráble,FK Železiarne Podbrezová,1,0,,Základná časť
16,11/24/2018 14:00,FK Senica,MFK Zemplín Michalovce,2,4,,Základná časť
16,11/24/2018 14:00,FC Spartak Trnava,FC Nitra,2,3,,Základná časť
16,11/24/2018 14:00,ŠK Slovan Bratislava ,MFK Ružomberok,1,1,,Základná časť
16,11/24/2018 15:40,FC DAC 1904 Dunajská Streda,AS Trenčín,0,0,,Základná časť
17,12/01/2018 13:45,AS Trenčín,ŠK Slovan Bratislava ,0,3,,Základná časť
17,12/01/2018 14:00,FK Železiarne Podbrezová,ŠKF Sereď,1,1,,Základná časť
17,12/01/2018 14:00,FC Nitra,FK Senica,1,0,,Základná časť
17,12/01/2018 14:00,MFK Zemplín Michalovce,FC ViOn Zlaté Moravce - Vráble,3,0,,Základná časť
17,12/01/2018 15:30,MŠK Žilina,FC DAC 1904 Dunajská Streda,2,2,,Základná časť
17,12/02/2018 14:00,MFK Ružomberok,FC Spartak Trnava,3,1,,Základná časť
18,12/08/2018 13:45,ŠK Slovan Bratislava ,MŠK Žilina,5,2,,Základná časť
18,12/08/2018 14:00,FK Železiarne Podbrezová,MFK Zemplín Michalovce,0,1,,Základná časť
18,12/08/2018 14:00,FC ViOn Zlaté Moravce - Vráble,FC Nitra,0,3,,Základná časť
18,12/08/2018 14:00,ŠKF Sereď,FC DAC 1904 Dunajská Streda,0,1,,Základná časť
18,12/08/2018 14:00,FK Senica,MFK Ružomberok,1,1,,Základná časť
18,12/08/2018 15:45,FC Spartak Trnava,AS Trenčín,3,1,,Základná časť
19,02/16/2019 14:00,MFK Zemplín Michalovce,ŠKF Sereď,1,0,,Základná časť
19,02/16/2019 14:00,MŠK Žilina,FC Spartak Trnava,1,1,,Základná časť
19,02/16/2019 14:00,AS Trenčín,FK Senica,3,0,,Základná časť
19,02/16/2019 14:00,MFK Ružomberok,FC ViOn Zlaté Moravce - Vráble,4,0,,Základná časť
19,02/16/2019 14:00,FC Nitra,FK Železiarne Podbrezová,1,3,,Základná časť
19,02/16/2019 16:00,FC DAC 1904 Dunajská Streda,ŠK Slovan Bratislava ,0,1,,Základná časť
20,02/23/2019 14:00,FC ViOn Zlaté Moravce - Vráble,AS Trenčín,3,1,,Základná časť
20,02/23/2019 14:00,FK Senica,MŠK Žilina,0,1,,Základná časť
20,02/23/2019 14:00,FC Spartak Trnava,FC DAC 1904 Dunajská Streda,3,1,,Základná časť
20,02/23/2019 14:00,ŠKF Sereď,ŠK Slovan Bratislava ,0,1,,Základná časť
20,02/23/2019 14:00,FK Železiarne Podbrezová,MFK Ružomberok,0,1,,Základná časť
20,02/23/2019 16:00,MFK Zemplín Michalovce,FC Nitra,0,0,,Základná časť
21,03/02/2019 15:30,AS Trenčín,FK Železiarne Podbrezová,1,1,,Základná časť
21,03/02/2019 15:30,MFK Ružomberok,MFK Zemplín Michalovce,0,0,,Základná časť
21,03/02/2019 15:30,FC Nitra,ŠKF Sereď,0,2,,Základná časť
21,03/02/2019 15:30,FC DAC 1904 Dunajská Streda,FK Senica,1,0,,Základná časť
21,03/02/2019 15:30,MŠK Žilina,FC ViOn Zlaté Moravce - Vráble,2,1,,Základná časť
21,03/03/2019 18:00,ŠK Slovan Bratislava ,FC Spartak Trnava,2,0,,Základná časť
22,03/09/2019 14:00,FK Senica,ŠK Slovan Bratislava ,1,2,,Základná časť
22,03/09/2019 14:00,FC Nitra,MFK Ružomberok,0,0,,Základná časť
22,03/09/2019 14:00,ŠKF Sereď,FC Spartak Trnava,3,1,,Základná časť
22,03/09/2019 14:00,MFK Zemplín Michalovce,AS Trenčín,4,2,,Základná časť
22,03/09/2019 14:00,FK Železiarne Podbrezová,MŠK Žilina,0,2,,Základná časť
22,03/09/2019 14:00,FC ViOn Zlaté Moravce - Vráble,FC DAC 1904 Dunajská Streda,1,2,,Základná časť
1,03/16/2019 15:30,ŠKF Sereď,ŠK Slovan Bratislava ,1,4,,Skupina o titul
1,03/16/2019 17:00,MŠK Žilina,MFK Zemplín Michalovce,4,0,,Skupina o titul
